$ time python3 match_scores.py 1970 1979

Scraping match info for 69 tournaments...
Year    Order    Tournament                                Matches
1978    97       WCT Challenge Cup                         15
1978    98       Sydney Outdoor                            63
1978    99       Australian Open                           63
1978    100      Masters                                   15
1978    101      Masters Doubles                           0

Scraping match info for 102 tournaments...
Year    Order    Tournament                                Matches
----    -----    ----------                                -------
1979    1        Hobart                                    31
1979    2        Auckland                                  31
1979    3        World Doubles WCT                         0
1979    4        Birmingham WCT                            31
1979    5        Baltimore                                 31
1979    6        Philadelphia WCT                          47
1979    7        Richmond WCT                              31
1979    8        Little Rock                               31
1979    9        Pepsi Grand Slam                          3
1979    10       Rancho Mirage                             63
1979    11       Sarasota                                  31
1979    12       Denver                                    31
1979    13       Dorado Beach WCT                          16
1979    14       Memphis                                   47
1979    15       Lagos                                     31
1979    16       WCT Aetna World Cup                       4
1979    17       Washington Indoor                         31
1979    18       Washington Indoor                         0
1979    19       New Orleans WCT                           31
1979    20       Nancy                                     31
1979    21       San Jose Costa Rica                       31
1979    22       Milan WCT                                 31
1979    23       Dayton                                    31
1979    24       Stuttgart Indoor                          31
1979    25       Rotterdam WCT                             31
1979    26       Nice                                      31
1979    27       Monte Carlo WCT                           31
1979    28       Cairo                                     31
1979    29       Tulsa                                     31
1979    30       Houston WCT                               31
1979    31       Johannesburg                              31
1979    32       Johannesburg                              31
1979    33       San Jose                                  31
1979    34       Las Vegas                                 31
1979    35       Dallas WCT                                7
1979    36       Nations Cup                               30
1979    37       Hamburg                                   63
1979    38       Florence                                  31
1979    39       Rome                                      63
1979    40       Munich                                    31
1979    41       Roland Garros                             127
1979    42       London / Queen's Club                     63
1979    43       Brussels                                  31
1979    44       Berlin                                    31
1979    45       Berlin                                    31
1979    46       Surbiton                                  31
1979    47       Wimbledon                                 127
1979    48       Forest Hills WCT                          21
1979    49       Newport                                   31
1979    50       Gstaad                                    31
1979    51       Washington                                63
1979    52       Bastad                                    31
1979    53       Stuttgart Outdoor                         31
1979    54       Louisville                                63
1979    55       Hilversum                                 31
1979    56       Kitzbuhel                                 31
1979    57       North Conway                              63
1979    58       Lafayette                                 31
1979    59       South Orange                              31
1979    60       Indianapolis                              63
1979    61       Columbus                                  31
1979    62       Montreal / Toronto                        63
1979    63       Stowe                                     31
1979    64       Cleveland                                 31
1979    65       Cincinnati                                63
1979    66       Boston                                    63
1979    67       US Open                                   127
1979    68       Atlanta                                   31
1979    69       Woodlands Doubles                         0
1979    70       Los Angeles                               47
1979    71       Palermo                                   31
1979    72       San Francisco                             47
1979    73       Madrid                                    63
1979    74       Maui                                      47
1979    75       Bordeaux                                  31
1979    76       Barcelona                                 63
1979    77       Tel Aviv                                  31
1979    78       Brisbane                                  31
1979    79       Sydney Indoor                             31
1979    80       Basel                                     31
1979    81       Tokyo Outdoor                             63
1979    82       Vienna                                    47
1979    83       Cologne                                   31
1979    84       Paris Indoor                              31
1979    85       Tokyo Indoor                              31
1979    86       Stockholm                                 63
1979    87       Hong Kong                                 31
1979    88       Quito                                     31
1979    89       Taipei                                    31
1979    90       Bogota                                    31
1979    91       Wembley                                   31
1979    92       Buenos Aires                              31
1979    93       Bologna                                   31
1979    94       Bombay                                    31
1979    95       Santiago                                  31
1979    96       Johannesburg                              31
1979    97       WCT Challenge Cup                         15
1979    98       Adelaide                                  31
1979    99       Sydney Outdoor                            63
1979    100      Australian Open                           63
1979    101      Masters                                   15
1979    102      Masters Doubles                           0

real    18m8.608s
user    7m0.021s
sys     0m12.359s
