0,/en/tournaments/next-generation-adelaide-international/7308/2005/match-stats/D362/H432/live/MS004/match-stats,01:26:00,86,5,4,41,81,36,41,19,40,4,5,55,81,10,38,10,25,2,3,11,10,20,63,75,144,3,2,38,63,28,38,15,25,1,3,43,63,5,41,21,40,1,5,10,11,26,81,69,144
0,/en/tournaments/next-generation-adelaide-international/7308/2005/match-stats/J194/R397/live/MS003/match-stats,01:12:00,72,16,3,25,48,22,25,17,23,1,2,39,48,16,31,10,32,4,6,9,10,26,63,65,111,1,2,31,63,15,31,22,32,2,6,37,63,3,25,6,23,1,2,10,9,9,48,46,111
0,/en/tournaments/next-generation-adelaide-international/7308/2005/match-stats/D362/C514/live/MS002/match-stats,00:51:00,51,10,3,25,44,22,25,11,19,6,6,33,44,14,34,13,15,5,13,7,7,27,49,60,93,1,2,34,49,20,34,2,15,8,13,22,49,3,25,8,19,0,6,7,7,11,44,33,93
0,/en/tournaments/next-generation-adelaide-international/7308/2005/match-stats/J194/D362/live/MS001/match-stats,01:20:00,80,5,4,28,53,26,28,15,25,0,0,41,53,9,40,25,43,3,9,10,11,34,83,75,136,10,11,40,83,31,40,18,43,6,9,49,83,2,28,10,25,0,0,11,10,12,53,61,136
0,/en/tournaments/next-generation-adelaide-international/7308/2005/match-stats/C514/M762/live/MS005/match-stats,02:03:00,123,0,1,73,97,52,73,13,24,4,8,65,97,20,61,26,45,5,10,16,16,46,106,111,203,8,3,61,106,41,61,19,45,5,10,60,106,21,73,11,24,4,8,16,16,32,97,92,203
0,/en/tournaments/next-generation-adelaide-international/7308/2005/match-stats/R397/K316/live/MS006/match-stats,03:07:00,187,3,7,71,130,42,71,34,59,5,10,76,130,18,60,31,60,6,13,18,18,49,120,125,250,12,8,60,120,42,60,29,60,7,13,71,120,29,71,25,59,5,10,18,18,54,130,125,250
0,/en/tournaments/next-generation-adelaide-international/7308/2005/match-stats/J194/E113/live/MS007/match-stats,01:39:00,99,14,7,38,72,33,38,19,34,4,5,52,72,11,41,25,47,4,11,13,13,36,88,88,160,10,9,41,88,30,41,22,47,7,11,52,88,5,38,15,34,1,5,13,13,20,72,72,160
0,/en/tournaments/next-generation-adelaide-international/7308/2005/match-stats/H432/C478/live/MS008/match-stats,01:01:00,61,7,2,33,54,27,33,11,21,2,3,38,54,11,21,14,26,4,6,9,8,25,47,63,101,1,1,21,47,10,21,12,26,2,6,22,47,6,33,10,21,1,3,8,9,16,54,38,101
0,/en/tournaments/next-generation-adelaide-international/7308/2005/match-stats/J194/M680/live/MS015/match-stats,02:28:00,148,14,6,64,100,51,64,20,36,2,3,71,100,16,64,26,51,3,10,16,17,42,115,113,215,12,3,64,115,48,64,25,51,7,10,73,115,13,64,16,36,1,3,17,16,29,100,102,215
0,/en/tournaments/next-generation-adelaide-international/7308/2005/match-stats/K316/S681/live/MS013/match-stats,01:18:00,78,1,2,24,46,21,24,16,22,0,0,37,46,10,28,15,29,3,4,9,10,25,57,62,103,1,2,28,57,18,28,14,29,1,4,32,57,3,24,6,22,0,0,10,9,9,46,41,103
0,/en/tournaments/next-generation-adelaide-international/7308/2005/match-stats/C514/L386/live/MS010/match-stats,01:49:00,109,6,0,54,80,41,54,11,26,7,9,52,80,10,36,25,44,4,7,12,12,35,80,87,160,0,8,36,80,26,36,19,44,3,7,45,80,13,54,15,26,2,9,12,12,28,80,73,160
0,/en/tournaments/next-generation-adelaide-international/7308/2005/match-stats/D362/B747/live/MS009/match-stats,01:38:00,98,9,5,43,79,32,43,17,36,1,4,49,79,25,55,18,29,6,13,13,12,43,84,92,163,5,3,55,84,30,55,11,29,7,13,41,84,11,43,19,36,3,4,12,13,30,79,71,163
0,/en/tournaments/next-generation-adelaide-international/7308/2005/match-stats/R397/S694/live/MS012/match-stats,01:07:00,67,1,0,28,50,15,28,17,22,3,4,32,50,14,28,13,16,6,8,7,8,27,44,59,94,1,5,28,44,14,28,3,16,2,8,17,44,13,28,5,22,1,4,8,7,18,50,35,94
0,/en/tournaments/next-generation-adelaide-international/7308/2005/match-stats/E113/MB02/live/MS014/match-stats,01:05:00,65,2,5,31,65,21,31,19,34,5,6,40,65,11,33,15,22,4,4,9,9,26,55,66,120,3,1,33,55,22,33,7,22,0,4,29,55,10,31,15,34,1,6,9,9,25,65,54,120
0,/en/tournaments/next-generation-adelaide-international/7308/2005/match-stats/M762/D438/live/MS011/match-stats,01:01:00,61,3,1,39,64,29,39,12,25,2,3,41,64,11,29,11,19,4,8,9,9,22,48,63,112,3,3,29,48,18,29,8,19,4,8,26,48,10,39,13,25,1,3,9,9,23,64,49,112
0,/en/tournaments/next-generation-adelaide-international/7308/2005/match-stats/H432/C487/live/MS016/match-stats,01:33:00,93,8,1,33,56,26,33,13,23,0,2,39,56,25,54,19,36,5,14,11,11,44,90,83,146,5,3,54,90,29,54,17,36,9,14,46,90,7,33,10,23,2,2,11,11,17,56,63,146
0,/en/tournaments/next-generation-adelaide-international/7308/2005/match-stats/J194/K676/live/MS031/match-stats,01:14:00,74,7,6,34,58,30,34,11,24,1,1,41,58,9,33,18,26,3,5,9,9,27,59,68,117,1,6,33,59,24,33,8,26,2,5,32,59,4,34,13,24,0,1,9,9,17,58,49,117
0,/en/tournaments/next-generation-adelaide-international/7308/2005/match-stats/C514/S545/live/MS020/match-stats,00:57:00,57,4,1,27,36,23,27,6,9,0,0,29,36,21,40,12,19,5,14,7,7,33,59,62,95,3,3,40,59,19,40,7,19,9,14,26,59,4,27,3,9,0,0,7,7,7,36,33,95
0,/en/tournaments/next-generation-adelaide-international/7308/2005/match-stats/K316/S572/live/MS027/match-stats,02:11:00,131,5,3,47,80,29,47,14,33,4,10,43,80,37,65,12,26,8,18,14,13,49,91,92,171,0,2,65,91,28,65,14,26,10,18,42,91,18,47,19,33,6,10,13,14,37,80,79,171
0,/en/tournaments/next-generation-adelaide-international/7308/2005/match-stats/D362/G569/live/MS019/match-stats,01:36:00,96,3,9,42,80,32,42,18,38,8,10,50,80,22,51,19,30,5,14,11,12,41,81,91,161,0,6,51,81,29,51,11,30,9,14,40,81,10,42,20,38,2,10,12,11,30,80,70,161
0,/en/tournaments/next-generation-adelaide-international/7308/2005/match-stats/S694/K435/live/MS024/match-stats,01:24:00,84,2,3,25,49,21,25,12,24,0,2,33,49,19,51,14,19,4,8,10,9,33,70,66,119,0,4,51,70,32,51,5,19,4,8,37,70,4,25,12,24,2,2,9,10,16,49,53,119
0,/en/tournaments/next-generation-adelaide-international/7308/2005/match-stats/MB02/A202/live/MS028/match-stats,01:52:00,112,6,4,55,96,42,55,20,41,7,9,62,96,8,48,23,45,3,6,15,16,31,93,93,189,17,2,48,93,40,48,22,45,3,6,62,93,13,55,21,41,2,9,16,15,34,96,96,189
