2000-451-MS001-5-1-s424-s636,doha,/en/scores/2000/451/MS001/match-stats?isLive=False,01:58:00,118,s424,242,3,0,44,74,27,44,16,30,2,6,12,176,28,61,12,24,5,12,13,43,74,40,85,83,159,s636,237,1,1,61,85,33,61,12,24,7,12,13,186,17,44,14,30,4,6,12,45,85,31,74,76,159
2000-451-MS002-4-2-s424-k316,doha,/en/scores/2000/451/MS002/match-stats?isLive=False,01:39:00,99,s424,264,2,1,38,67,24,38,18,29,5,7,11,185,10,33,23,37,4,7,11,42,67,33,70,75,137,k316,215,1,4,33,70,23,33,14,37,3,7,11,122,14,38,11,29,2,7,11,37,70,25,67,62,137
2000-451-MS003-4-1-s636-e121,doha,/en/scores/2000/451/MS003/match-stats?isLive=False,02:35:00,155,s636,274,1,3,71,100,52,71,13,29,6,8,16,139,27,80,23,43,4,15,16,65,100,50,123,115,223,e121,256,6,3,80,123,53,80,20,43,11,15,16,119,19,71,16,29,2,8,16,73,123,35,100,108,223
2000-451-MS004-3-4-k316-s572,doha,/en/scores/2000/451/MS004/match-stats?isLive=False,01:07:00,67,k316,288,4,1,35,54,29,35,7,19,4,4,7,254,16,27,8,13,5,10,6,36,54,24,40,60,94,s572,162,1,2,27,40,11,27,5,13,5,10,6,80,6,35,12,19,0,4,7,16,40,18,54,34,94
2000-451-MS005-3-3-s424-b503,doha,/en/scores/2000/451/MS005/match-stats?isLive=False,01:18:00,78,s424,307,3,2,34,53,25,34,13,19,1,1,9,192,14,36,10,22,3,4,9,38,53,24,58,62,111,b503,245,1,0,36,58,22,36,12,22,1,4,9,58,9,34,6,19,0,1,9,34,58,15,53,49,111
2000-451-MS006-3-2-e121-t166,doha,/en/scores/2000/451/MS006/match-stats?isLive=False,01:24:00,84,e121,306,8,2,53,70,41,53,8,17,3,3,10,149,18,49,15,29,3,9,11,49,70,33,78,82,148,t166,248,2,0,49,78,31,49,14,29,6,9,11,76,12,53,9,17,0,3,10,45,78,21,70,66,148
2000-451-MS007-3-1-s636-m595,doha,/en/scores/2000/451/MS007/match-stats?isLive=False,01:03:00,63,s636,331,6,2,35,48,27,35,10,13,1,1,9,159,11,28,12,24,3,9,8,37,48,23,52,60,100,m595,227,2,2,28,52,17,28,12,24,6,9,8,46,8,35,3,13,0,1,9,29,52,11,48,40,100
2000-451-MS008-2-8-k316-c270,doha,/en/scores/2000/451/MS008/match-stats?isLive=False,01:00:00,60,k316,318,5,1,29,41,22,29,8,12,1,1,7,256,18,35,10,14,5,8,7,30,41,28,49,58,90,c270,178,1,0,35,49,17,35,4,14,3,8,7,57,7,29,4,12,0,1,7,21,49,11,41,32,90
2000-451-MS010-2-7-s424-v201,doha,/en/scores/2000/451/MS010/match-stats?isLive=False,01:45:00,105,s424,306,4,0,37,65,30,37,18,28,3,3,9,141,22,49,15,38,3,11,10,48,65,37,87,85,152,v201,242,1,1,49,87,27,49,23,38,8,11,10,55,7,37,10,28,0,3,9,50,87,17,65,67,152
2000-451-MS013-2-6-e121-g374,doha,/en/scores/2000/451/MS013/match-stats?isLive=False,01:17:00,77,e121,316,5,1,39,53,27,39,11,14,0,1,10,154,16,42,10,23,3,7,10,38,53,26,65,64,118,g374,255,3,2,42,65,26,42,13,23,4,7,10,162,12,39,3,14,1,1,10,39,65,15,53,54,118
2000-451-MS014-2-5-s636-v141,doha,/en/scores/2000/451/MS014/match-stats?isLive=False,01:15:00,75,s636,292,3,0,36,60,27,36,13,24,3,3,8,205,8,27,17,23,4,7,9,40,60,25,50,65,110,v141,205,1,1,27,50,19,27,6,23,3,7,9,71,9,36,11,24,0,3,8,25,50,20,60,45,110
2000-451-MS009-2-4-s572-s568,doha,/en/scores/2000/451/MS009/match-stats?isLive=False,01:31:00,91,s572,273,1,5,28,66,24,28,22,38,1,2,12,173,15,46,29,44,5,15,12,46,66,44,90,90,156,s568,207,4,7,46,90,31,46,15,44,10,15,12,114,4,28,16,38,1,2,12,46,90,20,66,66,156
2000-451-MS011-2-3-b503-b428,doha,/en/scores/2000/451/MS011/match-stats?isLive=False,00:57:00,57,b503,316,2,0,41,52,27,41,9,11,4,5,8,255,16,29,6,11,5,6,8,36,52,22,40,58,92,b428,200,0,0,29,40,13,29,5,11,1,6,8,84,14,41,2,11,1,5,8,18,40,16,52,34,92
2000-451-MS015-2-2-m595-m578,doha,/en/scores/2000/451/MS015/match-stats?isLive=False,00:40:00,40,m595,308,6,3,22,37,19,22,9,15,0,0,7,298,11,18,10,14,5,6,6,28,37,21,32,49,69,m578,138,0,2,18,32,7,18,4,14,1,6,6,54,3,22,6,15,0,0,7,11,32,9,37,20,69
2000-451-MS012-2-1-t166-c260,doha,/en/scores/2000/451/MS012/match-stats?isLive=False,01:34:00,94,t166,307,3,1,48,66,36,48,12,18,1,2,11,156,10,40,12,26,2,3,11,48,66,22,66,70,132,c260,272,3,2,40,66,30,40,14,26,1,3,11,117,12,48,6,18,1,2,11,44,66,18,66,62,132
2000-451-MS016-1-16-k316-t136,doha,/en/scores/2000/451/MS016/match-stats?isLive=False,02:08:00,128,k316,265,8,6,47,83,37,47,16,36,1,3,12,141,17,53,13,30,2,4,12,53,83,30,83,83,166,t136,275,5,2,53,83,36,53,17,30,2,4,12,160,10,47,20,36,2,3,12,53,83,30,83,83,166
2000-451-MS031-1-15-m578-m535,doha,/en/scores/2000/451/MS031/match-stats?isLive=False,00:28:00,28,m578,299,3,0,10,17,8,10,4,7,0,0,4,309,7,10,7,11,3,3,4,12,17,14,21,26,38,m535,137,0,2,10,21,3,10,4,11,0,3,4,63,2,10,3,7,0,0,4,7,21,5,17,12,38
2000-451-MS020-1-14-s424-b484,doha,/en/scores/2000/451/MS020/match-stats?isLive=False,01:18:00,78,s424,251,2,1,30,52,20,30,11,22,1,3,8,234,19,38,15,24,6,11,9,31,52,34,62,65,114,b484,183,2,1,38,62,19,38,9,24,5,11,9,175,10,30,11,22,2,3,8,28,62,21,52,49,114
2000-451-MS027-1-13-e121-d272,doha,/en/scores/2000/451/MS027/match-stats?isLive=False,02:00:00,120,e121,297,3,1,62,87,47,62,14,25,7,8,14,138,21,61,18,35,3,10,13,61,87,39,96,100,183,d272,253,2,4,61,96,40,61,17,35,7,10,13,88,15,62,11,25,1,8,14,57,96,26,87,83,183
2000-451-MS024-1-12-c260-a226,doha,/en/scores/2000/451/MS024/match-stats?isLive=False,01:16:00,76,c260,319,3,0,28,42,23,28,11,14,0,1,9,189,17,41,16,25,4,10,9,34,42,33,66,67,108,a226,217,6,1,41,66,24,41,9,25,6,10,9,150,5,28,3,14,1,1,9,33,66,8,42,41,108
2000-451-MS023-1-11-b503-n254,doha,/en/scores/2000/451/MS023/match-stats?isLive=False,01:24:00,84,b503,277,0,1,38,59,22,38,16,21,3,5,10,199,17,39,15,25,5,11,10,38,59,32,64,70,123,n254,206,2,3,39,64,22,39,10,25,6,11,10,126,16,38,5,21,2,5,10,32,64,21,59,53,123
