year,tournament,start date,type,surface,draw,atp points,atp ranking,tournament prize money,round,opponent,ranking,score,stats link,tournament,tournament round,time,winner,player1 name,player1 nationality,player1 aces,player1 double faults,player1 1st serves in,player1 1st serves total,player1 1st serve points won,player1 1st serve points total,player1 2nd serve points won,player1 2nd serve points total,player1 break points won,player1 break points total,player1 service games played,player1 1st serve return points won,player1 1st serve return points total,player1 2nd serve return points won,player1 2nd serve return points total,player1 break points converted won,player1 break points converted total,player1 return games played,player1 total service points won,player1 total service points total,player1 total return points won,player1 total return points total,player1 total points won,player1 total points total,player2 name,player2 nationality,player2 aces,player2 double faults,player2 1st serves in,player2 1st serves total,player2 1st serve points won,player2 1st serve points total,player2 2nd serve points won,player2 2nd serve points total,player2 break points won,player2 break points total,player2 service games played,player2 1st serve return points won,player2 1st serve return points total,player2 2nd serve return points won,player2 2nd serve return points total,player2 break points converted won,player2 break points converted total,player2 return games played,player2 total service points won,player2 total service points total,player2 total return points won,player2 total return points total,player2 total points won,player2 total points total
1973,"London, England",17.11.1973,GP,Indoor: Carpet,Draw: 32,,,$,R32,Manuel Orantes (ESP),N/A,"W 6-3, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=2016&y=1973&r=3&p=B058,London,R32,0,Bjorn Borg,Bjorn Borg,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,Manuel Orantes,Spain,,,,,,,,,,,,,,,,,,,,,,,,
1973,"London, England",17.11.1973,GP,Indoor: Carpet,Draw: 32,,,$,R16,Mark Cox (GBR),N/A,"L 3-6, 1-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=2016&y=1973&r=4&p=B058,London,R16,0,Mark Cox,Bjorn Borg,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,Mark Cox,Great Britain,,,,,,,,,,,,,,,,,,,,,,,,
1973,"Stockholm, Sweden",04.11.1973,GP,Indoor: Hard,Draw: 64,,,$,R64,Bye,N/A,W ,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=429&y=1973&r=2&p=B058,Stockholm,R64,0,Bjorn Borg,Bjorn Borg,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,N/A Bye,,,,,,,,,,,,,,,,,,,,,,,,,
1973,"Stockholm, Sweden",04.11.1973,GP,Indoor: Hard,Draw: 64,,,$,R32,Birger Andersson (SWE),N/A,"W 3-6, 7-6, 6-0",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=429&y=1973&r=3&p=B058,Stockholm,R32,0,Bjorn Borg,Bjorn Borg,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,Birger Andersson,Sweden,,,,,,,,,,,,,,,,,,,,,,,,
1973,"Stockholm, Sweden",04.11.1973,GP,Indoor: Hard,Draw: 64,,,$,R16,Ilie Nastase (ROU),N/A,"W 6-2, 4-6, 7-5",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=429&y=1973&r=4&p=B058,Stockholm,R16,0,Bjorn Borg,Bjorn Borg,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,Ilie Nastase,Romania,,,,,,,,,,,,,,,,,,,,,,,,
1973,"Stockholm, Sweden",04.11.1973,GP,Indoor: Hard,Draw: 64,,,$,Q,Nikola Pilic (CRO),N/A,"W 7-5, 4-6, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=429&y=1973&r=5&p=B058,Stockholm,Q,0,Bjorn Borg,Bjorn Borg,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,Nikola Pilic,Croatia,,,,,,,,,,,,,,,,,,,,,,,,
1973,"Stockholm, Sweden",04.11.1973,GP,Indoor: Hard,Draw: 64,,,$,S,Jimmy Connors (USA),N/A,"W 6-4, 3-6, 7-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=429&y=1973&r=6&p=B058,Stockholm,S,0,Bjorn Borg,Bjorn Borg,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,Jimmy Connors,United States,,,,,,,,,,,,,,,,,,,,,,,,
1973,"Stockholm, Sweden",04.11.1973,GP,Indoor: Hard,Draw: 64,,,$,F,Tom Gorman (USA),N/A,"L 3-6, 6-4, 6-7",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=429&y=1973&r=7&p=B058,Stockholm,F,0,Tom Gorman,Bjorn Borg,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,Tom Gorman,United States,,,,,,,,,,,,,,,,,,,,,,,,
1973,"Paris Indoor, France",29.10.1973,GP,Indoor: Hard,Draw: 64,,,$,R64,Bye,N/A,W ,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=352&y=1973&r=2&p=B058,Paris Indoor,R64,0,Bjorn Borg,Bjorn Borg,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,N/A Bye,,,,,,,,,,,,,,,,,,,,,,,,,
1973,"Paris Indoor, France",29.10.1973,GP,Indoor: Hard,Draw: 64,,,$,R32,Graham Stilwell (GBR),N/A,"W 7-6, 3-6, 7-5",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=352&y=1973&r=3&p=B058,Paris Indoor,R32,0,Bjorn Borg,Bjorn Borg,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,Graham Stilwell,Great Britain,,,,,,,,,,,,,,,,,,,,,,,,
1973,"Paris Indoor, France",29.10.1973,GP,Indoor: Hard,Draw: 64,,,$,R16,Arthur Ashe (USA),N/A,"L 5-7, 3-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=352&y=1973&r=4&p=B058,Paris Indoor,R16,0,Arthur Ashe,Bjorn Borg,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,Arthur Ashe,United States,,,,,,,,,,,,,,,,,,,,,,,,
1973,"Prague, Czechoslovakia",22.10.1973,GP,Outdoor: Clay,Draw: 32,,,$,R32,Tadeusz Nowicki (POL),N/A,"W 6-2, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=379&y=1973&r=3&p=B058,Prague,R32,0,Bjorn Borg,Bjorn Borg,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,Tadeusz Nowicki,Poland,,,,,,,,,,,,,,,,,,,,,,,,
1973,"Prague, Czechoslovakia",22.10.1973,GP,Outdoor: Clay,Draw: 32,,,$,R16,Barry Phillips-Moore (AUS),N/A,"L 6-7, 5-7",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=379&y=1973&r=4&p=B058,Prague,R16,0,Barry Phillips-Moore,Bjorn Borg,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,Barry Phillips-Moore,Australia,,,,,,,,,,,,,,,,,,,,,,,,
1973,"Madrid, Spain",21.10.1973,GP,Outdoor: Clay,Draw: 64,,,$,R64,Juan Ignacio Muntanola (ESP),N/A,"W 7-5, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=309&y=1973&r=2&p=B058,Madrid,R64,0,Bjorn Borg,Bjorn Borg,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,Juan Ignacio Muntanola,Spain,,,,,,,,,,,,,,,,,,,,,,,,
1973,"Madrid, Spain",21.10.1973,GP,Outdoor: Clay,Draw: 64,,,$,R32,Jose Higueras (ESP),N/A,"L 1-6, 6-4, 5-7",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=309&y=1973&r=3&p=B058,Madrid,R32,0,Jose Higueras,Bjorn Borg,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,Jose Higueras,Spain,,,,,,,,,,,,,,,,,,,,,,,,
1973,"Barcelona, Spain",08.10.1973,GP,Outdoor: Clay,Draw: 64,,,$,R64,Bob Carmichael (AUS),N/A,"W 6-0, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=425&y=1973&r=2&p=B058,Barcelona,R64,0,Bjorn Borg,Bjorn Borg,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,Bob Carmichael,Australia,,,,,,,,,,,,,,,,,,,,,,,,
1973,"Barcelona, Spain",08.10.1973,GP,Outdoor: Clay,Draw: 64,,,$,R32,Patricio Rodriguez (CHI),N/A,"W 6-2, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=425&y=1973&r=3&p=B058,Barcelona,R32,0,Bjorn Borg,Bjorn Borg,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,Patricio Rodriguez,Chile,,,,,,,,,,,,,,,,,,,,,,,,
1973,"Barcelona, Spain",08.10.1973,GP,Outdoor: Clay,Draw: 64,,,$,R16,Jaime Fillol Sr. (CHI),N/A,"W 6-2, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=425&y=1973&r=4&p=B058,Barcelona,R16,0,Bjorn Borg,Bjorn Borg,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,Jaime Fillol Sr.,Chile,,,,,,,,,,,,,,,,,,,,,,,,
1973,"Barcelona, Spain",08.10.1973,GP,Outdoor: Clay,Draw: 64,,,$,Q,Andrew Pattison (USA),N/A,"W 11-9, 6-1",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=425&y=1973&r=5&p=B058,Barcelona,Q,0,Bjorn Borg,Bjorn Borg,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Pattison,United States,,,,,,,,,,,,,,,,,,,,,,,,
1973,"Barcelona, Spain",08.10.1973,GP,Outdoor: Clay,Draw: 64,,,$,S,Manuel Orantes (ESP),N/A,"L 3-6, 2-6, 3-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=425&y=1973&r=6&p=B058,Barcelona,S,0,Manuel Orantes,Bjorn Borg,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,Manuel Orantes,Spain,,,,,,,,,,,,,,,,,,,,,,,,
1973,"Quebec, Canada",01.10.1973,GP,: ,Draw: 32,,,$,R32,Terry Ryan (RSA),N/A,"W 7-5, 6-1",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=2044&y=1973&r=3&p=B058,Quebec,R32,0,Bjorn Borg,Bjorn Borg,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,Terry Ryan,South Africa,,,,,,,,,,,,,,,,,,,,,,,,
1973,"Quebec, Canada",01.10.1973,GP,: ,Draw: 32,,,$,R16,Kjell Johansson (SWE),N/A,"L 2-6, 2-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=2044&y=1973&r=4&p=B058,Quebec,R16,0,Kjell Johansson,Bjorn Borg,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,Kjell Johansson,Sweden,,,,,,,,,,,,,,,,,,,,,,,,
1973,"San Francisco, CA, U.S.A.",24.09.1973,GP,Indoor: Carpet,Draw: 32,,,$,R32,Milan Holecek (CZE),N/A,"W 3-6, 7-6, 7-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=424&y=1973&r=3&p=B058,San Francisco,R32,0,Bjorn Borg,Bjorn Borg,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,Milan Holecek,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,
