year,tournament,start date,type,surface,draw,atp points,atp ranking,tournament prize money,round,opponent,ranking,score,stats link,tournament,tournament round,time,winner,player1 name,player1 nationality,player1 aces,player1 double faults,player1 1st serves in,player1 1st serves total,player1 1st serve points won,player1 1st serve points total,player1 2nd serve points won,player1 2nd serve points total,player1 break points won,player1 break points total,player1 service games played,player1 1st serve return points won,player1 1st serve return points total,player1 2nd serve return points won,player1 2nd serve return points total,player1 break points converted won,player1 break points converted total,player1 return games played,player1 total service points won,player1 total service points total,player1 total return points won,player1 total return points total,player1 total points won,player1 total points total,player2 name,player2 nationality,player2 aces,player2 double faults,player2 1st serves in,player2 1st serves total,player2 1st serve points won,player2 1st serve points total,player2 2nd serve points won,player2 2nd serve points total,player2 break points won,player2 break points total,player2 service games played,player2 1st serve return points won,player2 1st serve return points total,player2 2nd serve return points won,player2 2nd serve return points total,player2 break points converted won,player2 break points converted total,player2 return games played,player2 total service points won,player2 total service points total,player2 total return points won,player2 total return points total,player2 total points won,player2 total points total
1970,"Hamburg, Germany",17.08.1970,GP,Outdoor: Clay,Draw: 64,,,$,F,Tom Okker (NED),N/A,"L 6-4, 3-6, 3-6, 4-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=414&y=1970&r=7&p=N008,Hamburg,F,0,Tom Okker,Ilie Nastase,Romania,,,,,,,,,,,,,,,,,,,,,,,,,Tom Okker,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,
1970,"Kitzbuehel, Austria",09.08.1970,GP,Outdoor: Clay,Draw: 64,,,$,R64,Bye,N/A,W ,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=319&y=1970&r=2&p=N008,Kitzbuehel,R64,0,Ilie Nastase,Ilie Nastase,Romania,,,,,,,,,,,,,,,,,,,,,,,,,N/A Bye,,,,,,,,,,,,,,,,,,,,,,,,,
1970,"Kitzbuehel, Austria",09.08.1970,GP,Outdoor: Clay,Draw: 64,,,$,R32,Petar Popovic (SRB),N/A,"W 7-5, 6-1",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=319&y=1970&r=3&p=N008,Kitzbuehel,R32,0,Ilie Nastase,Ilie Nastase,Romania,,,,,,,,,,,,,,,,,,,,,,,,,Petar Popovic,Serbia,,,,,,,,,,,,,,,,,,,,,,,,
1970,"Kitzbuehel, Austria",09.08.1970,GP,Outdoor: Clay,Draw: 64,,,$,R16,Byron Bertram (RSA),N/A,"W 6-2, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=319&y=1970&r=4&p=N008,Kitzbuehel,R16,0,Ilie Nastase,Ilie Nastase,Romania,,,,,,,,,,,,,,,,,,,,,,,,,Byron Bertram,South Africa,,,,,,,,,,,,,,,,,,,,,,,,
1970,"Kitzbuehel, Austria",09.08.1970,GP,Outdoor: Clay,Draw: 64,,,$,Q,John Alexander (AUS),N/A,"L 2-6, 6-3, 1-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=319&y=1970&r=5&p=N008,Kitzbuehel,Q,0,John Alexander,Ilie Nastase,Romania,,,,,,,,,,,,,,,,,,,,,,,,,John Alexander,Australia,,,,,,,,,,,,,,,,,,,,,,,,
1970,"Indianapolis, Indiana, USA",27.07.1970,GP,Outdoor: Clay,Draw: 64,,,$,R64,Charles Owens (USA),N/A,W  W/O,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=419&y=1970&r=2&p=N008,Indianapolis,R64,0,Ilie Nastase,Ilie Nastase,Romania,,,,,,,,,,,,,,,,,,,,,,,,,Charles Owens,United States,,,,,,,,,,,,,,,,,,,,,,,,
1970,"Indianapolis, Indiana, USA",27.07.1970,GP,Outdoor: Clay,Draw: 64,,,$,R32,Marcelo Lara (MEX),N/A,"W 6-1, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=419&y=1970&r=3&p=N008,Indianapolis,R32,0,Ilie Nastase,Ilie Nastase,Romania,,,,,,,,,,,,,,,,,,,,,,,,,Marcelo Lara,Mexico,,,,,,,,,,,,,,,,,,,,,,,,
1970,"Indianapolis, Indiana, USA",27.07.1970,GP,Outdoor: Clay,Draw: 64,,,$,R16,Jaime Fillol Sr. (CHI),N/A,"L 3-6, 4-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=419&y=1970&r=4&p=N008,Indianapolis,R16,0,Jaime Fillol Sr.,Ilie Nastase,Romania,,,,,,,,,,,,,,,,,,,,,,,,,Jaime Fillol Sr.,Chile,,,,,,,,,,,,,,,,,,,,,,,,
1970,"Cincinnati, OH, U.S.A.",20.07.1970,GP,Outdoor: Clay,Draw: 64,,,$,R64,Franklin Robbins (USA),N/A,"W 4-6, 6-4, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=1970&r=2&p=N008,Cincinnati,R64,0,Ilie Nastase,Ilie Nastase,Romania,,,,,,,,,,,,,,,,,,,,,,,,,Franklin Robbins,United States,,,,,,,,,,,,,,,,,,,,,,,,
1970,"Cincinnati, OH, U.S.A.",20.07.1970,GP,Outdoor: Clay,Draw: 64,,,$,R32,Jim Osborne (USA),N/A,"W 6-2, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=1970&r=3&p=N008,Cincinnati,R32,0,Ilie Nastase,Ilie Nastase,Romania,,,,,,,,,,,,,,,,,,,,,,,,,Jim Osborne,United States,,,,,,,,,,,,,,,,,,,,,,,,
