2020-451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180,2020,Finals,1,1,Andrey Rublev,re44,andrey-rublev,Corentin Moutet,mw02,corentin-moutet,2,Q,62 76(3),2,0,13,8,1,0,2020-451-2020-7-1-re44-mw02,/en/scores/match-stats/archive/2020/451/ms001
2020-451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180,2020,Semi-Finals,2,1,Corentin Moutet,mw02,corentin-moutet,Stan Wawrinka,w367,stan-wawrinka,Q,1,36 75 63,2,1,16,14,0,0,2020-451-2020-6-2-mw02-w367,/en/scores/match-stats/archive/2020/451/ms002
2020-451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180,2020,Semi-Finals,2,2,Andrey Rublev,re44,andrey-rublev,Miomir Kecmanovic,ki95,miomir-kecmanovic,2,,63 61,2,0,12,4,0,0,2020-451-2020-6-1-re44-ki95,/en/scores/match-stats/archive/2020/451/ms003
2020-451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180,2020,Quarter-Finals,3,1,Stan Wawrinka,w367,stan-wawrinka,Aljaz Bedene,bh09,aljaz-bedene,1,,63 64,2,0,12,7,0,0,2020-451-2020-5-4-w367-bh09,/en/scores/match-stats/archive/2020/451/ms004
2020-451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180,2020,Quarter-Finals,3,2,Andrey Rublev,re44,andrey-rublev,Pierre-Hugues Herbert,h996,pierre-hugues-herbert,2,,64 63,2,0,12,7,0,0,2020-451-2020-5-3-re44-h996,/en/scores/match-stats/archive/2020/451/ms007
2020-451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180,2020,Quarter-Finals,3,3,Miomir Kecmanovic,ki95,miomir-kecmanovic,Marton Fucsovics,f724,marton-fucsovics,,Q,62 60,2,0,12,2,0,0,2020-451-2020-5-2-ki95-f724,/en/scores/match-stats/archive/2020/451/ms006
2020-451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180,2020,Quarter-Finals,3,4,Corentin Moutet,mw02,corentin-moutet,Fernando Verdasco,v306,fernando-verdasco,Q,,64 46 64,2,1,16,14,0,0,2020-451-2020-5-1-mw02-v306,/en/scores/match-stats/archive/2020/451/ms005
2020-451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180,2020,Round of 16,4,1,Stan Wawrinka,w367,stan-wawrinka,Jeremy Chardy,ca12,jeremy-chardy,1,,63 64,2,0,12,7,0,0,2020-451-2020-4-8-w367-ca12,/en/scores/match-stats/archive/2020/451/ms008
2020-451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180,2020,Round of 16,4,2,Andrey Rublev,re44,andrey-rublev,Mikhail Kukushkin,k926,mikhail-kukushkin,2,,64 62,2,0,12,6,0,0,2020-451-2020-4-7-re44-k926,/en/scores/match-stats/archive/2020/451/ms015
2020-451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180,2020,Round of 16,4,3,Miomir Kecmanovic,ki95,miomir-kecmanovic,Jo-Wilfried Tsonga,t786,jo-wilfried-tsonga,,3,76(9) 61,2,0,13,7,1,0,2020-451-2020-4-6-ki95-t786,/en/scores/match-stats/archive/2020/451/ms013
