1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 64,6,13,Jun Kamiwazumi,k002,jun-kamiwazumi,Brian Connor,c232,brian-connor,15,LL,86 64 62,3,0,20,12,0,0,1968-580-NULL-1-18-k002-c232,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 64,6,14,Ray Keldie,k047,ray-keldie,John Blizzard,b206,john-blizzard,16,,63 63 63,3,0,18,9,0,0,1968-580-NULL-1-17-k047-b206,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 64,6,15,Terry Addison,a056,terry-addison,Peter Mockler,m336,peter-mockler,,,61 61 60,3,0,18,2,0,0,1968-580-NULL-1-16-a056-m336,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 64,6,16,Rod Brent,b269,rod-brent,Gaylard Dunn,d164,gaylard-dunn,,,61 60 60,3,0,18,1,0,0,1968-580-NULL-1-15-b269-d164,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 64,6,17,John Brown,b227,john-brown,Ernie McCabe,m259,ernie-mccabe,,,63 62 64,3,0,18,9,0,0,1968-580-NULL-1-14-b227-m259,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 64,6,18,William Coghlan,c228,william-coghlan,Peter Oatey,o071,peter-oatey,,,60 62 911 63,3,1,27,16,0,0,1968-580-NULL-1-13-c228-o071,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 64,6,19,Richard Coulthard,c231,richard-coulthard,Max Senior,s249,max-senior,,,1210 75 46 75,3,1,30,26,0,0,1968-580-NULL-1-12-c231-s249,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 64,6,20,Ian Fletcher,f071,ian-fletcher,Syd Ball,b106,syd-ball,,,63 64 62,3,0,18,9,0,0,1968-580-NULL-1-11-f071-b106,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 64,6,21,Neale Fraser,f113,neale-fraser,R. Harvey,h185,r.-harvey,,,61 61 60,3,0,18,2,0,0,1968-580-NULL-1-10-f113-h185,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 64,6,22,John Fraser,f134,john-fraser,Neal Higgins,h186,neal-higgins,,,119 64 64,3,0,23,17,0,0,1968-580-NULL-1-9-f134-h186,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 64,6,23,Barry Geraghty,g150,barry-geraghty,Anthony Hammond,h133,anthony-hammond,,,62 63 63,3,0,18,8,0,0,1968-580-NULL-1-8-g150-h133,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 64,6,24,Merv Guse,g188,merv-guse,Jack May,m267,jack-may,,,61 62 62,3,0,18,5,0,0,1968-580-NULL-1-7-g188-m267,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 64,6,25,Warren Jacques,j059,warren-jacques,Bert Kearney,k145,bert-kearney,,,64 61 75,3,0,19,10,0,0,1968-580-NULL-1-6-j059-k145,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 64,6,26,Max Pettman,p186,max-pettman,Takesji Tsujimoto,t0bb,takesji-tsujimoto,,,64 61 62,3,0,18,7,0,0,1968-580-NULL-1-5-p186-t0bb,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 64,6,27,Geoff Pollard,p187,geoff-pollard,Christian Janssens,j070,christian-janssens,,,64 62 64,3,0,18,10,0,0,1968-580-NULL-1-4-p187-j070,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 64,6,28,David Smith,s162,david-smith,John James,j029,john-james,,,16 75 46 63 64,3,2,24,24,0,0,1968-580-NULL-1-3-s162-j029,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 64,6,29,Colin Stubs,s244,colin-stubs,Bob Giltinan,g074,bob-giltinan,,,86 26 64 46 62,3,2,26,24,0,0,1968-580-NULL-1-2-s244-g074,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 64,6,30,Robert Wilson,w087,robert-wilson,Gary Teagle,t108,gary-teagle,,,60 61 86,3,0,20,7,0,0,1968-580-NULL-1-1-w087-t108,
1968-347,2,Bournemouth,bournemouth,/en/scores/archive/bournemouth/347/1968/results,1968.04.22,1968,4,22,1968.04.28,1968,4,28,USD,10000,NULL,Finals,1,1,Ken Rosewall,r075,ken-rosewall,Rod Laver,l058,rod-laver,2,1,36 62 60 63,3,1,21,11,0,0,1968-347-NULL-5-1-r075-l058,
1968-347,2,Bournemouth,bournemouth,/en/scores/archive/bournemouth/347/1968/results,1968.04.22,1968,4,22,1968.04.28,1968,4,28,USD,10000,NULL,Semi-Finals,2,1,Rod Laver,l058,rod-laver,Mark Cox,c090,mark-cox,1,,64 61 60,3,0,18,5,0,0,1968-347-NULL-4-2-l058-c090,
1968-347,2,Bournemouth,bournemouth,/en/scores/archive/bournemouth/347/1968/results,1968.04.22,1968,4,22,1968.04.28,1968,4,28,USD,10000,NULL,Semi-Finals,2,2,Ken Rosewall,r075,ken-rosewall,Andres Gimeno,g075,andres-gimeno,2,3,62 61 63,3,0,18,6,0,0,1968-347-NULL-4-1-r075-g075,
1968-347,2,Bournemouth,bournemouth,/en/scores/archive/bournemouth/347/1968/results,1968.04.22,1968,4,22,1968.04.28,1968,4,28,USD,10000,NULL,Quarter-Finals,3,1,Rod Laver,l058,rod-laver,Robert Wilson,w087,robert-wilson,1,,62 86 62,3,0,20,10,0,0,1968-347-NULL-3-4-l058-w087,
1968-347,2,Bournemouth,bournemouth,/en/scores/archive/bournemouth/347/1968/results,1968.04.22,1968,4,22,1968.04.28,1968,4,28,USD,10000,NULL,Quarter-Finals,3,2,Ken Rosewall,r075,ken-rosewall,Owen Davidson,d054,owen-davidson,2,7,63 75 63,3,0,19,11,0,0,1968-347-NULL-3-3-r075-d054,
1968-347,2,Bournemouth,bournemouth,/en/scores/archive/bournemouth/347/1968/results,1968.04.22,1968,4,22,1968.04.28,1968,4,28,USD,10000,NULL,Quarter-Finals,3,3,Andres Gimeno,g075,andres-gimeno,Fred Stolle,s129,fred-stolle,3,6,62 61 60,3,0,18,3,0,0,1968-347-NULL-3-2-g075-s129,
1968-347,2,Bournemouth,bournemouth,/en/scores/archive/bournemouth/347/1968/results,1968.04.22,1968,4,22,1968.04.28,1968,4,28,USD,10000,NULL,Quarter-Finals,3,4,Mark Cox,c090,mark-cox,Roy Emerson,e030,roy-emerson,,5,60 61 75,3,0,19,6,0,0,1968-347-NULL-3-1-c090-e030,
1968-347,2,Bournemouth,bournemouth,/en/scores/archive/bournemouth/347/1968/results,1968.04.22,1968,4,22,1968.04.28,1968,4,28,USD,10000,NULL,Round of 16,4,1,Rod Laver,l058,rod-laver,John Barrett,b226,john-barrett,1,,86 60 62,3,0,20,8,0,0,1968-347-NULL-2-8-l058-b226,
1968-347,2,Bournemouth,bournemouth,/en/scores/archive/bournemouth/347/1968/results,1968.04.22,1968,4,22,1968.04.28,1968,4,28,USD,10000,NULL,Round of 16,4,2,Ken Rosewall,r075,ken-rosewall,Graydon Garner,g154,graydon-garner,2,,60 62 64,3,0,18,6,0,0,1968-347-NULL-2-7-r075-g154,
1968-347,2,Bournemouth,bournemouth,/en/scores/archive/bournemouth/347/1968/results,1968.04.22,1968,4,22,1968.04.28,1968,4,28,USD,10000,NULL,Round of 16,4,3,Andres Gimeno,g075,andres-gimeno,Luis Ayala,a073,luis-ayala,3,,61 60 60,3,0,18,1,0,0,1968-347-NULL-2-6-g075-a073,
1968-347,2,Bournemouth,bournemouth,/en/scores/archive/bournemouth/347/1968/results,1968.04.22,1968,4,22,1968.04.28,1968,4,28,USD,10000,NULL,Round of 16,4,4,Roy Emerson,e030,roy-emerson,David Lloyd,l083,david-lloyd,5,Q,61 64 16 63,3,1,19,14,0,0,1968-347-NULL-2-5-e030-l083,
1968-347,2,Bournemouth,bournemouth,/en/scores/archive/bournemouth/347/1968/results,1968.04.22,1968,4,22,1968.04.28,1968,4,28,USD,10000,NULL,Round of 16,4,5,Fred Stolle,s129,fred-stolle,Keith Wooldridge,w086,keith-wooldridge,6,,86 57 57 62 60,3,2,30,22,0,0,1968-347-NULL-2-4-s129-w086,
1968-347,2,Bournemouth,bournemouth,/en/scores/archive/bournemouth/347/1968/results,1968.04.22,1968,4,22,1968.04.28,1968,4,28,USD,10000,NULL,Round of 16,4,6,Owen Davidson,d054,owen-davidson,Bob Howe,h130,bob-howe,7,,64 63 62,3,0,18,9,0,0,1968-347-NULL-2-3-d054-h130,
1968-347,2,Bournemouth,bournemouth,/en/scores/archive/bournemouth/347/1968/results,1968.04.22,1968,4,22,1968.04.28,1968,4,28,USD,10000,NULL,Round of 16,4,7,Mark Cox,c090,mark-cox,Richard Pancho Gonzales,g077,richard-pancho-gonzales,,,06 62 46 63 63,3,2,22,20,0,0,1968-347-NULL-2-2-c090-g077,
1968-347,2,Bournemouth,bournemouth,/en/scores/archive/bournemouth/347/1968/results,1968.04.22,1968,4,22,1968.04.28,1968,4,28,USD,10000,NULL,Round of 16,4,8,Robert Wilson,w087,robert-wilson,John Ward,w345,john-ward,,Q,63 62 64,3,0,18,9,0,0,1968-347-NULL-2-1-w087-w345,
1968-347,2,Bournemouth,bournemouth,/en/scores/archive/bournemouth/347/1968/results,1968.04.22,1968,4,22,1968.04.28,1968,4,28,USD,10000,NULL,Round of 32,5,1,Rod Laver,l058,rod-laver,Rauty Krog,k102,rauty-krog,1,Q,61 62 62,3,0,18,5,0,0,1968-347-NULL-1-16-l058-k102,
1968-347,2,Bournemouth,bournemouth,/en/scores/archive/bournemouth/347/1968/results,1968.04.22,1968,4,22,1968.04.28,1968,4,28,USD,10000,NULL,Round of 32,5,2,Ken Rosewall,r075,ken-rosewall,Geoff Bluett,b231,geoff-bluett,2,,63 62 64,3,0,18,9,0,0,1968-347-NULL-1-15-r075-b231,
1968-347,2,Bournemouth,bournemouth,/en/scores/archive/bournemouth/347/1968/results,1968.04.22,1968,4,22,1968.04.28,1968,4,28,USD,10000,NULL,Round of 32,5,3,Andres Gimeno,g075,andres-gimeno,Stanley Matthews,m268,stanley-matthews,3,,46 64 61 62,3,1,22,13,0,0,1968-347-NULL-1-14-g075-m268,
1968-347,2,Bournemouth,bournemouth,/en/scores/archive/bournemouth/347/1968/results,1968.04.22,1968,4,22,1968.04.28,1968,4,28,USD,10000,NULL,Round of 32,5,4,Roy Emerson,e030,roy-emerson,Jim Moore,m277,jim-moore,5,,61 86 64,3,0,20,11,0,0,1968-347-NULL-1-13-e030-m277,
1968-347,2,Bournemouth,bournemouth,/en/scores/archive/bournemouth/347/1968/results,1968.04.22,1968,4,22,1968.04.28,1968,4,28,USD,10000,NULL,Round of 32,5,5,Fred Stolle,s129,fred-stolle,Peter Curtis,c172,peter-curtis,6,,57 64 1412 61,3,1,31,24,0,0,1968-347-NULL-1-12-s129-c172,
1968-347,2,Bournemouth,bournemouth,/en/scores/archive/bournemouth/347/1968/results,1968.04.22,1968,4,22,1968.04.28,1968,4,28,USD,10000,NULL,Round of 32,5,6,Owen Davidson,d054,owen-davidson,John Clifton,c169,john-clifton,7,,62 63 46 86,3,1,24,17,0,0,1968-347-NULL-1-11-d054-c169,
1968-347,2,Bournemouth,bournemouth,/en/scores/archive/bournemouth/347/1968/results,1968.04.22,1968,4,22,1968.04.28,1968,4,28,USD,10000,NULL,Round of 32,5,7,Luis Ayala,a073,luis-ayala,John Paish,p142,john-paish,,,63 64 61,3,0,18,8,0,0,1968-347-NULL-1-10-a073-p142,
