1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Finals,1,1,Bill Bowrey,b224,bill-bowrey,Juan Gisbert Sr,g076,juan-gisbert-sr,1,2,75 26 97 64,3,1,24,22,0,0,1968-580-NULL-6-1-b224-g076,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Semi-Finals,2,1,Bill Bowrey,b224,bill-bowrey,Barry Phillips-Moore,p078,barry-phillips-moore,1,5,108 64 75,3,0,23,17,0,0,1968-580-NULL-5-2-b224-p078,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Semi-Finals,2,2,Juan Gisbert Sr,g076,juan-gisbert-sr,Ray Ruffels,r076,ray-ruffels,2,4,108 36 62 62,3,1,25,18,0,0,1968-580-NULL-5-1-g076-r076,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Quarter-Finals,3,1,Bill Bowrey,b224,bill-bowrey,Mike Belkin,b125,mike-belkin,1,7,1614 63 63,3,0,28,20,0,0,1968-580-NULL-4-4-b224-b125,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Quarter-Finals,3,2,Juan Gisbert Sr,g076,juan-gisbert-sr,Dick Crealy,c093,dick-crealy,2,8,108 36 62 63,3,1,25,19,0,0,1968-580-NULL-4-3-g076-c093,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Quarter-Finals,3,3,Barry Phillips-Moore,p078,barry-phillips-moore,Manuel Orantes,o017,manuel-orantes,5,3,61 46 63 46 61,3,2,26,17,0,0,1968-580-NULL-4-2-p078-o017,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Quarter-Finals,3,4,Ray Ruffels,r076,ray-ruffels,Phil Dent,d074,phil-dent,4,14,16 62 61 36 60,3,2,22,15,0,0,1968-580-NULL-4-1-r076-d074,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 16,4,1,Bill Bowrey,b224,bill-bowrey,Ross Case,c020,ross-case,1,,(W/O),,,,,,,1968-580-NULL-3-8-b224-c020,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 16,4,2,Juan Gisbert Sr,g076,juan-gisbert-sr,Ray Keldie,k047,ray-keldie,2,16,36 75 62 63,3,1,22,16,0,0,1968-580-NULL-3-7-g076-k047,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 16,4,3,Manuel Orantes,o017,manuel-orantes,Neale Fraser,f113,neale-fraser,3,,46 46 63 64 64,3,2,26,23,0,0,1968-580-NULL-3-6-o017-f113,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 16,4,4,Ray Ruffels,r076,ray-ruffels,Robert Wilson,w087,robert-wilson,4,,62 62 61,3,0,18,5,0,0,1968-580-NULL-3-5-r076-w087,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 16,4,5,Barry Phillips-Moore,p078,barry-phillips-moore,Geoff Pollard,p187,geoff-pollard,5,,64 64 36 63,3,1,21,17,0,0,1968-580-NULL-3-4-p078-p187,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 16,4,6,Mike Belkin,b125,mike-belkin,Allan Stone,s148,allan-stone,7,9,108 16 63 64,3,1,23,21,0,0,1968-580-NULL-3-3-b125-s148,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 16,4,7,Dick Crealy,c093,dick-crealy,Terry Addison,a056,terry-addison,8,,97 64 57 61,3,1,26,19,0,0,1968-580-NULL-3-2-c093-a056,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 16,4,8,Phil Dent,d074,phil-dent,John Fraser,f134,john-fraser,14,,1715 36 61 64,3,1,32,26,0,0,1968-580-NULL-3-1-d074-f134,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 32,5,1,Bill Bowrey,b224,bill-bowrey,Richard Coulthard,c231,richard-coulthard,1,,64 60 86,3,0,20,10,0,0,1968-580-NULL-2-16-b224-c231,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 32,5,2,Juan Gisbert Sr,g076,juan-gisbert-sr,Rod Brent,b269,rod-brent,2,,64 57 64 46 64,3,2,27,25,0,0,1968-580-NULL-2-15-g076-b269,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 32,5,3,Manuel Orantes,o017,manuel-orantes,Merv Guse,g188,merv-guse,3,,62 75 64,3,0,19,11,0,0,1968-580-NULL-2-14-o017-g188,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 32,5,4,Ray Ruffels,r076,ray-ruffels,David Smith,s162,david-smith,4,,63 63 30 (RET),3,0,15,6,0,0,1968-580-NULL-2-13-r076-s162,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 32,5,5,Barry Phillips-Moore,p078,barry-phillips-moore,William Coghlan,c228,william-coghlan,5,,62 64 36 57 42 (RET),3,2,24,21,0,0,1968-580-NULL-2-12-p078-c228,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 32,5,6,John Fraser,f134,john-fraser,Graham Stilwell,s147,graham-stilwell,,6,63 86 57 46 62,3,2,29,24,0,0,1968-580-NULL-2-11-f134-s147,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 32,5,7,Mike Belkin,b125,mike-belkin,Max Pettman,p186,max-pettman,7,,61 63 62,3,0,18,6,0,0,1968-580-NULL-2-10-b125-p186,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 32,5,8,Dick Crealy,c093,dick-crealy,Ian Fletcher,f071,ian-fletcher,8,,64 64 64,3,0,18,12,0,0,1968-580-NULL-2-9-c093-f071,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 32,5,9,Allan Stone,s148,allan-stone,Warren Jacques,j059,warren-jacques,9,,86 46 62 63,3,1,24,17,0,0,1968-580-NULL-2-8-s148-j059,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 32,5,10,Neale Fraser,f113,neale-fraser,William Lloyd,l064,william-lloyd,,11,64 36 86 46 63,3,2,27,25,0,0,1968-580-NULL-2-7-f113-l064,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 32,5,11,Robert Wilson,w087,robert-wilson,Sutarjo Sugiarto,s302,sutarjo-sugiarto,,12,61 108 62,3,0,22,11,0,0,1968-580-NULL-2-6-w087-s302,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 32,5,12,Phil Dent,d074,phil-dent,Colin Stubs,s244,colin-stubs,14,,1210 46 26 64 64,3,2,30,30,0,0,1968-580-NULL-2-5-d074-s244,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 32,5,13,Geoff Pollard,p187,geoff-pollard,Jun Kamiwazumi,k002,jun-kamiwazumi,,15,62 62 61,3,0,18,5,0,0,1968-580-NULL-2-4-p187-k002,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 32,5,14,Ray Keldie,k047,ray-keldie,Barry Geraghty,g150,barry-geraghty,16,,46 57 63 97 60,3,2,30,23,0,0,1968-580-NULL-2-3-k047-g150,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 32,5,15,Terry Addison,a056,terry-addison,Toshiro Sakai,s103,toshiro-sakai,,,60 64 63,3,0,18,7,0,0,1968-580-NULL-2-2-a056-s103,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 32,5,16,Ross Case,c020,ross-case,John Brown,b227,john-brown,,,46 68 63 75 10 (RET),3,2,24,22,0,0,1968-580-NULL-2-1-c020-b227,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 64,6,1,Manuel Orantes,o017,manuel-orantes,L. Weatherhog,w115,l.-weatherhog,3,,64 60 62,3,0,18,6,0,0,1968-580-NULL-1-30-o017-w115,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 64,6,2,Ray Ruffels,r076,ray-ruffels,R. Sellick,s301,r.-sellick,4,,60 61 60,3,0,18,1,0,0,1968-580-NULL-1-29-r076-s301,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 64,6,3,Barry Phillips-Moore,p078,barry-phillips-moore,Tony Dawson,d141,tony-dawson,5,,63 60 63,3,0,18,6,0,0,1968-580-NULL-1-28-p078-d141,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 64,6,4,Graham Stilwell,s147,graham-stilwell,Gavin Hogben,h187,gavin-hogben,6,,62 63 61,3,0,18,6,0,0,1968-580-NULL-1-27-s147-h187,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 64,6,5,Mike Belkin,b125,mike-belkin,M. Marchment,m262,m.-marchment,7,,62 36 64 97,3,1,24,19,0,0,1968-580-NULL-1-26-b125-m262,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 64,6,6,Dick Crealy,c093,dick-crealy,O. Worley,w116,o.-worley,8,,64 61 62,3,0,18,7,0,0,1968-580-NULL-1-25-c093-w116,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 64,6,7,Allan Stone,s148,allan-stone,Robert Layton,l154,robert-layton,9,,64 62 61,3,0,18,7,0,0,1968-580-NULL-1-24-s148-l154,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 64,6,8,Toshiro Sakai,s103,toshiro-sakai,Peter Curtis,c172,peter-curtis,,10,26 46 64 75 61,3,2,25,22,0,0,1968-580-NULL-1-23-s103-c172,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 64,6,9,William Lloyd,l064,william-lloyd,H. Nielson,n096,h.-nielson,11,,62 75 64,3,0,19,11,0,0,1968-580-NULL-1-22-l064-n096,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 64,6,10,Sutarjo Sugiarto,s302,sutarjo-sugiarto,R. Campbell,c233,r.-campbell,12,,61 16 63 62,3,1,19,12,0,0,1968-580-NULL-1-21-s302-c233,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 64,6,11,Ross Case,c020,ross-case,Gondo Widjojo,w084,gondo-widjojo,,13,64 36 63 75,3,1,22,18,0,0,1968-580-NULL-1-20-c020-w084,
1968-580,1,Australian Chps.,australian-chps,/en/scores/archive/australian-chps/580/1968/results,1968.01.19,1968,1,19,1968.01.29,1968,1,29,,,NULL,Round of 64,6,12,Phil Dent,d074,phil-dent,Henry Ladyman,l155,henry-ladyman,14,,61 61 63,3,0,18,5,0,0,1968-580-NULL-1-19-d074-l155,
