1980.12.31,1980,12,31,51,51,,,28,0,0,/en/players/terry-moor/m081/overview,terry-moor,m081
1980.12.31,1980,12,31,52,52,,,,0,0,/en/players/ralf-maurer/m037/overview,ralf-maurer,m037
1980.12.22,1980,12,22,1,1,,,24,0,0,/en/players/bjorn-borg/b058/overview,bjorn-borg,b058
1980.12.22,1980,12,22,2,2,,,21,0,0,/en/players/john-mcenroe/m047/overview,john-mcenroe,m047
1980.12.22,1980,12,22,3,3,,,28,0,0,/en/players/jimmy-connors/c044/overview,jimmy-connors,c044
1980.12.22,1980,12,22,4,4,,,28,0,0,/en/players/guillermo-vilas/v028/overview,guillermo-vilas,v028
1980.12.22,1980,12,22,5,5,,,24,0,0,/en/players/gene-mayer/m038/overview,gene-mayer,m038
1980.12.22,1980,12,22,6,6,,,20,0,0,/en/players/ivan-lendl/l018/overview,ivan-lendl,l018
1980.12.22,1980,12,22,7,7,,,28,0,0,/en/players/harold-solomon/s065/overview,harold-solomon,s065
1980.12.22,1980,12,22,8,8,,,22,0,0,/en/players/jose-luis-clerc/c039/overview,jose-luis-clerc,c039
1980.12.22,1980,12,22,9,9,,,26,0,0,/en/players/vitas-gerulaitis/g008/overview,vitas-gerulaitis,g008
1980.12.22,1980,12,22,10,10,,,21,0,0,/en/players/eliot-teltscher/t012/overview,eliot-teltscher,t012
1980.12.22,1980,12,22,11,11,,,28,0,0,/en/players/brian-gottfried/g029/overview,brian-gottfried,g029
1980.12.22,1980,12,22,12,12,,,29,0,0,/en/players/eddie-dibbs/d026/overview,eddie-dibbs,d026
1980.12.22,1980,12,22,13,13,,,29,0,0,/en/players/roscoe-tanner/t006/overview,roscoe-tanner,t006
1980.12.22,1980,12,22,14,14,,,24,0,0,/en/players/john-sadri/s005/overview,john-sadri,s005
1980.12.22,1980,12,22,15,15,,,28,0,0,/en/players/wojtek-fibak/f020/overview,wojtek-fibak,f020
1980.12.22,1980,12,22,16,16,,,26,0,0,/en/players/victor-amaya/a044/overview,victor-amaya,a044
