1981.01.04,1981,1,4,594,594,,,,0,0,/en/players/lars-samuelson/s307/overview,lars-samuelson,s307
1981.01.04,1981,1,4,594,594,,,32,0,0,/en/players/modesto%20tito-vazquez/v051/overview,modesto%20tito-vazquez,v051
1981.01.04,1981,1,4,594,594,,,,0,0,/en/players/carl-williams/w057/overview,carl-williams,w057
1981.01.04,1981,1,4,594,594,,,33,0,0,/en/players/vladimir-zednik/z023/overview,vladimir-zednik,z023
1981.01.04,1981,1,4,667,667,,,23,0,0,/en/players/ashok-amritraj/a059/overview,ashok-amritraj,a059
1981.01.04,1981,1,4,667,667,,,,0,0,/en/players/hiroyuki-bamba/b154/overview,hiroyuki-bamba,b154
1981.01.04,1981,1,4,667,667,,,,0,0,/en/players/goran-bergstrand/b239/overview,goran-bergstrand,b239
1981.01.04,1981,1,4,667,667,,,,0,0,/en/players/john-botica/b252/overview,john-botica,b252
1981.01.04,1981,1,4,667,667,,,22,0,0,/en/players/mike-brunnberg/b077/overview,mike-brunnberg,b077
1981.01.04,1981,1,4,667,667,,,,0,0,/en/players/nicola-canessa/c155/overview,nicola-canessa,c155
1981.01.04,1981,1,4,667,667,,,33,0,0,/en/players/jean-baptiste-chanfreau/c083/overview,jean-baptiste-chanfreau,c083
1981.01.04,1981,1,4,667,667,,,24,0,0,/en/players/mark-darby/d102/overview,mark-darby,d102
1981.01.04,1981,1,4,667,667,,,,0,0,/en/players/givan-debarras/d150/overview,givan-debarras,d150
1981.01.04,1981,1,4,667,667,,,,0,0,/en/players/jean-desdunes/d075/overview,jean-desdunes,d075
1981.01.04,1981,1,4,667,667,,,,0,0,/en/players/doug-ditmer/d143/overview,doug-ditmer,d143
1981.01.04,1981,1,4,667,667,,,,0,0,/en/players/brett-edwards/e028/overview,brett-edwards,e028
1981.01.04,1981,1,4,667,667,,,,0,0,/en/players/per-engerwall/e076/overview,per-engerwall,e076
1981.01.04,1981,1,4,667,667,,,,0,0,/en/players/gaston-escofet/e057/overview,gaston-escofet,e057
1981.01.04,1981,1,4,667,667,,,,0,0,/en/players/carlos-feldstedt/f131/overview,carlos-feldstedt,f131
1981.01.04,1981,1,4,667,667,,,47,0,0,/en/players/neale-fraser/f113/overview,neale-fraser,f113
1981.01.04,1981,1,4,667,667,,,22,0,0,/en/players/mark-freedman/f075/overview,mark-freedman,f075
1981.01.04,1981,1,4,667,667,,,,0,0,/en/players/thomas-furst/f115/overview,thomas-furst,f115
1981.01.04,1981,1,4,667,667,,,,0,0,/en/players/john-geraghty/g121/overview,john-geraghty,g121
1981.01.04,1981,1,4,667,667,,,,0,0,/en/players/javier-gonzalez/g123/overview,javier-gonzalez,g123
1981.01.04,1981,1,4,667,667,,,24,0,0,/en/players/pedro-gonzalez/g162/overview,pedro-gonzalez,g162
1981.01.04,1981,1,4,667,667,,,,0,0,/en/players/carl-axel-hageskog/h088/overview,carl-axel-hageskog,h088
1981.01.04,1981,1,4,667,667,,,,0,0,/en/players/jay-harvey/h134/overview,jay-harvey,h134
1981.01.04,1981,1,4,667,667,,,34,0,0,/en/players/patrick-hombergen/h127/overview,patrick-hombergen,h127
1981.01.04,1981,1,4,667,667,,,25,0,0,/en/players/hubertus-hoyt/h065/overview,hubertus-hoyt,h065
1981.01.04,1981,1,4,667,667,,,,0,0,/en/players/zlatko-ivancic/i020/overview,zlatko-ivancic,i020
1981.01.04,1981,1,4,667,667,,,,0,0,/en/players/roger-jeppson/j063/overview,roger-jeppson,j063
1981.01.04,1981,1,4,667,667,,,35,0,0,/en/players/nicholas-kalogeropoulos/k045/overview,nicholas-kalogeropoulos,k045
1981.01.04,1981,1,4,667,667,,,,0,0,/en/players/larry-king/k112/overview,larry-king,k112
1981.01.04,1981,1,4,667,667,,,,0,0,/en/players/martin-koek/k089/overview,martin-koek,k089
1981.01.04,1981,1,4,667,667,,,,0,0,/en/players/peter-langsford/l124/overview,peter-langsford,l124
1981.01.04,1981,1,4,667,667,,,24,0,0,/en/players/tony-lloyd/l114/overview,tony-lloyd,l114
1981.01.04,1981,1,4,667,667,,,24,0,0,/en/players/todd-lundy/l096/overview,todd-lundy,l096
1981.01.04,1981,1,4,667,667,,,,0,0,/en/players/robert-mentink/m302/overview,robert-mentink,m302
1981.01.04,1981,1,4,667,667,,,,0,0,/en/players/ogi-mitra/m285/overview,ogi-mitra,m285
1981.01.04,1981,1,4,667,667,,,,0,0,/en/players/geoff-nissenbaum/n061/overview,geoff-nissenbaum,n061
1981.01.04,1981,1,4,667,667,,,36,0,0,/en/players/frantisek-pala/p100/overview,frantisek-pala,p100
1981.01.04,1981,1,4,667,667,,,26,0,0,/en/players/david-parker/p197/overview,david-parker,p197
1981.01.04,1981,1,4,667,667,,,43,0,0,/en/players/barry-phillips-moore/p078/overview,barry-phillips-moore,p078
1981.01.04,1981,1,4,667,667,,,38,0,0,/en/players/dennis-ralston/r064/overview,dennis-ralston,r064
1981.01.04,1981,1,4,667,667,,,,0,0,/en/players/rollin-rhone/t097/overview,rollin-rhone,t097
1981.01.04,1981,1,4,667,667,,,31,0,0,/en/players/luis%20felipe-tavares/t049/overview,luis%20felipe-tavares,t049
1981.01.04,1981,1,4,667,667,,,20,0,0,/en/players/jeff-turpin/t033/overview,jeff-turpin,t033
1981.01.04,1981,1,4,667,667,,,,0,0,/en/players/ted-williams/w093/overview,ted-williams,w093
