1981.11.23,1981,11,23,21,21,,,21,0,0,/en/players/fritz-buehning/b079/overview,fritz-buehning,b079
1981.11.02,1981,11,2,26,26,,,24,0,0,/en/players/vincent-van%20patten/v010/overview,vincent-van%20patten,v010
1981.10.19,1981,10,19,7,7,,,26,0,0,/en/players/brian-teacher/t011/overview,brian-teacher,t011
1981.10.12,1981,10,12,15,15,,,29,0,0,/en/players/kim-warwick/w006/overview,kim-warwick,w006
1981.10.12,1981,10,12,244,244,,,,0,0,/en/players/cliff-skakle/s224/overview,cliff-skakle,s224
1981.08.10,1981,8,10,32,32,,,24,0,0,/en/players/jose%20luis-damiani/d069/overview,jose%20luis-damiani,d069
1981.08.10,1981,8,10,36,36,,,30,0,0,/en/players/carlos-kirmayr/k009/overview,carlos-kirmayr,k009
1981.08.10,1981,8,10,40,40,,,24,0,0,/en/players/john-austin/a053/overview,john-austin,a053
1981.08.03,1981,8,3,1,1,,,22,0,0,/en/players/john-mcenroe/m047/overview,john-mcenroe,m047
1981.08.03,1981,8,3,4,4,,,22,0,0,/en/players/jose-luis-clerc/c039/overview,jose-luis-clerc,c039
1981.07.20,1981,7,20,1,1,,,25,0,0,/en/players/bjorn-borg/b058/overview,bjorn-borg,b058
1981.07.20,1981,7,20,44,44,,,23,0,0,/en/players/ricardo-ycaza/y007/overview,ricardo-ycaza,y007
1981.07.06,1981,7,6,1,1,,,22,0,0,/en/players/john-mcenroe/m047/overview,john-mcenroe,m047
1981.03.02,1981,3,2,45,45,,,25,0,0,/en/players/trey-waltke/w045/overview,trey-waltke,w045
1981.03.02,1981,3,2,98,98,,,24,0,0,/en/players/jan-norback/n047/overview,jan-norback,n047
1981.02.09,1981,2,9,37,37,,,25,0,0,/en/players/rolf-gehring/g007/overview,rolf-gehring,g007
1981.02.02,1981,2,2,44,44,,,21,0,0,/en/players/pascal-portes/p042/overview,pascal-portes,p042
1981.02.02,1981,2,2,57,57,,,22,0,0,/en/players/peter-rennert/r017/overview,peter-rennert,r017
1981.02.02,1981,2,2,70,70,,,22,0,0,/en/players/tony-giammalva/g011/overview,tony-giammalva,g011
1981.02.02,1981,2,2,83,83,,,25,0,0,/en/players/rick-meyer/m061/overview,rick-meyer,m061
1981.01.04,1981,1,4,1,1,,,24,0,0,/en/players/bjorn-borg/b058/overview,bjorn-borg,b058
1981.01.04,1981,1,4,189,189,,,46,0,0,/en/players/sammy-giammalva%20sr./g178/overview,sammy-giammalva%20sr.,g178
1981.01.04,1981,1,4,274,274,,,35,0,0,/en/players/tony-roche/r073/overview,tony-roche,r073
1981.01.04,1981,1,4,390,390,,,24,0,0,/en/players/hans-ritschard/r057/overview,hans-ritschard,r057
1981.01.04,1981,1,4,423,423,,,14,0,0,/en/players/jorg-muller/m094/overview,jorg-muller,m094
1981.01.04,1981,1,4,510,510,,,,0,0,/en/players/harvey-becker/b251/overview,harvey-becker,b251
1981.01.04,1981,1,4,510,510,,,21,0,0,/en/players/scott-bondurant/b146/overview,scott-bondurant,b146
1981.01.04,1981,1,4,510,510,,,23,0,0,/en/players/pem-guerry/g144/overview,pem-guerry,g144
1981.01.04,1981,1,4,510,510,,,,0,0,/en/players/johan-sjogren/s161/overview,johan-sjogren,s161
1981.01.04,1981,1,4,549,549,,,12,0,0,/en/players/robert-booth/b208/overview,robert-booth,b208
1981.01.04,1981,1,4,549,549,,,,0,0,/en/players/keith-gilbert/g122/overview,keith-gilbert,g122
1981.01.04,1981,1,4,549,549,,,21,0,0,/en/players/kevin-kerns/k064/overview,kevin-kerns,k064
1981.01.04,1981,1,4,549,549,,,,0,0,/en/players/vincenzo-naso/n056/overview,vincenzo-naso,n056
1981.01.04,1981,1,4,549,549,,,,0,0,/en/players/gary-thoroughood/t089/overview,gary-thoroughood,t089
1981.01.04,1981,1,4,549,549,,,,0,0,/en/players/jerry-van%20linge/v086/overview,jerry-van%20linge,v086
1981.01.04,1981,1,4,549,549,,,19,0,0,/en/players/john-van%20nostrand/v050/overview,john-van%20nostrand,v050
1981.01.04,1981,1,4,549,549,,,,0,0,/en/players/antonio-yunis/y012/overview,antonio-yunis,y012
1981.01.04,1981,1,4,594,594,,,,0,0,/en/players/keith-begley/b140/overview,keith-begley,b140
1981.01.04,1981,1,4,594,594,,,,0,0,/en/players/ricardo-castillo/c121/overview,ricardo-castillo,c121
1981.01.04,1981,1,4,594,594,,,,0,0,/en/players/warren-girle/g155/overview,warren-girle,g155
1981.01.04,1981,1,4,594,594,,,,0,0,/en/players/bidynt-goswami/g143/overview,bidynt-goswami,g143
1981.01.04,1981,1,4,594,594,,,31,0,0,/en/players/zan-guerry/g116/overview,zan-guerry,g116
1981.01.04,1981,1,4,594,594,,,,0,0,/en/players/rob-hak/h102/overview,rob-hak,h102
1981.01.04,1981,1,4,594,594,,,,0,0,/en/players/mark-harner/h090/overview,mark-harner,h090
1981.01.04,1981,1,4,594,594,,,,0,0,/en/players/brett-hibbert/h143/overview,brett-hibbert,h143
1981.01.04,1981,1,4,594,594,,,,0,0,/en/players/jose-martins/m287/overview,jose-martins,m287
1981.01.04,1981,1,4,594,594,,,,0,0,/en/players/roger-mckee/m309/overview,roger-mckee,m309
1981.01.04,1981,1,4,594,594,,,,0,0,/en/players/gulio-melchiorre/m297/overview,gulio-melchiorre,m297
1981.01.04,1981,1,4,594,594,,,,0,0,/en/players/claudio-menna/m210/overview,claudio-menna,m210
1981.01.04,1981,1,4,594,594,,,27,0,0,/en/players/chiradip-mukherjea/m252/overview,chiradip-mukherjea,m252
1981.01.04,1981,1,4,594,594,,,,0,0,/en/players/nigel-o'rourke/o039/overview,nigel-o'rourke,o039
1981.01.04,1981,1,4,594,594,,,32,0,0,/en/players/john-paish/p142/overview,john-paish,p142
1981.01.04,1981,1,4,594,594,,,,0,0,/en/players/raymond-pascale/p159/overview,raymond-pascale,p159
1981.01.04,1981,1,4,594,594,,,,0,0,/en/players/dan-rastland/r153/overview,dan-rastland,r153
