tourney_year,tourney_name,tourney_name_slug,tourney_id,tourney_location,tourney_dates,tourney_singles_draw,tourney_doubles_draw,tourney_conditions,tourney_surface,player_name,player_slug,player_id,player_event_points,player_ranking,match_round,opponent_name,opponent_name_slug,opponent_player_id,opponent_rank,match_win_loss,match_score,sets_won,sets_lost,sets_total,games_won,games_lost,games_total,tiebreaks_won,tiebreaks_lost,tiebreaks_total,match_time,match_duration,player_aces,player_double_faults,player_first_serves_in,player_first_serves_total,player_first_serve_percentage,player_first_serve_points_won,player_first_serve_points_total,player_first_serve_points_won_percentage,player_second_serve_points_won,player_second_serve_points_total,player_second_serve_points_won_percentage,player_break_points_saved,player_break_points_serve_total,player_break_points_saved_percentage,player_service_points_won,player_service_points_total,player_service_points_won_percentage,player_first_serve_return_won,player_first_serve_return_total,player_first_serve_return_percentage,player_second_serve_return_won,player_second_serve_return_total,player_second_serve_return_won_percentage,player_break_points_converted,player_break_points_return_total,player_break_points_converted_percentage,player_service_games_played,player_return_games_played,player_return_points_won,player_return_points_total,player_total_points_won,player_total_points_total,player_total_points_won_percentage,opponent_aces,opponent_double_faults,opponent_first_serves_in,opponent_first_serves_total,opponent_first_serve_percentage,opponent_first_serve_points_won,opponent_first_serve_points_total,opponent_first_serve_points_won_percentage,opponent_second_serve_points_won,opponent_second_serve_points_total,opponent_second_serve_points_won_percentage,opponent_break_points_saved,opponent_break_points_serve_total,opponent_break_points_saved_percentage,opponent_service_points_won,opponent_service_points_total,opponent_service_points_won_percentage,opponent_first_serve_return_won,opponent_first_serve_return_total,opponent_first_serve_return_percentage,opponent_second_serve_return_won,opponent_second_serve_return_total,opponent_second_serve_return_won_percentage,opponent_break_points_converted,opponent_break_points_return_total,opponent_break_points_converted_percentage,opponent_service_games_played,opponent_return_games_played,opponent_return_points_won,opponent_return_points_total,opponent_total_points_won,opponent_total_points_total,opponent_total_points_won_percentage
2010,Barclays ATP World Tour Finals,barclays-atp-world-tour-finals,605,"London, England",2010.11.22 - 2010.11.28,8,8,Indoor,Hard,Roger Federer,roger-federer,f324,1500,2,Finals,Rafael Nadal,rafael-nadal,n409,1,W,63 36 61,2,1,3,15,10,25,,,,01:38:00,98,7,1,40,64,63,37,40,93,14,24,58,1,2,50,51,64,80,18,51,35,5,15,33,3,3,100,13,12,23,66,74,130,57,1,1,51,66,77,33,51,65,10,15,67,0,3,0,43,66,65,3,40,8,10,24,42,1,2,50,12,13,13,64,56,130,43
2010,Barclays ATP World Tour Finals,barclays-atp-world-tour-finals,605,"London, England",2010.11.22 - 2010.11.28,8,8,Indoor,Hard,Roger Federer,roger-federer,f324,1500,2,Semi-Finals,Novak Djokovic,novak-djokovic,d643,3,W,61 64,2,0,2,12,5,17,,,,01:21:00,81,4,1,34,55,62,26,34,76,12,21,57,0,1,0,38,55,69,15,35,43,13,22,59,4,11,36,9,8,28,57,66,112,59,2,3,35,57,61,20,35,57,9,22,41,7,11,64,29,57,51,8,34,24,9,21,43,1,1,100,8,9,17,55,46,112,41
2010,Barclays ATP World Tour Finals,barclays-atp-world-tour-finals,605,"London, England",2010.11.22 - 2010.11.28,8,8,Indoor,Hard,Roger Federer,roger-federer,f324,1500,2,Round Robin,Robin Soderling,robin-soderling,sa49,4,W,76(5) 63,2,0,2,13,9,22,1,0,1,01:28:00,88,11,3,43,68,63,35,43,81,14,25,56,2,3,67,49,68,72,8,39,21,16,31,52,2,4,50,11,10,24,70,73,138,53,12,2,39,70,56,31,39,79,15,31,48,2,4,50,46,70,66,8,43,19,11,25,44,1,3,33,10,11,19,68,65,138,47
2010,Barclays ATP World Tour Finals,barclays-atp-world-tour-finals,605,"London, England",2010.11.22 - 2010.11.28,8,8,Indoor,Hard,Roger Federer,roger-federer,f324,1500,2,Round Robin,Andy Murray,andy-murray,mc10,5,W,64 62,2,0,2,12,6,18,,,,01:17:00,77,4,0,24,44,55,21,24,88,15,20,75,0,0,0,36,44,82,11,27,41,16,35,46,3,8,38,9,9,27,62,63,106,59,4,1,27,62,44,16,27,59,19,35,54,5,8,63,35,62,56,3,24,13,5,20,25,0,0,0,9,9,8,44,43,106,41
2010,Barclays ATP World Tour Finals,barclays-atp-world-tour-finals,605,"London, England",2010.11.22 - 2010.11.28,8,8,Indoor,Hard,Roger Federer,roger-federer,f324,1500,2,Round Robin,David Ferrer,david-ferrer,f401,7,W,61 64,2,0,2,12,5,17,,,,01:28:00,88,6,1,44,72,61,32,44,73,13,28,46,5,6,83,45,72,63,16,39,41,19,32,59,4,9,44,9,8,35,71,80,143,56,0,6,39,71,55,23,39,59,13,32,41,5,9,56,36,71,51,12,44,27,15,28,54,1,6,17,8,9,27,72,63,143,44
2010,ATP World Tour Masters 1000 Paris,paris,352,"Paris, France",2010.11.08 - 2010.11.14,48,24,Indoor,Hard,Roger Federer,roger-federer,f324,360,2,Semi-Finals,Gael Monfils,gael-monfils,mc65,14,L,67(7) 76(1) 67(4) ,1,2,3,19,20,39,1,2,3,02:41:00,161,18,1,76,122,62,65,76,86,25,46,54,3,4,75,90,122,74,14,74,19,21,50,42,1,7,14,18,18,35,124,125,246,51,15,5,74,124,60,60,74,81,29,50,58,6,7,86,89,124,72,11,76,14,21,46,46,1,4,25,18,18,32,122,121,246,49
2010,ATP World Tour Masters 1000 Paris,paris,352,"Paris, France",2010.11.08 - 2010.11.14,48,24,Indoor,Hard,Roger Federer,roger-federer,f324,360,2,Quarter-Finals,Jurgen Melzer,jurgen-melzer,m762,12,W,61 76(4) ,2,0,2,13,7,20,1,0,1,01:10:00,70,18,2,38,55,69,35,38,92,9,17,53,0,0,0,44,55,80,9,34,26,14,27,52,2,6,33,10,9,23,61,67,116,58,3,0,34,61,56,25,34,74,13,27,48,4,6,67,38,61,62,3,38,8,8,17,47,0,0,0,9,10,11,55,49,116,42
2010,ATP World Tour Masters 1000 Paris,paris,352,"Paris, France",2010.11.08 - 2010.11.14,48,24,Indoor,Hard,Roger Federer,roger-federer,f324,360,2,Round of 16,Radek Stepanek,radek-stepanek,s694,41,W,64 63,2,0,2,12,7,19,,,,01:19:00,79,11,0,39,57,68,30,39,77,13,18,72,2,2,100,43,57,75,15,45,33,13,23,57,2,4,50,10,9,28,68,71,125,57,4,2,45,68,66,30,45,67,10,23,43,2,4,50,40,68,59,9,39,23,5,18,28,0,2,0,9,10,14,57,54,125,43
2010,ATP World Tour Masters 1000 Paris,paris,352,"Paris, France",2010.11.08 - 2010.11.14,48,24,Indoor,Hard,Roger Federer,roger-federer,f324,360,2,Round of 32,Richard Gasquet,richard-gasquet,g628,28,W,64 64,2,0,2,12,8,20,,,,01:09:00,69,7,0,26,50,52,23,26,88,17,24,71,0,0,0,40,50,80,17,47,36,7,18,39,2,5,40,10,10,24,65,64,115,56,5,1,47,65,72,30,47,64,11,18,61,3,5,60,41,65,63,3,26,12,7,24,29,0,0,0,10,10,10,50,51,115,44
2010,Basel,basel,328,"Basel, Switzerland",2010.11.01 - 2010.11.07,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,500,2,Finals,Novak Djokovic,novak-djokovic,d643,3,W,64 36 61,2,1,3,15,11,26,,,,01:55:00,115,6,4,49,84,58,39,49,80,19,35,54,4,5,80,58,84,69,20,57,35,9,25,36,3,8,38,13,13,29,82,87,166,52,4,2,57,82,70,37,57,65,16,25,64,5,8,63,53,82,65,10,49,20,16,35,46,1,5,20,13,13,26,84,79,166,48
2010,Basel,basel,328,"Basel, Switzerland",2010.11.01 - 2010.11.07,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,500,2,Semi-Finals,Andy Roddick,andy-roddick,r485,9,W,62 64,2,0,2,12,6,18,,,,01:10:00,70,13,1,31,53,58,29,31,94,9,22,41,4,5,80,38,53,72,10,34,29,13,20,65,4,8,50,9,9,23,54,61,107,57,4,4,34,54,63,24,34,71,7,20,35,4,8,50,31,54,57,2,31,6,13,22,59,1,5,20,9,9,15,53,46,107,43
2010,Basel,basel,328,"Basel, Switzerland",2010.11.01 - 2010.11.07,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,500,2,Quarter-Finals,Radek Stepanek,radek-stepanek,s694,38,W,63 62,2,0,2,12,5,17,,,,01:00:00,60,7,1,28,45,62,24,28,86,12,17,71,0,0,0,36,45,80,12,34,35,6,13,46,3,6,50,9,8,18,47,54,92,59,2,1,34,47,72,22,34,65,7,13,54,3,6,50,29,47,62,4,28,14,5,17,29,0,0,0,8,9,9,45,38,92,41
2010,Basel,basel,328,"Basel, Switzerland",2010.11.01 - 2010.11.07,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,500,2,Round of 16,Janko Tipsarevic,janko-tipsarevic,t742,46,W,63 64,2,0,2,12,7,19,,,,01:01:00,61,8,1,25,47,53,25,25,100,15,22,68,0,0,0,40,47,85,12,36,33,10,19,53,2,2,100,10,9,22,55,62,102,61,2,1,36,55,65,24,36,67,9,19,47,0,2,0,33,55,60,0,25,0,7,22,32,0,0,0,9,10,7,47,40,102,39
2010,Basel,basel,328,"Basel, Switzerland",2010.11.01 - 2010.11.07,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,500,2,Round of 32,Alexandr Dolgopolov,alexandr-dolgopolov,d801,48,W,64 52 (RET),2,0,3,11,6,17,,,,00:52:00,52,9,1,20,37,54,19,20,95,14,17,82,0,0,0,33,37,89,11,30,37,11,24,46,3,5,60,8,9,22,54,55,91,60,4,1,30,54,56,19,30,63,13,24,54,2,5,40,32,54,59,1,20,5,3,17,18,0,0,0,9,8,4,37,36,91,40
2010,Stockholm,stockholm,429,"Stockholm, Sweden",2010.10.18 - 2010.10.24,28,16,Indoor,Hard,Roger Federer,roger-federer,f324,250,2,Finals,Florian Mayer,florian-mayer,mb02,47,W,64 63,2,0,2,12,7,19,,,,01:04:00,64,4,0,33,54,61,28,33,85,11,21,52,1,2,50,39,54,72,18,44,41,6,13,46,3,7,43,10,9,24,57,63,111,57,6,0,44,57,77,26,44,59,7,13,54,4,7,57,33,57,58,5,33,15,10,21,48,1,2,50,9,10,15,54,48,111,43
2010,Stockholm,stockholm,429,"Stockholm, Sweden",2010.10.18 - 2010.10.24,28,16,Indoor,Hard,Roger Federer,roger-federer,f324,250,2,Semi-Finals,Ivan Ljubicic,ivan-ljubicic,l360,17,W,76(5) 62,2,0,2,13,8,21,1,0,1,01:18:00,78,10,0,41,60,68,33,41,80,10,19,53,1,2,50,43,60,72,15,46,33,12,19,63,3,5,60,10,10,27,65,70,125,56,5,1,46,65,71,31,46,67,7,19,37,2,5,40,38,65,58,8,41,20,9,19,47,1,2,50,10,10,17,60,55,125,44
2010,Stockholm,stockholm,429,"Stockholm, Sweden",2010.10.18 - 2010.10.24,28,16,Indoor,Hard,Roger Federer,roger-federer,f324,250,2,Quarter-Finals,Stan Wawrinka,stan-wawrinka,w367,21,W,26 63 62,2,1,3,14,11,25,,,,01:48:00,108,6,2,55,84,65,36,55,65,17,29,59,6,9,67,53,84,63,15,39,38,17,36,47,4,9,44,13,12,32,75,85,159,53,4,0,39,75,52,24,39,62,19,36,53,5,9,56,43,75,57,19,55,35,12,29,41,3,9,33,12,13,31,84,74,159,47
2010,Stockholm,stockholm,429,"Stockholm, Sweden",2010.10.18 - 2010.10.24,28,16,Indoor,Hard,Roger Federer,roger-federer,f324,250,2,Round of 16,Taylor Dent,taylor-dent,d362,101,W,61 62,2,0,2,12,3,15,,,,00:51:00,51,3,1,34,48,71,29,34,85,6,14,43,2,2,100,35,48,73,10,22,45,13,20,65,4,7,57,8,7,23,42,58,90,64,1,2,22,42,52,12,22,55,7,20,35,3,7,43,19,42,45,5,34,15,8,14,57,0,2,0,7,8,13,48,32,90,36
2010,ATP World Tour Masters 1000 Shanghai,shanghai,5014,"Shanghai, China",2010.10.11 - 2010.10.17,56,24,Outdoor,Hard,Roger Federer,roger-federer,f324,600,3,Finals,Andy Murray,andy-murray,mc10,4,L,36 26,0,2,2,5,12,17,,,,01:25:00,85,3,2,48,69,70,31,48,65,5,21,24,4,8,50,36,69,52,5,28,18,11,25,44,0,6,0,9,8,16,53,52,122,43,6,1,28,53,53,23,28,82,14,25,56,6,6,100,37,53,70,17,48,35,16,21,76,4,8,50,8,9,33,69,70,122,57
2010,ATP World Tour Masters 1000 Shanghai,shanghai,5014,"Shanghai, China",2010.10.11 - 2010.10.17,56,24,Outdoor,Hard,Roger Federer,roger-federer,f324,600,3,Semi-Finals,Novak Djokovic,novak-djokovic,d643,2,W,75 64,2,0,2,13,9,22,,,,01:42:00,102,7,3,45,73,62,34,45,76,15,28,54,4,5,80,49,73,67,18,48,38,12,27,44,3,4,75,11,11,30,75,79,148,53,4,4,48,75,64,30,48,63,15,27,56,1,4,25,45,75,60,11,45,24,13,28,46,1,5,20,11,11,24,73,69,148,47
2010,ATP World Tour Masters 1000 Shanghai,shanghai,5014,"Shanghai, China",2010.10.11 - 2010.10.17,56,24,Outdoor,Hard,Roger Federer,roger-federer,f324,600,3,Quarter-Finals,Robin Soderling,robin-soderling,sa49,5,W,61 61,2,0,2,12,2,14,,,,00:54:00,54,5,2,24,39,62,18,24,75,10,15,67,0,0,0,28,39,72,15,24,63,13,21,62,5,6,83,7,7,28,45,56,84,67,3,3,24,45,53,9,24,38,8,21,38,1,6,17,17,45,38,6,24,25,5,15,33,0,0,0,7,7,11,39,28,84,33
