tourney_year,tourney_name,tourney_name_slug,tourney_id,tourney_location,tourney_dates,tourney_singles_draw,tourney_doubles_draw,tourney_conditions,tourney_surface,player_name,player_slug,player_id,player_event_points,player_ranking,match_round,opponent_name,opponent_name_slug,opponent_player_id,opponent_rank,match_win_loss,match_score,sets_won,sets_lost,sets_total,games_won,games_lost,games_total,tiebreaks_won,tiebreaks_lost,tiebreaks_total,match_time,match_duration,player_aces,player_double_faults,player_first_serves_in,player_first_serves_total,player_first_serve_percentage,player_first_serve_points_won,player_first_serve_points_total,player_first_serve_points_won_percentage,player_second_serve_points_won,player_second_serve_points_total,player_second_serve_points_won_percentage,player_break_points_saved,player_break_points_serve_total,player_break_points_saved_percentage,player_service_points_won,player_service_points_total,player_service_points_won_percentage,player_first_serve_return_won,player_first_serve_return_total,player_first_serve_return_percentage,player_second_serve_return_won,player_second_serve_return_total,player_second_serve_return_won_percentage,player_break_points_converted,player_break_points_return_total,player_break_points_converted_percentage,player_service_games_played,player_return_games_played,player_return_points_won,player_return_points_total,player_total_points_won,player_total_points_total,player_total_points_won_percentage,opponent_aces,opponent_double_faults,opponent_first_serves_in,opponent_first_serves_total,opponent_first_serve_percentage,opponent_first_serve_points_won,opponent_first_serve_points_total,opponent_first_serve_points_won_percentage,opponent_second_serve_points_won,opponent_second_serve_points_total,opponent_second_serve_points_won_percentage,opponent_break_points_saved,opponent_break_points_serve_total,opponent_break_points_saved_percentage,opponent_service_points_won,opponent_service_points_total,opponent_service_points_won_percentage,opponent_first_serve_return_won,opponent_first_serve_return_total,opponent_first_serve_return_percentage,opponent_second_serve_return_won,opponent_second_serve_return_total,opponent_second_serve_return_won_percentage,opponent_break_points_converted,opponent_break_points_return_total,opponent_break_points_converted_percentage,opponent_service_games_played,opponent_return_games_played,opponent_return_points_won,opponent_return_points_total,opponent_total_points_won,opponent_total_points_total,opponent_total_points_won_percentage
2002,Tennis Masters Cup,atp-finals,605,"Shanghai, China",2002.11.11 - 2002.11.17,8,0,Indoor,Hard,Roger Federer,roger-federer,f324,300,6,Semi-Finals,Lleyton Hewitt,lleyton-hewitt,h432,1,L,57 75 57,1,2,3,17,19,36,,,,03:00:00,180,3,5,62,114,54,41,62,66,24,52,46,7,13,54,65,114,57,18,67,27,37,65,57,5,21,24,18,18,55,132,120,246,49,7,8,67,132,51,49,67,73,28,65,43,16,21,76,77,132,58,21,62,34,28,52,54,6,13,46,18,18,49,114,126,246,51
2002,Tennis Masters Cup,atp-finals,605,"Shanghai, China",2002.11.11 - 2002.11.17,8,0,Indoor,Hard,Roger Federer,roger-federer,f324,300,6,Round Robin,Thomas Johansson,thomas-johansson,j129,14,W,63 75,2,0,2,13,8,21,,,,01:14:00,74,7,2,44,65,68,35,44,80,13,21,62,2,2,100,48,65,74,8,37,22,18,28,64,2,8,25,11,10,26,65,74,130,57,8,3,37,65,57,29,37,78,10,28,36,6,8,75,39,65,60,9,44,20,8,21,38,0,2,0,10,11,17,65,56,130,43
2002,Tennis Masters Cup,atp-finals,605,"Shanghai, China",2002.11.11 - 2002.11.17,8,0,Indoor,Hard,Roger Federer,roger-federer,f324,300,6,Round Robin,Jiri Novak,jiri-novak,n254,7,W,60 46 62,2,1,3,16,8,24,,,,01:31:00,91,7,0,41,71,58,33,41,80,18,30,60,4,5,80,51,71,72,23,52,44,16,28,57,5,11,45,12,12,39,80,90,151,60,0,3,52,80,65,29,52,56,12,28,43,6,11,55,41,80,51,8,41,20,12,30,40,1,5,20,12,12,20,71,61,151,40
2002,Tennis Masters Cup,atp-finals,605,"Shanghai, China",2002.11.11 - 2002.11.17,8,0,Indoor,Hard,Roger Federer,roger-federer,f324,300,6,Round Robin,Juan Carlos Ferrero,juan-carlos-ferrero,f316,4,W,63 64,2,0,2,12,7,19,,,,01:12:00,72,4,5,30,55,55,27,30,90,15,25,60,2,2,100,42,55,76,13,40,33,9,17,53,2,3,67,10,9,22,57,64,112,57,2,2,40,57,70,27,40,68,8,17,47,1,3,33,35,57,61,3,30,10,10,25,40,0,2,0,9,10,13,55,48,112,43
2002,ATP World Tour Masters 1000 Paris,paris,352,"Paris, France",2002.10.28 - 2002.11.03,48,24,Indoor,Hard,Roger Federer,roger-federer,f324,125,8,Quarter-Finals,Lleyton Hewitt,lleyton-hewitt,h432,1,L,46 46,0,2,2,8,12,20,,,,01:31:00,91,8,1,40,68,59,28,40,70,12,28,43,6,8,75,40,68,59,11,43,26,15,34,44,0,5,0,10,10,26,77,66,145,46,3,4,43,77,56,32,43,74,19,34,56,5,5,100,51,77,66,12,40,30,16,28,57,2,8,25,10,10,28,68,79,145,54
2002,ATP World Tour Masters 1000 Paris,paris,352,"Paris, France",2002.10.28 - 2002.11.03,48,24,Indoor,Hard,Roger Federer,roger-federer,f324,125,8,Round of 16,Tommy Haas,tommy-haas,h355,7,W,62 76(2) ,2,0,2,13,8,21,1,0,1,01:15:00,75,7,4,31,64,48,30,31,97,17,33,52,1,1,100,47,64,73,13,41,32,15,27,56,2,3,67,10,10,28,68,75,132,57,5,4,41,68,60,28,41,68,12,27,44,1,3,33,40,68,59,1,31,3,16,33,48,0,1,0,10,10,17,64,57,132,43
2002,ATP World Tour Masters 1000 Paris,paris,352,"Paris, France",2002.10.28 - 2002.11.03,48,24,Indoor,Hard,Roger Federer,roger-federer,f324,125,8,Round of 32,Xavier Malisse,xavier-malisse,m680,26,W,62 64,2,0,2,12,6,18,,,,00:52:00,52,5,1,32,48,67,25,32,78,8,16,50,0,1,0,33,48,69,14,37,38,10,16,63,4,5,80,9,9,24,53,57,101,56,0,1,37,53,70,23,37,62,6,16,38,1,5,20,29,53,55,7,32,22,8,16,50,1,1,100,9,9,15,48,44,101,44
2002,Basel,basel,328,"Basel, Switzerland",2002.10.21 - 2002.10.27,32,16,Indoor,Carpet,Roger Federer,roger-federer,f324,110,8,Semi-Finals,David Nalbandian,david-nalbandian,n301,18,L,76(2) 57 36,1,2,3,15,19,34,1,0,1,02:13:00,133,10,2,73,96,76,54,73,74,6,23,26,4,9,44,60,96,63,19,71,27,21,40,53,3,11,27,16,17,40,111,100,207,48,3,2,71,111,64,52,71,73,19,40,48,8,11,73,71,111,64,19,73,26,17,23,74,5,9,56,17,16,36,96,107,207,52
2002,Basel,basel,328,"Basel, Switzerland",2002.10.21 - 2002.10.27,32,16,Indoor,Carpet,Roger Federer,roger-federer,f324,110,8,Quarter-Finals,Andy Roddick,andy-roddick,r485,12,W,76(5) 61,2,0,2,13,7,20,1,0,1,01:10:00,70,4,1,29,50,58,23,29,79,17,21,81,0,0,0,40,50,80,10,49,20,22,27,81,3,7,43,9,10,32,76,72,126,57,14,0,49,76,64,39,49,80,5,27,19,4,7,57,44,76,58,6,29,21,4,21,19,0,0,0,10,9,10,50,54,126,43
2002,Basel,basel,328,"Basel, Switzerland",2002.10.21 - 2002.10.27,32,16,Indoor,Carpet,Roger Federer,roger-federer,f324,110,8,Round of 16,Alexander Waske,alexander-waske,w300,143,W,63 76(1) ,2,0,2,13,9,22,1,0,1,01:08:00,68,8,1,40,60,67,36,40,90,14,20,70,2,2,100,50,60,83,7,33,21,12,26,46,1,2,50,11,10,19,59,69,119,58,8,3,33,59,56,26,33,79,14,26,54,1,2,50,40,59,68,4,40,10,6,20,30,0,2,0,10,11,10,60,50,119,42
