tourney_year,tourney_name,tourney_name_slug,tourney_id,tourney_location,tourney_dates,tourney_singles_draw,tourney_doubles_draw,tourney_conditions,tourney_surface,player_name,player_slug,player_id,player_event_points,player_ranking,match_round,opponent_name,opponent_name_slug,opponent_player_id,opponent_rank,match_win_loss,match_score,sets_won,sets_lost,sets_total,games_won,games_lost,games_total,tiebreaks_won,tiebreaks_lost,tiebreaks_total,match_time,match_duration,player_aces,player_double_faults,player_first_serves_in,player_first_serves_total,player_first_serve_percentage,player_first_serve_points_won,player_first_serve_points_total,player_first_serve_points_won_percentage,player_second_serve_points_won,player_second_serve_points_total,player_second_serve_points_won_percentage,player_break_points_saved,player_break_points_serve_total,player_break_points_saved_percentage,player_service_points_won,player_service_points_total,player_service_points_won_percentage,player_first_serve_return_won,player_first_serve_return_total,player_first_serve_return_percentage,player_second_serve_return_won,player_second_serve_return_total,player_second_serve_return_won_percentage,player_break_points_converted,player_break_points_return_total,player_break_points_converted_percentage,player_service_games_played,player_return_games_played,player_return_points_won,player_return_points_total,player_total_points_won,player_total_points_total,player_total_points_won_percentage,opponent_aces,opponent_double_faults,opponent_first_serves_in,opponent_first_serves_total,opponent_first_serve_percentage,opponent_first_serve_points_won,opponent_first_serve_points_total,opponent_first_serve_points_won_percentage,opponent_second_serve_points_won,opponent_second_serve_points_total,opponent_second_serve_points_won_percentage,opponent_break_points_saved,opponent_break_points_serve_total,opponent_break_points_saved_percentage,opponent_service_points_won,opponent_service_points_total,opponent_service_points_won_percentage,opponent_first_serve_return_won,opponent_first_serve_return_total,opponent_first_serve_return_percentage,opponent_second_serve_return_won,opponent_second_serve_return_total,opponent_second_serve_return_won_percentage,opponent_break_points_converted,opponent_break_points_return_total,opponent_break_points_converted_percentage,opponent_service_games_played,opponent_return_games_played,opponent_return_points_won,opponent_return_points_total,opponent_total_points_won,opponent_total_points_total,opponent_total_points_won_percentage
2011,Barclays ATP World Tour Finals,atp-finals,605,"London, Great Britain",2011.11.21 - 2011.11.27,16,8,Indoor,Hard,Roger Federer,roger-federer,f324,1500,4,Finals,Jo-Wilfried Tsonga,jo-wilfried-tsonga,t786,6,W,63 67(6) 63,2,1,3,18,13,31,0,1,1,02:19:00,139,11,2,54,98,55,43,54,80,26,44,59,2,3,67,69,98,70,13,49,27,23,49,47,3,9,33,16,14,36,98,105,196,54,11,5,49,98,50,36,49,73,26,49,53,6,9,67,62,98,63,11,54,20,18,44,41,1,3,33,14,16,29,98,91,196,46
2011,Barclays ATP World Tour Finals,atp-finals,605,"London, Great Britain",2011.11.21 - 2011.11.27,16,8,Indoor,Hard,Roger Federer,roger-federer,f324,1500,4,Semi-Finals,David Ferrer,david-ferrer,f401,5,W,75 63,2,0,2,13,8,21,,,,01:26:00,86,6,0,37,59,63,32,37,86,13,22,59,0,0,0,45,59,76,14,39,36,13,31,42,3,8,38,10,11,27,70,72,129,56,1,5,39,70,56,25,39,64,18,31,58,5,8,63,43,70,61,5,37,14,9,22,41,0,0,0,11,10,14,59,57,129,44
2011,Barclays ATP World Tour Finals,atp-finals,605,"London, Great Britain",2011.11.21 - 2011.11.27,16,8,Indoor,Hard,Roger Federer,roger-federer,f324,1500,4,Round Robin,Mardy Fish,mardy-fish,f339,8,W,61 36 63,2,1,3,15,10,25,,,,01:48:00,108,7,0,49,83,59,36,49,73,19,34,56,7,9,78,55,83,66,15,47,32,20,36,56,4,10,40,13,12,35,83,90,166,54,10,1,47,83,57,32,47,68,16,36,44,6,10,60,48,83,58,13,49,27,15,34,44,2,9,22,12,13,28,83,76,166,46
2011,Barclays ATP World Tour Finals,atp-finals,605,"London, Great Britain",2011.11.21 - 2011.11.27,16,8,Indoor,Hard,Roger Federer,roger-federer,f324,1500,4,Round Robin,Rafael Nadal,rafael-nadal,n409,2,W,63 60,2,0,2,12,3,15,,,,01:01:00,61,6,1,27,40,68,23,27,85,9,13,69,0,0,0,32,40,80,16,30,53,6,11,55,4,6,67,8,7,22,41,54,81,67,1,0,30,41,73,14,30,47,5,11,45,2,6,33,19,41,46,4,27,15,4,13,31,0,0,0,7,8,8,40,27,81,33
2011,Barclays ATP World Tour Finals,atp-finals,605,"London, Great Britain",2011.11.21 - 2011.11.27,16,8,Indoor,Hard,Roger Federer,roger-federer,f324,1500,4,Round Robin,Jo-Wilfried Tsonga,jo-wilfried-tsonga,t786,6,W,62 26 64,2,1,3,14,12,26,,,,02:19:00,139,11,2,54,98,55,43,54,80,26,44,59,2,3,67,69,98,70,13,49,27,23,49,47,3,9,33,16,14,36,98,105,196,54,11,5,49,98,50,36,49,73,26,49,53,6,9,67,62,98,63,11,54,20,18,44,41,1,3,33,14,16,29,98,91,196,46
2011,ATP World Tour Masters 1000 Paris,paris,352,"Paris, France",2011.11.07 - 2011.11.13,48,24,Indoor,Hard,Roger Federer,roger-federer,f324,1000,4,Finals,Jo-Wilfried Tsonga,jo-wilfried-tsonga,t786,8,W,61 76(3) ,2,0,2,13,7,20,1,0,1,01:26:00,86,4,1,43,70,61,38,43,88,14,27,52,4,4,100,52,70,74,9,37,24,12,24,50,2,5,40,10,9,21,61,73,131,56,7,2,37,61,61,28,37,76,12,24,50,3,5,60,40,61,66,5,43,12,13,27,48,0,4,0,9,10,18,70,58,131,44
2011,ATP World Tour Masters 1000 Paris,paris,352,"Paris, France",2011.11.07 - 2011.11.13,48,24,Indoor,Hard,Roger Federer,roger-federer,f324,1000,4,Semi-Finals,Tomas Berdych,tomas-berdych,ba47,7,W,64 63,2,0,2,12,7,19,,,,01:20:00,80,5,3,32,46,70,29,32,91,7,14,50,0,0,0,36,46,78,9,37,24,20,30,67,3,6,50,9,10,29,67,65,113,58,10,6,37,67,55,28,37,76,10,30,33,3,6,50,38,67,57,3,32,9,7,14,50,0,0,0,10,9,10,46,48,113,42
2011,ATP World Tour Masters 1000 Paris,paris,352,"Paris, France",2011.11.07 - 2011.11.13,48,24,Indoor,Hard,Roger Federer,roger-federer,f324,1000,4,Quarter-Finals,Juan Monaco,juan-monaco,ma21,34,W,63 75,2,0,2,13,8,21,,,,01:25:00,85,7,0,43,70,61,35,43,81,12,27,44,1,2,50,47,70,67,12,38,32,12,23,52,3,6,50,11,10,24,61,71,131,54,4,2,38,61,62,26,38,68,11,23,48,3,6,50,37,61,61,8,43,19,15,27,56,1,2,50,10,11,23,70,60,131,46
2011,ATP World Tour Masters 1000 Paris,paris,352,"Paris, France",2011.11.07 - 2011.11.13,48,24,Indoor,Hard,Roger Federer,roger-federer,f324,1000,4,Round of 16,Richard Gasquet,richard-gasquet,g628,20,W,62 64,2,0,2,12,6,18,,,,01:06:00,66,3,1,33,44,75,27,33,82,8,11,73,2,3,67,35,44,80,11,33,33,15,22,68,4,6,67,9,9,26,55,61,99,62,2,3,33,55,60,22,33,67,7,22,32,2,6,33,29,55,53,6,33,18,3,11,27,1,3,33,9,9,9,44,38,99,38
2011,ATP World Tour Masters 1000 Paris,paris,352,"Paris, France",2011.11.07 - 2011.11.13,48,24,Indoor,Hard,Roger Federer,roger-federer,f324,1000,4,Round of 32,Adrian Mannarino,adrian-mannarino,me82,85,W,62 63,2,0,2,12,5,17,,,,00:56:00,56,4,0,26,40,65,23,26,88,13,14,93,0,0,0,36,40,90,7,22,32,11,21,52,3,5,60,9,8,18,43,54,83,65,1,3,22,43,51,15,22,68,10,21,48,2,5,40,25,43,58,3,26,12,1,14,7,0,0,0,8,9,4,40,29,83,35
