tourney_year,tourney_name,tourney_name_slug,tourney_id,tourney_location,tourney_dates,tourney_singles_draw,tourney_doubles_draw,tourney_conditions,tourney_surface,player_name,player_slug,player_id,player_event_points,player_ranking,match_round,opponent_name,opponent_name_slug,opponent_player_id,opponent_rank,match_win_loss,match_score,sets_won,sets_lost,sets_total,games_won,games_lost,games_total,tiebreaks_won,tiebreaks_lost,tiebreaks_total,match_time,match_duration,player_aces,player_double_faults,player_first_serves_in,player_first_serves_total,player_first_serve_percentage,player_first_serve_points_won,player_first_serve_points_total,player_first_serve_points_won_percentage,player_second_serve_points_won,player_second_serve_points_total,player_second_serve_points_won_percentage,player_break_points_saved,player_break_points_serve_total,player_break_points_saved_percentage,player_service_points_won,player_service_points_total,player_service_points_won_percentage,player_first_serve_return_won,player_first_serve_return_total,player_first_serve_return_percentage,player_second_serve_return_won,player_second_serve_return_total,player_second_serve_return_won_percentage,player_break_points_converted,player_break_points_return_total,player_break_points_converted_percentage,player_service_games_played,player_return_games_played,player_return_points_won,player_return_points_total,player_total_points_won,player_total_points_total,player_total_points_won_percentage,opponent_aces,opponent_double_faults,opponent_first_serves_in,opponent_first_serves_total,opponent_first_serve_percentage,opponent_first_serve_points_won,opponent_first_serve_points_total,opponent_first_serve_points_won_percentage,opponent_second_serve_points_won,opponent_second_serve_points_total,opponent_second_serve_points_won_percentage,opponent_break_points_saved,opponent_break_points_serve_total,opponent_break_points_saved_percentage,opponent_service_points_won,opponent_service_points_total,opponent_service_points_won_percentage,opponent_first_serve_return_won,opponent_first_serve_return_total,opponent_first_serve_return_percentage,opponent_second_serve_return_won,opponent_second_serve_return_total,opponent_second_serve_return_won_percentage,opponent_break_points_converted,opponent_break_points_return_total,opponent_break_points_converted_percentage,opponent_service_games_played,opponent_return_games_played,opponent_return_points_won,opponent_return_points_total,opponent_total_points_won,opponent_total_points_total,opponent_total_points_won_percentage
2004,Tennis Masters Cup,atp-finals,605,"Houston, TX, USA",2004.11.15 - 2004.11.21,8,8,Outdoor,Hard,Roger Federer,roger-federer,f324,750,1,Finals,Lleyton Hewitt,lleyton-hewitt,h432,3,W,63 62,2,0,2,12,5,17,,,,01:07:00,67,9,0,30,47,64,26,30,87,10,17,59,0,0,0,36,47,77,14,28,50,12,27,44,3,8,38,9,8,26,55,62,102,61,1,3,28,55,51,14,28,50,15,27,56,5,8,63,29,55,53,4,30,13,7,17,41,0,0,0,8,9,11,47,40,102,39
2004,Tennis Masters Cup,atp-finals,605,"Houston, TX, USA",2004.11.15 - 2004.11.21,8,8,Outdoor,Hard,Roger Federer,roger-federer,f324,750,1,Semi-Finals,Marat Safin,marat-safin,s741,4,W,63 76(18) ,2,0,2,13,9,22,1,0,1,01:48:00,108,8,0,50,81,62,39,50,78,19,31,61,2,3,67,58,81,72,14,56,25,16,30,53,2,6,33,11,10,30,86,88,167,53,6,2,56,86,65,42,56,75,14,30,47,4,6,67,56,86,65,11,50,22,12,31,39,1,3,33,10,11,23,81,79,167,47
2004,Tennis Masters Cup,atp-finals,605,"Houston, TX, USA",2004.11.15 - 2004.11.21,8,8,Outdoor,Hard,Roger Federer,roger-federer,f324,750,1,Round Robin,Carlos Moya,carlos-moya,m605,5,W,63 36 63,2,1,3,15,12,27,,,,01:47:00,107,9,2,64,91,70,48,64,75,13,27,48,8,9,89,61,91,67,15,58,26,16,29,55,2,8,25,14,13,31,87,92,178,52,6,5,58,87,67,43,58,74,13,29,45,6,8,75,56,87,64,16,64,25,14,27,52,1,9,11,13,14,30,91,86,178,48
2004,Tennis Masters Cup,atp-finals,605,"Houston, TX, USA",2004.11.15 - 2004.11.21,8,8,Outdoor,Hard,Roger Federer,roger-federer,f324,750,1,Round Robin,Lleyton Hewitt,lleyton-hewitt,h432,3,W,63 64,2,0,2,12,7,19,,,,01:07:00,67,9,0,30,47,64,26,30,87,10,17,59,0,0,0,36,47,77,14,28,50,12,27,44,3,8,38,9,8,26,55,62,102,61,1,3,28,55,51,14,28,50,15,27,56,5,8,63,29,55,53,4,30,13,7,17,41,0,0,0,8,9,11,47,40,102,39
2004,Tennis Masters Cup,atp-finals,605,"Houston, TX, USA",2004.11.15 - 2004.11.21,8,8,Outdoor,Hard,Roger Federer,roger-federer,f324,750,1,Round Robin,Gaston Gaudio,gaston-gaudio,g374,10,W,61 76(4) ,2,0,2,13,7,20,1,0,1,01:36:00,96,8,0,34,57,60,30,34,88,16,23,70,0,0,0,46,57,81,25,58,43,12,27,44,2,14,14,10,9,37,85,83,142,58,1,3,58,85,68,33,58,57,15,27,56,12,14,86,48,85,56,4,34,12,7,23,30,0,0,0,9,10,11,57,59,142,42
2004,Bangkok,,,"Bangkok, Thailand",2004.09.27 - 2004.10.03,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,175,1,Finals,Andy Roddick,andy-roddick,r485,2,W,64 60,2,0,2,12,4,16,,,,00:57:00,57,11,2,32,52,62,23,32,72,13,20,65,2,2,100,36,52,69,17,40,43,11,17,65,4,8,50,8,8,28,57,64,109,59,8,2,40,57,70,23,40,58,6,17,35,4,8,50,29,57,51,9,32,28,7,20,35,0,2,0,8,8,16,52,45,109,41
2004,Bangkok,,,"Bangkok, Thailand",2004.09.27 - 2004.10.03,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,175,1,Semi-Finals,Paradorn Srichaphan,paradorn-srichaphan,s675,20,W,75 26 63,2,1,3,15,14,29,,,,01:55:00,115,7,4,47,80,59,38,47,81,16,33,48,4,7,57,54,80,68,20,61,33,20,40,50,3,11,27,15,14,40,101,94,181,52,5,2,61,101,60,41,61,67,20,40,50,8,11,73,61,101,60,9,47,19,17,33,52,3,7,43,14,15,26,80,87,181,48
2004,Bangkok,,,"Bangkok, Thailand",2004.09.27 - 2004.10.03,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,175,1,Quarter-Finals,Robin Soderling,robin-soderling,sa49,50,W,76(3) 64,2,0,2,13,10,23,1,0,1,01:22:00,82,14,3,39,71,55,33,39,85,12,32,38,2,4,50,45,71,63,17,46,37,16,28,57,3,4,75,11,11,33,74,78,145,54,3,5,46,74,62,29,46,63,12,28,43,1,4,25,41,74,55,6,39,15,20,32,63,2,4,50,11,11,26,71,67,145,46
2004,Bangkok,,,"Bangkok, Thailand",2004.09.27 - 2004.10.03,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,175,1,Round of 16,Ivo Heuberger,ivo-heuberger,h380,129,W,61 63,2,0,2,12,4,16,,,,00:51:00,51,6,1,26,46,57,21,26,81,13,20,65,2,3,67,34,46,74,10,25,40,16,22,73,5,7,71,8,8,26,47,60,93,65,3,1,25,47,53,15,25,60,6,22,27,2,7,29,21,47,45,5,26,19,7,20,35,1,3,33,8,8,12,46,33,93,35
2004,Bangkok,,,"Bangkok, Thailand",2004.09.27 - 2004.10.03,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,175,1,Round of 32,Nicolas Thomann,nicolas-thomann,t228,507,W,64 76(4) ,2,0,2,13,10,23,1,0,1,01:36:00,96,13,2,45,69,65,38,45,84,13,24,54,2,2,100,51,69,74,11,44,25,20,41,49,1,10,10,11,11,31,85,82,154,53,6,3,44,85,52,33,44,75,21,41,51,9,10,90,54,85,64,7,45,16,11,24,46,0,2,0,11,11,18,69,72,154,47
