tourney_year,tourney_name,tourney_name_slug,tourney_id,tourney_location,tourney_dates,tourney_singles_draw,tourney_doubles_draw,tourney_conditions,tourney_surface,player_name,player_slug,player_id,player_event_points,player_ranking,match_round,opponent_name,opponent_name_slug,opponent_player_id,opponent_rank,match_win_loss,match_score,sets_won,sets_lost,sets_total,games_won,games_lost,games_total,tiebreaks_won,tiebreaks_lost,tiebreaks_total,match_time,match_duration,player_aces,player_double_faults,player_first_serves_in,player_first_serves_total,player_first_serve_percentage,player_first_serve_points_won,player_first_serve_points_total,player_first_serve_points_won_percentage,player_second_serve_points_won,player_second_serve_points_total,player_second_serve_points_won_percentage,player_break_points_saved,player_break_points_serve_total,player_break_points_saved_percentage,player_service_points_won,player_service_points_total,player_service_points_won_percentage,player_first_serve_return_won,player_first_serve_return_total,player_first_serve_return_percentage,player_second_serve_return_won,player_second_serve_return_total,player_second_serve_return_won_percentage,player_break_points_converted,player_break_points_return_total,player_break_points_converted_percentage,player_service_games_played,player_return_games_played,player_return_points_won,player_return_points_total,player_total_points_won,player_total_points_total,player_total_points_won_percentage,opponent_aces,opponent_double_faults,opponent_first_serves_in,opponent_first_serves_total,opponent_first_serve_percentage,opponent_first_serve_points_won,opponent_first_serve_points_total,opponent_first_serve_points_won_percentage,opponent_second_serve_points_won,opponent_second_serve_points_total,opponent_second_serve_points_won_percentage,opponent_break_points_saved,opponent_break_points_serve_total,opponent_break_points_saved_percentage,opponent_service_points_won,opponent_service_points_total,opponent_service_points_won_percentage,opponent_first_serve_return_won,opponent_first_serve_return_total,opponent_first_serve_return_percentage,opponent_second_serve_return_won,opponent_second_serve_return_total,opponent_second_serve_return_won_percentage,opponent_break_points_converted,opponent_break_points_return_total,opponent_break_points_converted_percentage,opponent_service_games_played,opponent_return_games_played,opponent_return_points_won,opponent_return_points_total,opponent_total_points_won,opponent_total_points_total,opponent_total_points_won_percentage
2012,Barclays ATP World Tour Finals,atp-finals,605,"London, Great Britain",2012.11.05 - 2012.11.12,8,8,Indoor,Hard,Roger Federer,roger-federer,f324,800,2,Finals,Novak Djokovic,novak-djokovic,d643,1,L,67(6) 57,0,2,2,11,14,25,0,1,1,02:15:00,135,8,2,57,93,61,35,57,61,19,36,53,3,7,43,54,93,58,25,68,37,16,30,53,3,7,43,12,12,41,98,95,191,50,6,2,68,98,69,43,68,63,14,30,47,4,7,57,57,98,58,22,57,39,17,36,47,4,7,57,12,12,39,93,96,191,50
2012,Barclays ATP World Tour Finals,atp-finals,605,"London, Great Britain",2012.11.05 - 2012.11.12,8,8,Indoor,Hard,Roger Federer,roger-federer,f324,800,2,Semi-Finals,Andy Murray,andy-murray,mc10,3,W,76(5) 62,2,0,2,13,8,21,1,0,1,01:34:00,94,2,0,32,59,54,27,32,84,17,27,63,1,2,50,44,59,75,6,31,19,20,35,57,3,3,100,10,10,26,66,70,125,56,5,1,31,66,47,25,31,81,15,35,43,0,3,0,40,66,61,5,32,16,10,27,37,1,2,50,10,10,15,59,55,125,44
2012,Barclays ATP World Tour Finals,atp-finals,605,"London, Great Britain",2012.11.05 - 2012.11.12,8,8,Indoor,Hard,Roger Federer,roger-federer,f324,800,2,Round Robin,Juan Martin del Potro,juan-martin-del-potro,d683,7,L,67(3) 64 36,1,2,3,15,17,32,0,1,1,02:01:00,121,12,1,55,88,63,43,55,78,20,33,61,0,1,0,63,88,72,10,52,19,9,34,26,1,4,25,15,16,19,86,82,174,47,8,0,52,86,60,42,52,81,25,34,74,3,4,75,67,86,78,12,55,22,13,33,39,1,1,100,16,15,25,88,92,174,53
2012,Barclays ATP World Tour Finals,atp-finals,605,"London, Great Britain",2012.11.05 - 2012.11.12,8,8,Indoor,Hard,Roger Federer,roger-federer,f324,800,2,Round Robin,David Ferrer,david-ferrer,f401,5,W,64 76(5) ,2,0,2,13,10,23,1,0,1,01:49:00,109,4,3,44,83,53,31,44,70,25,39,64,9,10,90,56,83,67,14,45,31,11,25,44,2,4,50,11,11,25,70,81,153,53,0,5,45,70,64,31,45,69,14,25,56,2,4,50,45,70,64,13,44,30,14,39,36,1,10,10,11,11,27,83,72,153,47
2012,Barclays ATP World Tour Finals,atp-finals,605,"London, Great Britain",2012.11.05 - 2012.11.12,8,8,Indoor,Hard,Roger Federer,roger-federer,f324,800,2,Round Robin,Janko Tipsarevic,janko-tipsarevic,t742,9,W,63 61,2,0,2,12,4,16,,,,01:09:00,69,7,1,21,41,51,20,21,95,13,20,65,0,0,0,33,41,80,15,34,44,12,25,48,4,9,44,8,8,27,59,60,100,60,3,1,34,59,58,19,34,56,13,25,52,5,9,56,32,59,54,1,21,5,7,20,35,0,0,0,8,8,8,41,40,100,40
2012,Basel,basel,328,"Basel, Switzerland",2012.10.22 - 2012.10.28,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,300,1,Finals,Juan Martin del Potro,juan-martin-del-potro,d683,8,L,46 76(5) 67(3) ,1,2,3,17,19,36,1,1,2,02:44:00,164,18,1,75,111,68,57,75,76,23,36,64,1,2,50,80,111,72,8,62,13,19,49,39,0,5,0,17,17,27,111,107,222,48,10,4,62,111,56,54,62,87,30,49,61,5,5,100,84,111,76,18,75,24,13,36,36,1,2,50,17,17,31,111,115,222,52
2012,Basel,basel,328,"Basel, Switzerland",2012.10.22 - 2012.10.28,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,300,1,Semi-Finals,Paul-Henri Mathieu,paul-henri-mathieu,m850,101,W,75 64,2,0,2,13,9,22,,,,01:26:00,86,10,0,35,60,58,28,35,80,17,25,68,0,0,0,45,60,75,7,32,22,17,37,46,2,4,50,11,11,24,69,69,129,53,4,4,32,69,46,25,32,78,20,37,54,2,4,50,45,69,65,7,35,20,8,25,32,0,0,0,11,11,15,60,60,129,47
2012,Basel,basel,328,"Basel, Switzerland",2012.10.22 - 2012.10.28,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,300,1,Quarter-Finals,Benoit Paire,benoit-paire,pd31,46,W,62 62,2,0,2,12,4,16,,,,00:55:00,55,4,1,25,39,64,24,25,96,8,14,57,0,0,0,32,39,82,10,34,29,20,26,77,4,12,33,8,8,30,60,62,99,63,7,5,34,60,57,24,34,71,6,26,23,8,12,67,30,60,50,1,25,4,6,14,43,0,0,0,8,8,7,39,37,99,37
2012,Basel,basel,328,"Basel, Switzerland",2012.10.22 - 2012.10.28,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,300,1,Round of 16,Thomaz Bellucci,thomaz-bellucci,bd20,34,W,63 67(6) 75,2,1,3,19,15,34,0,1,1,02:04:00,124,8,0,59,96,61,48,59,81,26,37,70,2,2,100,74,96,77,10,58,17,15,32,47,2,3,67,17,16,25,90,99,186,53,6,1,58,90,64,48,58,83,17,32,53,1,3,33,65,90,72,11,59,19,11,37,30,0,2,0,16,17,22,96,87,186,47
2012,Basel,basel,328,"Basel, Switzerland",2012.10.22 - 2012.10.28,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,300,1,Round of 32,Benjamin Becker,benjamin-becker,b896,83,W,75 63,2,0,2,13,8,21,,,,01:29:00,89,10,2,34,61,56,28,34,82,15,27,56,1,2,50,43,61,70,17,46,37,17,32,53,3,12,25,11,10,34,78,77,139,55,3,5,46,78,59,29,46,63,15,32,47,9,12,75,44,78,56,6,34,18,12,27,44,1,2,50,10,11,18,61,62,139,45
