tourney_year,tourney_name,tourney_name_slug,tourney_id,tourney_location,tourney_dates,tourney_singles_draw,tourney_doubles_draw,tourney_conditions,tourney_surface,player_name,player_slug,player_id,player_event_points,player_ranking,match_round,opponent_name,opponent_name_slug,opponent_player_id,opponent_rank,match_win_loss,match_score,sets_won,sets_lost,sets_total,games_won,games_lost,games_total,tiebreaks_won,tiebreaks_lost,tiebreaks_total,match_time,match_duration,player_aces,player_double_faults,player_first_serves_in,player_first_serves_total,player_first_serve_percentage,player_first_serve_points_won,player_first_serve_points_total,player_first_serve_points_won_percentage,player_second_serve_points_won,player_second_serve_points_total,player_second_serve_points_won_percentage,player_break_points_saved,player_break_points_serve_total,player_break_points_saved_percentage,player_service_points_won,player_service_points_total,player_service_points_won_percentage,player_first_serve_return_won,player_first_serve_return_total,player_first_serve_return_percentage,player_second_serve_return_won,player_second_serve_return_total,player_second_serve_return_won_percentage,player_break_points_converted,player_break_points_return_total,player_break_points_converted_percentage,player_service_games_played,player_return_games_played,player_return_points_won,player_return_points_total,player_total_points_won,player_total_points_total,player_total_points_won_percentage,opponent_aces,opponent_double_faults,opponent_first_serves_in,opponent_first_serves_total,opponent_first_serve_percentage,opponent_first_serve_points_won,opponent_first_serve_points_total,opponent_first_serve_points_won_percentage,opponent_second_serve_points_won,opponent_second_serve_points_total,opponent_second_serve_points_won_percentage,opponent_break_points_saved,opponent_break_points_serve_total,opponent_break_points_saved_percentage,opponent_service_points_won,opponent_service_points_total,opponent_service_points_won_percentage,opponent_first_serve_return_won,opponent_first_serve_return_total,opponent_first_serve_return_percentage,opponent_second_serve_return_won,opponent_second_serve_return_total,opponent_second_serve_return_won_percentage,opponent_break_points_converted,opponent_break_points_return_total,opponent_break_points_converted_percentage,opponent_service_games_played,opponent_return_games_played,opponent_return_points_won,opponent_return_points_total,opponent_total_points_won,opponent_total_points_total,opponent_total_points_won_percentage
2001,ATP World Tour Masters 1000 Paris,paris,352,"Paris, France",2001.10.29 - 2001.11.04,48,24,Indoor,Hard,Roger Federer,roger-federer,f324,5,13,Round of 32,Jiri Novak,jiri-novak,n254,40,L,46 76(4) 67(2) ,1,2,3,17,19,36,1,1,2,01:58:00,118,15,2,81,125,65,57,81,70,21,44,48,9,13,69,78,125,62,15,61,25,19,44,43,3,4,75,17,17,34,105,112,230,49,6,4,61,105,58,46,61,75,25,44,57,1,4,25,71,105,68,24,81,30,23,44,52,4,13,31,17,17,47,125,118,230,51
2001,Basel,basel,328,"Basel, Switzerland",2001.10.22 - 2001.10.28,32,16,Indoor,Carpet,Roger Federer,roger-federer,f324,175,13,Finals,Tim Henman,tim-henman,h336,11,L,36 46 26,0,3,3,9,18,27,,,,01:55:00,115,2,2,51,91,56,35,51,69,19,40,48,3,7,43,54,91,59,15,63,24,12,26,46,0,3,0,13,14,27,89,81,180,45,7,2,63,89,71,48,63,76,14,26,54,3,3,100,62,89,70,16,51,31,21,40,53,4,7,57,14,13,37,91,99,180,55
2001,Basel,basel,328,"Basel, Switzerland",2001.10.22 - 2001.10.28,32,16,Indoor,Carpet,Roger Federer,roger-federer,f324,175,13,Semi-Finals,Julien Boutter,julien-boutter,b599,64,W,76(3) 64,2,0,2,13,10,23,1,0,1,01:30:00,90,10,1,42,70,60,36,42,86,16,28,57,1,1,100,52,70,74,10,40,25,14,28,50,1,2,50,11,11,24,68,76,138,55,5,5,40,68,59,30,40,75,14,28,50,1,2,50,44,68,65,6,42,14,12,28,43,0,1,0,11,11,18,70,62,138,45
2001,Basel,basel,328,"Basel, Switzerland",2001.10.22 - 2001.10.28,32,16,Indoor,Carpet,Roger Federer,roger-federer,f324,175,13,Quarter-Finals,Andy Roddick,andy-roddick,r485,16,W,36 63 76(5) ,2,1,3,16,15,31,1,0,1,01:41:00,101,11,2,51,84,61,43,51,84,18,33,55,1,3,33,61,84,73,13,54,24,17,39,44,2,6,33,15,15,30,93,91,177,51,9,1,54,93,58,41,54,76,22,39,56,4,6,67,63,93,68,8,51,16,15,33,45,2,3,67,15,15,23,84,86,177,49
2001,Basel,basel,328,"Basel, Switzerland",2001.10.22 - 2001.10.28,32,16,Indoor,Carpet,Roger Federer,roger-federer,f324,175,13,Round of 16,Xavier Malisse,xavier-malisse,m680,39,W,63 64,2,0,2,12,7,19,,,,01:03:00,63,6,1,31,54,57,28,31,90,13,23,57,0,0,0,41,54,76,9,33,27,12,25,48,2,3,67,10,9,21,58,62,112,55,3,1,33,58,57,24,33,73,13,25,52,1,3,33,37,58,64,3,31,10,10,23,43,0,0,0,9,10,13,54,50,112,45
2001,Basel,basel,328,"Basel, Switzerland",2001.10.22 - 2001.10.28,32,16,Indoor,Carpet,Roger Federer,roger-federer,f324,175,13,Round of 32,Albert Costa,albert-costa,c378,34,W,63 63,2,0,2,12,6,18,,,,01:02:00,62,9,2,32,49,65,28,32,88,10,17,59,3,3,100,38,49,78,14,41,34,11,20,55,3,8,38,9,9,25,61,63,110,57,2,1,41,61,67,27,41,66,9,20,45,5,8,63,36,61,59,4,32,13,7,17,41,0,3,0,9,9,11,49,47,110,43
2001,ATP Masters Series Stuttgart,,,"Stuttgart, Germany",2001.10.15 - 2001.10.21,48,24,Indoor,Hard,Roger Federer,roger-federer,f324,5,12,Round of 32,Wayne Ferreira,wayne-ferreira,f196,36,L,67(1) 63 26,1,2,3,14,16,30,0,1,1,01:45:00,105,7,2,64,111,58,40,64,63,28,47,60,6,8,75,68,111,61,6,44,14,13,34,38,1,2,50,15,14,19,78,87,189,46,11,0,44,78,56,38,44,86,21,34,62,1,2,50,59,78,76,24,64,38,19,47,40,2,8,25,14,15,43,111,102,189,54
2001,Vienna,vienna,337,"Vienna, Austria",2001.10.08 - 2001.10.14,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,60,12,Quarter-Finals,Stefan Koubek,stefan-koubek,k310,90,L,67(3) 57,0,2,2,11,14,25,0,1,1,01:37:00,97,3,1,49,75,65,34,49,69,16,26,62,1,2,50,50,75,67,13,54,24,13,33,39,0,7,0,12,12,26,87,76,162,47,4,3,54,87,62,41,54,76,20,33,61,7,7,100,61,87,70,15,49,31,10,26,38,1,2,50,12,12,25,75,86,162,53
2001,Vienna,vienna,337,"Vienna, Austria",2001.10.08 - 2001.10.14,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,60,12,Round of 16,Albert Costa,albert-costa,c378,33,W,76(1) 62,2,0,2,13,8,21,1,0,1,01:27:00,87,6,2,41,79,52,34,41,83,18,38,47,7,8,88,52,79,66,8,33,24,13,27,48,3,6,50,10,10,21,60,73,139,53,4,3,33,60,55,25,33,76,14,27,52,3,6,50,39,60,65,7,41,17,20,38,53,1,8,13,10,10,27,79,66,139,47
2001,Vienna,vienna,337,"Vienna, Austria",2001.10.08 - 2001.10.14,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,60,12,Round of 32,Nicolas Massu,nicolas-massu,m655,78,W,46 76(8) 64,2,1,3,17,16,33,1,0,1,02:42:00,162,16,5,69,108,64,49,69,71,19,39,49,4,7,57,68,108,63,20,72,28,28,52,54,3,17,18,16,16,48,124,116,232,50,4,2,72,124,58,52,72,72,24,52,46,14,17,82,76,124,61,20,69,29,20,39,51,3,7,43,16,16,40,108,116,232,50
