tourney_year,tourney_name,tourney_name_slug,tourney_id,tourney_location,tourney_dates,tourney_singles_draw,tourney_doubles_draw,tourney_conditions,tourney_surface,player_name,player_slug,player_id,player_event_points,player_ranking,match_round,opponent_name,opponent_name_slug,opponent_player_id,opponent_rank,match_win_loss,match_score,sets_won,sets_lost,sets_total,games_won,games_lost,games_total,tiebreaks_won,tiebreaks_lost,tiebreaks_total,match_time,match_duration,player_aces,player_double_faults,player_first_serves_in,player_first_serves_total,player_first_serve_percentage,player_first_serve_points_won,player_first_serve_points_total,player_first_serve_points_won_percentage,player_second_serve_points_won,player_second_serve_points_total,player_second_serve_points_won_percentage,player_break_points_saved,player_break_points_serve_total,player_break_points_saved_percentage,player_service_points_won,player_service_points_total,player_service_points_won_percentage,player_first_serve_return_won,player_first_serve_return_total,player_first_serve_return_percentage,player_second_serve_return_won,player_second_serve_return_total,player_second_serve_return_won_percentage,player_break_points_converted,player_break_points_return_total,player_break_points_converted_percentage,player_service_games_played,player_return_games_played,player_return_points_won,player_return_points_total,player_total_points_won,player_total_points_total,player_total_points_won_percentage,opponent_aces,opponent_double_faults,opponent_first_serves_in,opponent_first_serves_total,opponent_first_serve_percentage,opponent_first_serve_points_won,opponent_first_serve_points_total,opponent_first_serve_points_won_percentage,opponent_second_serve_points_won,opponent_second_serve_points_total,opponent_second_serve_points_won_percentage,opponent_break_points_saved,opponent_break_points_serve_total,opponent_break_points_saved_percentage,opponent_service_points_won,opponent_service_points_total,opponent_service_points_won_percentage,opponent_first_serve_return_won,opponent_first_serve_return_total,opponent_first_serve_return_percentage,opponent_second_serve_return_won,opponent_second_serve_return_total,opponent_second_serve_return_won_percentage,opponent_break_points_converted,opponent_break_points_return_total,opponent_break_points_converted_percentage,opponent_service_games_played,opponent_return_games_played,opponent_return_points_won,opponent_return_points_total,opponent_total_points_won,opponent_total_points_total,opponent_total_points_won_percentage
2015,Barclays ATP World Tour Finals,atp-finals,605,"London, Great Britain",2015.11.16 - 2015.11.22,8,8,Indoor,Hard,Roger Federer,roger-federer,f324,1000,3,Finals,Novak Djokovic,novak-djokovic,d643,1,L,36 46,0,2,2,7,12,19,,,,01:18:00,78,5,0,37,56,66,23,37,62,16,19,84,2,2,100,39,56,70,11,38,29,12,21,57,3,9,33,9,10,23,59,62,115,54,6,2,38,59,64,27,38,71,9,21,43,6,9,67,36,59,61,14,37,38,3,19,16,0,2,0,10,9,17,56,53,115,46
2015,Barclays ATP World Tour Finals,atp-finals,605,"London, Great Britain",2015.11.16 - 2015.11.22,8,8,Indoor,Hard,Roger Federer,roger-federer,f324,1000,3,Semi-Finals,Stan Wawrinka,stan-wawrinka,w367,4,W,75 63,2,0,2,13,8,21,,,,01:11:00,71,6,3,41,64,64,31,41,76,15,23,65,1,2,50,46,64,72,12,39,31,14,24,58,3,6,50,11,10,26,63,72,127,57,6,2,39,63,62,27,39,69,10,24,42,3,6,50,37,63,59,10,41,24,8,23,35,1,2,50,10,11,18,64,55,127,43
2015,Barclays ATP World Tour Finals,atp-finals,605,"London, Great Britain",2015.11.16 - 2015.11.22,8,8,Indoor,Hard,Roger Federer,roger-federer,f324,1000,3,Round Robin,Kei Nishikori,kei-nishikori,n552,8,W,75 46 64,2,1,3,17,15,32,,,,02:10:00,130,10,4,51,94,54,43,51,84,13,43,30,7,12,58,56,94,60,16,54,30,24,41,59,6,6,100,16,16,40,95,96,189,51,2,4,54,95,57,38,54,70,17,41,41,0,6,0,55,95,58,8,51,16,30,43,70,5,12,42,16,16,38,94,93,189,49
2015,Barclays ATP World Tour Finals,atp-finals,605,"London, Great Britain",2015.11.16 - 2015.11.22,8,8,Indoor,Hard,Roger Federer,roger-federer,f324,1000,3,Round Robin,Novak Djokovic,novak-djokovic,d643,1,W,75 62,2,0,2,13,7,20,,,,01:18:00,78,6,2,38,59,64,27,38,71,9,21,43,6,9,67,36,59,61,14,37,38,3,19,16,0,2,0,10,9,17,56,53,115,46,5,0,37,56,66,23,37,62,16,19,84,2,2,100,39,56,70,11,38,29,12,21,57,3,9,33,9,10,23,59,62,115,54
2015,Barclays ATP World Tour Finals,atp-finals,605,"London, Great Britain",2015.11.16 - 2015.11.22,8,8,Indoor,Hard,Roger Federer,roger-federer,f324,1000,3,Round Robin,Tomas Berdych,tomas-berdych,ba47,6,W,64 62,2,0,2,12,6,18,,,,01:10:00,70,4,4,28,46,61,24,28,86,9,18,50,0,1,0,33,46,72,7,23,30,18,29,62,4,6,67,9,9,25,52,58,98,59,4,0,23,52,44,16,23,70,11,29,38,2,6,33,27,52,52,4,28,14,9,18,50,1,1,100,9,9,13,46,40,98,41
2015,ATP World Tour Masters 1000 Paris,paris,352,"Paris, France",2015.11.02 - 2015.11.08,48,24,Indoor,Hard,Roger Federer,roger-federer,f324,90,2,Round of 16,John Isner,john-isner,i186,13,L,67(3) 63 67(5) ,1,2,3,18,17,35,0,2,2,02:17:00,137,13,4,74,113,65,61,74,82,19,39,49,6,6,100,80,113,71,13,71,18,15,34,44,1,6,17,17,16,28,105,108,218,50,27,0,71,105,68,58,71,82,19,34,56,5,6,83,77,105,73,13,74,18,20,39,51,0,6,0,16,17,33,113,110,218,50
2015,ATP World Tour Masters 1000 Paris,paris,352,"Paris, France",2015.11.02 - 2015.11.08,48,24,Indoor,Hard,Roger Federer,roger-federer,f324,90,2,Round of 32,Andreas Seppi,andreas-seppi,sa93,28,W,61 61,2,0,2,12,2,14,,,,00:47:00,47,4,1,26,40,65,20,26,77,11,14,79,4,4,100,31,40,78,5,16,31,19,27,70,5,6,83,7,7,24,43,55,83,66,2,4,16,43,37,11,16,69,8,27,30,1,6,17,19,43,44,6,26,23,3,14,21,0,4,0,7,7,9,40,28,83,34
2015,Basel,basel,328,"Basel, Switzerland",2015.10.26 - 2015.11.01,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,500,3,Finals,Rafael Nadal,rafael-nadal,n409,7,W,63 57 63,2,1,3,17,13,30,,,,02:03:00,123,12,2,61,90,68,46,61,75,17,29,59,2,3,67,63,90,70,21,61,34,11,29,38,3,7,43,15,15,32,90,95,180,53,0,3,61,90,68,40,61,66,18,29,62,4,7,57,58,90,64,15,61,25,12,29,41,1,3,33,15,15,27,90,85,180,47
2015,Basel,basel,328,"Basel, Switzerland",2015.10.26 - 2015.11.01,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,500,3,Semi-Finals,Jack Sock,jack-sock,sm25,29,W,63 64,2,0,2,12,7,19,,,,01:04:00,64,5,1,39,56,70,34,39,87,7,17,41,1,2,50,41,56,73,12,34,35,10,20,50,3,6,50,10,9,22,54,63,110,57,3,1,34,54,63,22,34,65,10,20,50,3,6,50,32,54,59,5,39,13,10,17,59,1,2,50,9,10,15,56,47,110,43
2015,Basel,basel,328,"Basel, Switzerland",2015.10.26 - 2015.11.01,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,500,3,Quarter-Finals,David Goffin,david-goffin,gb88,17,W,63 36 61,2,1,3,15,10,25,,,,01:37:00,97,7,4,43,82,52,34,43,79,19,39,49,2,4,50,53,82,65,16,43,37,17,32,53,4,8,50,13,12,33,75,86,157,55,2,2,43,75,57,27,43,63,15,32,47,4,8,50,42,75,56,9,43,21,20,39,51,2,4,50,12,13,29,82,71,157,45
