tourney_year,tourney_name,tourney_name_slug,tourney_id,tourney_location,tourney_dates,tourney_singles_draw,tourney_doubles_draw,tourney_conditions,tourney_surface,player_name,player_slug,player_id,player_event_points,player_ranking,match_round,opponent_name,opponent_name_slug,opponent_player_id,opponent_rank,match_win_loss,match_score,sets_won,sets_lost,sets_total,games_won,games_lost,games_total,tiebreaks_won,tiebreaks_lost,tiebreaks_total,match_time,match_duration,player_aces,player_double_faults,player_first_serves_in,player_first_serves_total,player_first_serve_percentage,player_first_serve_points_won,player_first_serve_points_total,player_first_serve_points_won_percentage,player_second_serve_points_won,player_second_serve_points_total,player_second_serve_points_won_percentage,player_break_points_saved,player_break_points_serve_total,player_break_points_saved_percentage,player_service_points_won,player_service_points_total,player_service_points_won_percentage,player_first_serve_return_won,player_first_serve_return_total,player_first_serve_return_percentage,player_second_serve_return_won,player_second_serve_return_total,player_second_serve_return_won_percentage,player_break_points_converted,player_break_points_return_total,player_break_points_converted_percentage,player_service_games_played,player_return_games_played,player_return_points_won,player_return_points_total,player_total_points_won,player_total_points_total,player_total_points_won_percentage,opponent_aces,opponent_double_faults,opponent_first_serves_in,opponent_first_serves_total,opponent_first_serve_percentage,opponent_first_serve_points_won,opponent_first_serve_points_total,opponent_first_serve_points_won_percentage,opponent_second_serve_points_won,opponent_second_serve_points_total,opponent_second_serve_points_won_percentage,opponent_break_points_saved,opponent_break_points_serve_total,opponent_break_points_saved_percentage,opponent_service_points_won,opponent_service_points_total,opponent_service_points_won_percentage,opponent_first_serve_return_won,opponent_first_serve_return_total,opponent_first_serve_return_percentage,opponent_second_serve_return_won,opponent_second_serve_return_total,opponent_second_serve_return_won_percentage,opponent_break_points_converted,opponent_break_points_return_total,opponent_break_points_converted_percentage,opponent_service_games_played,opponent_return_games_played,opponent_return_points_won,opponent_return_points_total,opponent_total_points_won,opponent_total_points_total,opponent_total_points_won_percentage
2000,Stockholm,stockholm,429,"Stockholm, Sweden",2000.11.20 - 2000.11.26,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,20,29,Round of 16,Andreas Vinciguerra,andreas-vinciguerra,v250,55,L,57 67(3) ,0,2,2,11,14,25,0,1,1,01:24:00,84,6,5,55,90,61,43,55,78,12,35,34,4,6,67,55,90,61,8,37,22,10,31,32,1,2,50,12,12,18,68,73,158,46,3,2,37,68,54,29,37,78,21,31,68,1,2,50,50,68,74,12,55,22,23,35,66,2,6,33,12,12,35,90,85,158,54
2000,Stockholm,stockholm,429,"Stockholm, Sweden",2000.11.20 - 2000.11.26,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,20,29,Round of 32,Mikhail Youzhny,mikhail-youzhny,y061,110,W,57 64 63,2,1,3,17,14,31,,,,01:51:00,111,10,2,61,96,64,44,61,72,19,35,54,5,8,63,63,96,66,19,50,38,19,49,39,4,8,50,16,15,38,99,101,195,52,0,0,50,99,51,31,50,62,30,49,61,4,8,50,61,99,62,17,61,28,16,35,46,3,8,38,15,16,33,96,94,195,48
2000,ATP World Tour Masters 1000 Paris,paris,352,"Paris, France",2000.11.13 - 2000.11.19,48,24,Indoor,Hard,Roger Federer,roger-federer,f324,5,24,Round of 64,Dominik Hrbaty,dominik-hrbaty,h377,19,L,64 26 26,1,2,3,10,16,26,,,,01:27:00,87,7,3,55,90,61,40,55,73,13,35,37,5,9,56,53,90,59,10,42,24,15,37,41,1,4,25,13,13,25,79,78,169,46,5,3,42,79,53,32,42,76,22,37,59,3,4,75,54,79,68,15,55,27,22,35,63,4,9,44,13,13,37,90,91,169,54
2000,Lyon,,,"Lyon, France",2000.11.06 - 2000.11.12,32,16,Indoor,Carpet,Roger Federer,roger-federer,f324,20,24,Round of 16,Karol Kucera,karol-kucera,k237,74,L,63 26 16,1,2,3,9,15,24,,,,01:32:00,92,3,9,35,80,44,22,35,63,20,45,44,1,6,17,42,80,53,10,37,27,16,34,47,2,4,50,12,12,26,71,68,151,45,4,6,37,71,52,27,37,73,18,34,53,2,4,50,45,71,63,13,35,37,25,45,56,5,6,83,12,12,38,80,83,151,55
2000,Lyon,,,"Lyon, France",2000.11.06 - 2000.11.12,32,16,Indoor,Carpet,Roger Federer,roger-federer,f324,20,24,Round of 32,Nicolas Escude,nicolas-escude,e140,38,W,63 76(3) ,2,0,2,13,9,22,1,0,1,01:26:00,86,2,1,35,65,54,30,35,86,17,30,57,0,0,0,47,65,72,13,47,28,26,49,53,2,9,22,10,11,39,96,86,161,53,5,3,47,96,49,34,47,72,23,49,47,7,9,78,57,96,59,5,35,14,13,30,43,0,0,0,11,10,18,65,75,161,47
2000,ATP Masters Series Stuttgart,,,"Stuttgart, Germany",2000.10.30 - 2000.11.05,48,24,Indoor,Hard,Roger Federer,roger-federer,f324,35,25,Round of 32,Yevgeny Kafelnikov,yevgeny-kafelnikov,k267,5,L,57 36,0,2,2,8,13,21,,,,01:13:00,73,7,5,46,79,58,30,46,65,14,33,42,5,9,56,44,79,56,5,21,24,15,40,38,2,5,40,10,11,20,61,64,140,46,3,5,21,61,34,16,21,76,25,40,63,3,5,60,41,61,67,16,46,35,19,33,58,4,9,44,11,10,35,79,76,140,54
2000,ATP Masters Series Stuttgart,,,"Stuttgart, Germany",2000.10.30 - 2000.11.05,48,24,Indoor,Hard,Roger Federer,roger-federer,f324,35,25,Round of 64,Jan-Michael Gambill,jan-michael-gambill,g352,27,W,76(3) 10 (RET),2,0,3,8,6,14,1,0,1,00:47:00,47,6,3,34,53,64,24,34,71,12,19,63,1,2,50,36,53,68,2,20,10,7,12,58,1,1,100,7,6,9,32,45,85,53,6,0,20,32,63,18,20,90,5,12,42,0,1,0,23,32,72,10,34,29,7,19,37,1,2,50,6,7,17,53,40,85,47
2000,Basel,basel,328,"Basel, Switzerland",2000.10.23 - 2000.10.29,32,16,Indoor,Carpet,Roger Federer,roger-federer,f324,175,34,Finals,Thomas Enqvist,thomas-enqvist,e113,6,L,26 64 67(4) 61 16,2,3,5,21,24,45,0,1,1,02:56:00,176,15,5,77,137,56,58,77,75,31,60,52,5,10,50,89,137,65,25,79,32,29,72,40,4,14,29,22,22,54,151,143,288,50,10,3,79,151,52,54,79,68,43,72,60,10,14,71,97,151,64,19,77,25,29,60,48,5,10,50,22,22,48,137,145,288,50
2000,Basel,basel,328,"Basel, Switzerland",2000.10.23 - 2000.10.29,32,16,Indoor,Carpet,Roger Federer,roger-federer,f324,175,34,Semi-Finals,Lleyton Hewitt,lleyton-hewitt,h432,9,W,64 57 76(6) ,2,1,3,18,17,35,1,0,1,02:31:00,151,12,5,74,116,64,49,74,66,23,42,55,12,16,75,72,116,62,18,55,33,21,52,40,4,10,40,17,17,39,107,111,223,50,3,4,55,107,51,37,55,67,31,52,60,6,10,60,68,107,64,25,74,34,19,42,45,4,16,25,17,17,44,116,112,223,50
2000,Basel,basel,328,"Basel, Switzerland",2000.10.23 - 2000.10.29,32,16,Indoor,Carpet,Roger Federer,roger-federer,f324,175,34,Quarter-Finals,Nicolas Thomann,nicolas-thomann,t228,185,W,64 64,2,0,2,12,8,20,,,,01:18:00,78,9,0,40,54,74,30,40,75,11,14,79,1,1,100,41,54,76,10,36,28,14,32,44,2,5,40,10,10,24,68,65,122,53,3,1,36,68,53,26,36,72,18,32,56,3,5,60,44,68,65,10,40,25,3,14,21,0,1,0,10,10,13,54,57,122,47
