tourney_year,tourney_name,tourney_name_slug,tourney_id,tourney_location,tourney_dates,tourney_singles_draw,tourney_doubles_draw,tourney_conditions,tourney_surface,player_name,player_slug,player_id,player_event_points,player_ranking,match_round,opponent_name,opponent_name_slug,opponent_player_id,opponent_rank,match_win_loss,match_score,sets_won,sets_lost,sets_total,games_won,games_lost,games_total,tiebreaks_won,tiebreaks_lost,tiebreaks_total,match_time,match_duration,player_aces,player_double_faults,player_first_serves_in,player_first_serves_total,player_first_serve_percentage,player_first_serve_points_won,player_first_serve_points_total,player_first_serve_points_won_percentage,player_second_serve_points_won,player_second_serve_points_total,player_second_serve_points_won_percentage,player_break_points_saved,player_break_points_serve_total,player_break_points_saved_percentage,player_service_points_won,player_service_points_total,player_service_points_won_percentage,player_first_serve_return_won,player_first_serve_return_total,player_first_serve_return_percentage,player_second_serve_return_won,player_second_serve_return_total,player_second_serve_return_won_percentage,player_break_points_converted,player_break_points_return_total,player_break_points_converted_percentage,player_service_games_played,player_return_games_played,player_return_points_won,player_return_points_total,player_total_points_won,player_total_points_total,player_total_points_won_percentage,opponent_aces,opponent_double_faults,opponent_first_serves_in,opponent_first_serves_total,opponent_first_serve_percentage,opponent_first_serve_points_won,opponent_first_serve_points_total,opponent_first_serve_points_won_percentage,opponent_second_serve_points_won,opponent_second_serve_points_total,opponent_second_serve_points_won_percentage,opponent_break_points_saved,opponent_break_points_serve_total,opponent_break_points_saved_percentage,opponent_service_points_won,opponent_service_points_total,opponent_service_points_won_percentage,opponent_first_serve_return_won,opponent_first_serve_return_total,opponent_first_serve_return_percentage,opponent_second_serve_return_won,opponent_second_serve_return_total,opponent_second_serve_return_won_percentage,opponent_break_points_converted,opponent_break_points_return_total,opponent_break_points_converted_percentage,opponent_service_games_played,opponent_return_games_played,opponent_return_points_won,opponent_return_points_total,opponent_total_points_won,opponent_total_points_total,opponent_total_points_won_percentage
2007,Tennis Masters Cup,atp-finals,605,China,2007.11.12 - 2007.11.18,8,8,Indoor,Hard,Roger Federer,roger-federer,f324,650,1,Finals,David Ferrer,david-ferrer,f401,6,W,62 63 62,3,0,3,18,7,25,,,,01:39:00,99,9,2,48,73,66,40,48,83,14,25,56,4,4,100,54,73,74,22,55,40,17,27,63,6,9,67,12,13,39,82,93,155,60,1,2,55,82,67,33,55,60,10,27,37,3,9,33,43,82,52,8,48,17,11,25,44,0,4,0,13,12,19,73,62,155,40
2007,Tennis Masters Cup,atp-finals,605,China,2007.11.12 - 2007.11.18,8,8,Indoor,Hard,Roger Federer,roger-federer,f324,650,1,Semi-Finals,Rafael Nadal,rafael-nadal,n409,2,W,64 61,2,0,2,12,5,17,,,,00:59:00,59,11,0,39,48,81,32,39,82,5,9,56,1,1,100,37,48,77,11,28,39,5,11,45,3,4,75,9,8,16,39,53,87,61,1,1,28,39,72,17,28,61,6,11,55,1,4,25,23,39,59,7,39,18,4,9,44,0,1,0,8,9,11,48,34,87,39
2007,Tennis Masters Cup,atp-finals,605,China,2007.11.12 - 2007.11.18,8,8,Indoor,Hard,Roger Federer,roger-federer,f324,650,1,Round Robin,Andy Roddick,andy-roddick,r485,5,W,64 62,2,0,2,12,6,18,,,,01:01:00,61,7,0,39,47,83,29,39,74,7,8,88,0,0,0,36,47,77,11,34,32,13,20,65,3,6,50,9,9,24,54,60,101,59,7,2,34,54,63,23,34,68,7,20,35,3,6,50,30,54,56,10,39,26,1,8,13,0,0,0,9,9,11,47,41,101,41
2007,Tennis Masters Cup,atp-finals,605,China,2007.11.12 - 2007.11.18,8,8,Indoor,Hard,Roger Federer,roger-federer,f324,650,1,Round Robin,Nikolay Davydenko,nikolay-davydenko,d402,4,W,64 63,2,0,2,12,7,19,,,,01:27:00,87,3,1,41,60,68,26,41,63,12,19,63,0,2,0,38,60,63,23,53,43,8,13,62,4,10,40,10,9,31,66,69,126,55,0,2,53,66,80,30,53,57,5,13,38,6,10,60,35,66,53,15,41,37,7,19,37,2,2,100,9,10,22,60,57,126,45
2007,Tennis Masters Cup,atp-finals,605,China,2007.11.12 - 2007.11.18,8,8,Indoor,Hard,Roger Federer,roger-federer,f324,650,1,Round Robin,Fernando Gonzalez,fernando-gonzalez,g415,7,L,63 67(1) 57,1,2,3,17,17,34,0,1,1,02:09:00,129,5,1,64,92,70,47,64,73,21,28,75,3,4,75,68,92,74,16,67,24,19,42,45,1,6,17,17,16,35,109,103,201,51,4,3,67,109,61,51,67,76,23,42,55,5,6,83,74,109,68,17,64,27,7,28,25,1,4,25,16,17,24,92,98,201,49
2007,ATP World Tour Masters 1000 Paris,paris,352,"Paris, France",2007.10.29 - 2007.11.04,48,24,Indoor,Hard,Roger Federer,roger-federer,f324,75,1,Round of 16,David Nalbandian,david-nalbandian,n301,21,L,46 67(3) ,0,2,2,10,13,23,0,1,1,01:42:00,102,4,0,44,66,67,30,44,68,12,22,55,3,6,50,42,66,64,13,44,30,20,44,45,2,5,40,11,11,33,88,75,154,49,6,2,44,88,50,31,44,70,24,44,55,3,5,60,55,88,63,14,44,32,10,22,45,3,6,50,11,11,24,66,79,154,51
2007,ATP World Tour Masters 1000 Paris,paris,352,"Paris, France",2007.10.29 - 2007.11.04,48,24,Indoor,Hard,Roger Federer,roger-federer,f324,75,1,Round of 32,Ivo Karlovic,ivo-karlovic,k336,24,W,63 46 63,2,1,3,16,12,28,,,,01:44:00,104,6,0,41,74,55,35,41,85,21,33,64,5,6,83,56,74,76,17,59,29,18,33,55,3,9,33,14,14,35,92,91,166,55,16,1,59,92,64,42,59,71,15,33,45,6,9,67,57,92,62,6,41,15,12,33,36,1,6,17,14,14,18,74,75,166,45
2007,Basel,basel,328,"Basel, Switzerland",2007.10.22 - 2007.10.28,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,250,1,Finals,Jarkko Nieminen,jarkko-nieminen,n289,29,W,63 64,2,0,2,12,7,19,,,,01:01:00,61,4,0,33,56,59,26,33,79,15,23,65,1,1,100,41,56,73,12,39,31,5,11,45,2,4,50,10,9,17,50,58,106,55,2,1,39,50,78,27,39,69,6,11,55,2,4,50,33,50,66,7,33,21,8,23,35,0,1,0,9,10,15,56,48,106,45
2007,Basel,basel,328,"Basel, Switzerland",2007.10.22 - 2007.10.28,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,250,1,Semi-Finals,Ivo Karlovic,ivo-karlovic,k336,25,W,76(6) 76(5) ,2,0,2,14,12,26,2,0,2,01:38:00,98,10,1,57,81,70,47,57,82,17,24,71,1,1,100,64,81,79,5,53,9,14,26,54,0,2,0,12,12,19,79,83,160,52,16,1,53,79,67,48,53,91,12,26,46,2,2,100,60,79,76,10,57,18,7,24,29,0,1,0,12,12,17,81,77,160,48
2007,Basel,basel,328,"Basel, Switzerland",2007.10.22 - 2007.10.28,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,250,1,Quarter-Finals,Nicolas Kiefer,nicolas-kiefer,k316,64,W,63 62,2,0,2,12,5,17,,,,01:11:00,71,1,1,33,56,59,23,33,70,15,23,65,3,4,75,38,56,68,7,24,29,17,25,68,4,9,44,9,8,24,49,62,105,59,4,3,24,49,49,17,24,71,8,25,32,5,9,56,25,49,51,10,33,30,8,23,35,1,4,25,8,9,18,56,43,105,41
