tourney_year,tourney_name,tourney_name_slug,tourney_id,tourney_location,tourney_dates,tourney_singles_draw,tourney_doubles_draw,tourney_conditions,tourney_surface,player_name,player_slug,player_id,player_event_points,player_ranking,match_round,opponent_name,opponent_name_slug,opponent_player_id,opponent_rank,match_win_loss,match_score,sets_won,sets_lost,sets_total,games_won,games_lost,games_total,tiebreaks_won,tiebreaks_lost,tiebreaks_total,match_time,match_duration,player_aces,player_double_faults,player_first_serves_in,player_first_serves_total,player_first_serve_percentage,player_first_serve_points_won,player_first_serve_points_total,player_first_serve_points_won_percentage,player_second_serve_points_won,player_second_serve_points_total,player_second_serve_points_won_percentage,player_break_points_saved,player_break_points_serve_total,player_break_points_saved_percentage,player_service_points_won,player_service_points_total,player_service_points_won_percentage,player_first_serve_return_won,player_first_serve_return_total,player_first_serve_return_percentage,player_second_serve_return_won,player_second_serve_return_total,player_second_serve_return_won_percentage,player_break_points_converted,player_break_points_return_total,player_break_points_converted_percentage,player_service_games_played,player_return_games_played,player_return_points_won,player_return_points_total,player_total_points_won,player_total_points_total,player_total_points_won_percentage,opponent_aces,opponent_double_faults,opponent_first_serves_in,opponent_first_serves_total,opponent_first_serve_percentage,opponent_first_serve_points_won,opponent_first_serve_points_total,opponent_first_serve_points_won_percentage,opponent_second_serve_points_won,opponent_second_serve_points_total,opponent_second_serve_points_won_percentage,opponent_break_points_saved,opponent_break_points_serve_total,opponent_break_points_saved_percentage,opponent_service_points_won,opponent_service_points_total,opponent_service_points_won_percentage,opponent_first_serve_return_won,opponent_first_serve_return_total,opponent_first_serve_return_percentage,opponent_second_serve_return_won,opponent_second_serve_return_total,opponent_second_serve_return_won_percentage,opponent_break_points_converted,opponent_break_points_return_total,opponent_break_points_converted_percentage,opponent_service_games_played,opponent_return_games_played,opponent_return_points_won,opponent_return_points_total,opponent_total_points_won,opponent_total_points_total,opponent_total_points_won_percentage
2006,Tennis Masters Cup,atp-finals,605,China,2006.11.13 - 2006.11.19,8,8,Indoor,Hard,Roger Federer,roger-federer,f324,750,1,Finals,James Blake,james-blake,b676,8,W,60 63 64,3,0,3,18,7,25,,,,01:37:00,97,11,1,59,86,69,43,59,73,16,27,59,10,11,91,59,86,69,21,48,44,20,33,61,6,13,46,13,12,41,81,100,167,60,4,2,48,81,59,27,48,56,13,33,39,7,13,54,40,81,49,16,59,27,11,27,41,1,11,9,12,13,27,86,67,167,40
2006,Tennis Masters Cup,atp-finals,605,China,2006.11.13 - 2006.11.19,8,8,Indoor,Hard,Roger Federer,roger-federer,f324,750,1,Semi-Finals,Rafael Nadal,rafael-nadal,n409,2,W,64 75,2,0,2,13,9,22,,,,01:53:00,113,7,4,37,60,62,32,37,86,10,23,43,1,2,50,42,60,70,22,55,40,11,25,44,3,11,27,11,11,33,80,75,140,54,0,2,55,80,69,33,55,60,14,25,56,8,11,73,47,80,59,5,37,14,13,23,57,1,2,50,11,11,18,60,65,140,46
2006,Tennis Masters Cup,atp-finals,605,China,2006.11.13 - 2006.11.19,8,8,Indoor,Hard,Roger Federer,roger-federer,f324,750,1,Round Robin,Ivan Ljubicic,ivan-ljubicic,l360,4,W,76(2) 64,2,0,2,13,10,23,1,0,1,01:34:00,94,7,0,44,67,66,33,44,75,15,23,65,5,6,83,48,67,72,6,35,17,20,32,63,2,4,50,11,11,26,67,74,134,55,8,2,35,67,52,29,35,83,12,32,38,2,4,50,41,67,61,11,44,25,8,23,35,1,6,17,11,11,19,67,60,134,45
2006,Tennis Masters Cup,atp-finals,605,China,2006.11.13 - 2006.11.19,8,8,Indoor,Hard,Roger Federer,roger-federer,f324,750,1,Round Robin,Andy Roddick,andy-roddick,r485,5,W,46 76(8) 64,2,1,3,17,16,33,1,0,1,02:29:00,149,12,4,64,107,60,50,64,78,25,43,58,3,4,75,75,107,70,13,68,19,21,40,53,1,7,14,16,16,34,108,109,215,51,12,1,68,108,63,55,68,81,19,40,48,6,7,86,74,108,69,14,64,22,18,43,42,1,4,25,16,16,32,107,106,215,49
2006,Tennis Masters Cup,atp-finals,605,China,2006.11.13 - 2006.11.19,8,8,Indoor,Hard,Roger Federer,roger-federer,f324,750,1,Round Robin,David Nalbandian,david-nalbandian,n301,7,W,36 61 61,2,1,3,15,8,23,,,,01:28:00,88,9,1,39,67,58,33,39,85,12,28,43,2,5,40,45,67,67,18,31,58,17,30,57,6,7,86,12,11,35,61,80,128,63,0,8,31,61,51,13,31,42,13,30,43,1,7,14,26,61,43,6,39,15,16,28,57,3,5,60,11,12,22,67,48,128,38
2006,Basel,basel,328,"Basel, Switzerland",2006.10.23 - 2006.10.29,32,16,Indoor,Carpet,Roger Federer,roger-federer,f324,250,1,Finals,Fernando Gonzalez,fernando-gonzalez,g415,7,W,63 62 76(3) ,3,0,3,19,11,30,1,0,1,01:59:00,119,14,1,67,86,78,56,67,84,13,19,68,2,2,100,69,86,80,18,67,27,33,54,61,3,11,27,15,14,51,121,120,207,58,6,5,67,121,55,49,67,73,21,54,39,8,11,73,70,121,58,11,67,16,6,19,32,0,2,0,14,15,17,86,87,207,42
2006,Basel,basel,328,"Basel, Switzerland",2006.10.23 - 2006.10.29,32,16,Indoor,Carpet,Roger Federer,roger-federer,f324,250,1,Semi-Finals,Paradorn Srichaphan,paradorn-srichaphan,s675,54,W,64 36 76(5) ,2,1,3,16,16,32,1,0,1,01:58:00,118,8,0,60,83,72,48,60,80,16,23,70,0,1,0,64,83,77,12,58,21,23,52,44,1,7,14,15,16,35,110,99,193,51,6,3,58,110,53,46,58,79,29,52,56,6,7,86,75,110,68,12,60,20,7,23,30,1,1,100,16,15,19,83,94,193,49
2006,Basel,basel,328,"Basel, Switzerland",2006.10.23 - 2006.10.29,32,16,Indoor,Carpet,Roger Federer,roger-federer,f324,250,1,Quarter-Finals,David Ferrer,david-ferrer,f401,15,W,63 76(14) ,2,0,2,13,9,22,1,0,1,01:27:00,87,2,1,41,67,61,31,41,76,17,26,65,0,2,0,48,67,72,12,40,30,15,28,54,3,4,75,11,10,27,68,75,135,56,3,5,40,68,59,28,40,70,13,28,46,1,4,25,41,68,60,10,41,24,9,26,35,2,2,100,10,11,19,67,60,135,44
2006,Basel,basel,328,"Basel, Switzerland",2006.10.23 - 2006.10.29,32,16,Indoor,Carpet,Roger Federer,roger-federer,f324,250,1,Round of 16,Guillermo Garcia-Lopez,guillermo-garcia-lopez,g476,75,W,62 60,2,0,2,12,2,14,,,,00:53:00,53,4,1,21,37,57,18,21,86,10,16,63,0,0,0,28,37,76,14,30,47,17,25,68,5,11,45,7,7,31,55,59,92,64,2,4,30,55,55,16,30,53,8,25,32,6,11,55,24,55,44,3,21,14,6,16,38,0,0,0,7,7,9,37,33,92,36
2006,Basel,basel,328,"Basel, Switzerland",2006.10.23 - 2006.10.29,32,16,Indoor,Carpet,Roger Federer,roger-federer,f324,250,1,Round of 32,Tomas Zib,tomas-zib,z074,151,W,61 62,2,0,2,12,3,15,,,,00:50:00,50,11,0,27,38,71,24,27,89,8,11,73,0,0,0,32,38,84,12,25,48,13,22,59,4,8,50,8,7,25,47,57,85,67,0,3,25,47,53,13,25,52,9,22,41,4,8,50,22,47,47,3,27,11,3,11,27,0,0,0,7,8,6,38,28,85,33
2006,ATP World Tour Masters 1000 Madrid,madrid,1536,"Madrid, Spain",2006.10.16 - 2006.10.22,48,16,Indoor,Hard,Roger Federer,roger-federer,f324,500,1,Finals,Fernando Gonzalez,fernando-gonzalez,g415,10,W,75 61 60,3,0,3,19,6,25,,,,01:48:00,108,11,2,45,81,56,36,45,80,24,36,67,2,2,100,60,81,74,24,50,48,14,29,48,6,13,46,13,12,38,79,98,160,61,4,0,50,79,63,26,50,52,15,29,52,7,13,54,41,79,52,9,45,20,12,36,33,0,2,0,12,13,21,81,62,160,39
2006,ATP World Tour Masters 1000 Madrid,madrid,1536,"Madrid, Spain",2006.10.16 - 2006.10.22,48,16,Indoor,Hard,Roger Federer,roger-federer,f324,500,1,Semi-Finals,David Nalbandian,david-nalbandian,n301,4,W,64 60,2,0,2,12,4,16,,,,00:59:00,59,9,0,27,41,66,21,27,78,8,14,57,0,1,0,29,41,71,17,38,45,13,16,81,5,10,50,8,8,30,54,59,95,62,1,2,38,54,70,21,38,55,3,16,19,5,10,50,24,54,44,6,27,22,6,14,43,1,1,100,8,8,12,41,36,95,38
