1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Quarter-Finals,3,2,Tony Roche,r073,tony-roche,Cliff Drysdale,d082,cliff-drysdale,2,10,26 26 63 62 64,3,2,22,21,0,0,1967-520-5-3-r073-d082,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Quarter-Finals,3,3,Istvan Gulyas,g151,istvan-gulyas,Owen Davidson,d054,owen-davidson,5,13,57 63 63 60,3,1,23,13,0,0,1967-520-5-2-g151-d054,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Quarter-Finals,3,4,Nikola Pilic,p080,nikola-pilic,Tom Okker,o032,tom-okker,14,11,63 119 62,3,0,23,14,0,0,1967-520-5-1-p080-o032,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 16,4,1,Roy Emerson,e030,roy-emerson,Vyacheslav Egorov,e894,vyacheslav-egorov,1,,63 62 62,3,0,18,7,0,0,1967-520-4-8-e030-e894,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 16,4,2,Tony Roche,r073,tony-roche,Jan Kodes,k049,jan-kodes,2,15,64 62 810 26 64,3,2,28,26,0,0,1967-520-4-7-r073-k049,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 16,4,3,Nikola Pilic,p080,nikola-pilic,John Newcombe,n044,john-newcombe,14,3,64 63 62,3,0,18,9,0,0,1967-520-4-6-p080-n044,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 16,4,4,Istvan Gulyas,g151,istvan-gulyas,Nicola Spear,s146,nicola-spear,5,,46 62 63 63,3,1,22,14,0,0,1967-520-4-5-g151-s146,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 16,4,5,Tom Okker,o032,tom-okker,Martin Mulligan,m155,martin-mulligan,11,6,64 75 62,3,0,19,11,0,0,1967-520-4-4-o032-m155,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 16,4,6,Pierre Darmon,d131,pierre-darmon,Bob Hewitt,h058,bob-hewitt,8,9,62 63 60,3,0,18,5,0,0,1967-520-4-3-d131-h058,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 16,4,7,Cliff Drysdale,d082,cliff-drysdale,Milan Holecek,h059,milan-holecek,10,,64 63 62,3,0,18,9,0,0,1967-520-4-2-d082-h059,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 16,4,8,Owen Davidson,d054,owen-davidson,Wieslaw Gasiorek,g152,wieslaw-gasiorek,13,,57 06 86 64 62,3,2,25,25,0,0,1967-520-4-1-d054-g152,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 32,5,1,Roy Emerson,e030,roy-emerson,Boro Jovanovic,j033,boro-jovanovic,1,,68 64 63 61,3,1,24,16,0,0,1967-520-3-16-e030-j033,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 32,5,2,Tony Roche,r073,tony-roche,Torben Ulrich,u011,torben-ulrich,2,,63 62 64,3,0,18,9,0,0,1967-520-3-15-r073-u011,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 32,5,3,John Newcombe,n044,john-newcombe,Ion Tiriac,t040,ion-tiriac,3,,63 36 62 46 63,3,2,25,20,0,0,1967-520-3-14-n044-t040,
