1970-580,1,Grand Slam,Australian Open,580,australian-open,Sydney,1970.01.19,1970,1,19,64,32,Outdoor,Grass,"$12,000",USD,12000,/en/scores/archive/australian-open/580/1970/results,Arthur Ashe,/en/players/arthur-ashe/a063/overview,arthur-ashe,a063,Robert Lutz,/en/players/robert-lutz/l045/overview,robert-lutz,l045,Stan Smith,/en/players/stan-smith/s060/overview,stan-smith,s060
1970-401,2,,Philadelphia,401,philadelphia,Philadelphia,1970.02.02,1970,2,2,64,32,Indoor,Carpet,"$50,000",USD,50000,/en/scores/archive/philadelphia/401/1970/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,Ilie Nastase,/en/players/ilie-nastase/n008/overview,ilie-nastase,n008,Ion Tiriac,/en/players/ion-tiriac/t040/overview,ion-tiriac,t040
1970-681,3,,Miami WCT,681,miami,Miami,1970.02.12,1970,2,12,8,0,Outdoor,Clay,"$10,000",USD,10000,/en/scores/archive/miami/681/1970/results,Ken Rosewall,/en/players/ken-rosewall/r075/overview,ken-rosewall,r075,,,,,,,,
1970-802,4,,Richmond,802,richmond-va,"Richmond, VA, United States",1970.02.13,1970,2,13,8,0,Indoor,Carpet,"$12,500",USD,12500,/en/scores/archive/richmond-va/802/1970/results,Arthur Ashe,/en/players/arthur-ashe/a063/overview,arthur-ashe,a063,,,,,,,,
1970-355,5,,Salisbury,355,salisbury,"Salisbury, United States",1970.02.15,1970,2,15,64,0,Indoor,Hard,"$50,000",USD,50000,/en/scores/archive/salisbury/355/1970/results,Ilie Nastase,/en/players/ilie-nastase/n008/overview,ilie-nastase,n008,,,,,,,,
1970-6816,6,,Corpus Christi WCT,6816,chorpus-christi,"Chorpus Christi, United States",1970.02.20,1970,2,20,8,0,Outdoor,Hard,"$10,000",USD,10000,/en/scores/archive/chorpus-christi/6816/1970/results,Ken Rosewall,/en/players/ken-rosewall/r075/overview,ken-rosewall,r075,,,,,,,,
1970-2066,7,,Macon,2066,macon,"Macon, United States",1970.02.25,1970,2,25,32,0,Indoor,Carpet,"$15,000",USD,15000,/en/scores/archive/macon/2066/1970/results,Cliff Richey,/en/players/cliff-richey/r071/overview,cliff-richey,r071,,,,,,,,
1970-6811,8,,Los Angeles WCT,6811,los-angeles,"Los Angeles, United States",1970.02.25,1970,2,25,8,0,Indoor,Carpet,"$10,000",USD,10000,/en/scores/archive/los-angeles/6811/1970/results,Dennis Ralston,/en/players/dennis-ralston/r064/overview,dennis-ralston,r064,,,,,,,,
1970-657,9,,Hampton,657,hampton,"Hampton, United States",1970.03.02,1970,3,2,32,0,Indoor,Carpet,"$25,000",USD,25000,/en/scores/archive/hampton/657/1970/results,Stan Smith,/en/players/stan-smith/s060/overview,stan-smith,s060,,,,,,,,
1970-6812,10,,London Indoor,6812,wembley,"Wembley, Great Britain",1970.03.04,1970,3,4,16,0,Indoor,Carpet,"$24,000",USD,24000,/en/scores/archive/wembley/6812/1970/results,Marty Riessen,/en/players/marty-riessen/r055/overview,marty-riessen,r055,,,,,,,,
