2000-451,1,,Doha,451,doha,Doha,2000.01.03,2000,1,3,32,16,Outdoor,Hard,"$1,000,000",USD,1000000,/en/scores/archive/doha/451/2000/results,Fabrice Santoro,/en/players/fabrice-santoro/s424/overview,fabrice-santoro,s424,Mark Knowles,/en/players/mark-knowles/k171/overview,mark-knowles,k171,Max Mirnyi,/en/players/max-mirnyi/m595/overview,max-mirnyi,m595
2000-891,2,,Chennai,891,chennai,Chennai,2000.01.03,2000,1,3,32,16,Outdoor,Hard,"$430,000",USD,430000,/en/scores/archive/chennai/891/2000/results,Jerome Golmard,/en/players/jerome-golmard/g319/overview,jerome-golmard,g319,Julien Boutter,/en/players/julien-boutter/b599/overview,julien-boutter,b599,Christophe Rochus,/en/players/christophe-rochus/r336/overview,christophe-rochus,r336
2000-7308,3,,Adelaide,7308,adelaide,Adelaide,2000.01.03,2000,1,3,32,16,Outdoor,Hard,"$350,000",USD,350000,/en/scores/archive/adelaide/7308/2000/results,Lleyton Hewitt,/en/players/lleyton-hewitt/h432/overview,lleyton-hewitt,h432,Mark Woodforde,/en/players/mark-woodforde/w035/overview,mark-woodforde,w035,Todd Woodbridge,/en/players/todd-woodbridge/w136/overview,todd-woodbridge,w136
2000-301,4,,Auckland,301,auckland,Auckland,2000.01.10,2000,1,10,32,16,Outdoor,Hard,"$350,000",USD,350000,/en/scores/archive/auckland/301/2000/results,Magnus Norman,/en/players/magnus-norman/n250/overview,magnus-norman,n250,Ellis Ferreira,/en/players/ellis-ferreira/f185/overview,ellis-ferreira,f185,Rick Leach,/en/players/rick-leach/l013/overview,rick-leach,l013
2000-338,5,,Sydney,338,sydney,Sydney,2000.01.10,2000,1,10,32,16,Outdoor,Hard,"$350,000",USD,350000,/en/scores/archive/sydney/338/2000/results,Lleyton Hewitt,/en/players/lleyton-hewitt/h432/overview,lleyton-hewitt,h432,Mark Woodforde,/en/players/mark-woodforde/w035/overview,mark-woodforde,w035,Todd Woodbridge,/en/players/todd-woodbridge/w136/overview,todd-woodbridge,w136
2000-580,6,Grand Slam,Australian Open,580,australian-open,Melbourne,2000.01.17,2000,1,17,128,64,Outdoor,Hard,"$3,864,414",USD,3864414,/en/scores/archive/australian-open/580/2000/results,Andre Agassi,/en/players/andre-agassi/a092/overview,andre-agassi,a092,Ellis Ferreira,/en/players/ellis-ferreira/f185/overview,ellis-ferreira,f185,Rick Leach,/en/players/rick-leach/l013/overview,rick-leach,l013
2000-495,7,,Dubai,495,dubai,Dubai,2000.02.07,2000,2,7,32,16,Outdoor,Hard,"$1,000,000",USD,1000000,/en/scores/archive/dubai/495/2000/results,Nicolas Kiefer,/en/players/nicolas-kiefer/k316/overview,nicolas-kiefer,k316,Jiri Novak,/en/players/jiri-novak/n254/overview,jiri-novak,n254,David Rikl,/en/players/david-rikl/r203/overview,david-rikl,r203
2000-496,8,,Marseille,496,marseille,Marseille,2000.02.07,2000,2,7,32,16,Indoor,Hard,"$500,000",USD,500000,/en/scores/archive/marseille/496/2000/results,Marc Rosset,/en/players/marc-rosset/r214/overview,marc-rosset,r214,Simon Aspelin,/en/players/simon-aspelin/a324/overview,simon-aspelin,a324,Johan Landsberg,/en/players/johan-landsberg/l408/overview,johan-landsberg,l408
2000-424,9,,San Jose,424,san-jose,San Jose,2000.02.07,2000,2,7,32,16,Indoor,Hard,"$375,000",USD,375000,/en/scores/archive/san-jose/424/2000/results,Mark Philippoussis,/en/players/mark-philippoussis/p338/overview,mark-philippoussis,p338,Jan-Michael Gambill,/en/players/jan-michael-gambill/g352/overview,jan-michael-gambill,g352,Scott Humphries,/en/players/scott-humphries/h344/overview,scott-humphries,h344
2000-407,10,,Rotterdam,407,rotterdam,Rotterdam,2000.02.14,2000,2,14,32,16,Indoor,Hard,"$850,000",USD,850000,/en/scores/archive/rotterdam/407/2000/results,Cedric Pioline,/en/players/cedric-pioline/p226/overview,cedric-pioline,p226,David Adams,/en/players/david-adams/a177/overview,david-adams,a177,John-Laffnie de Jager,/en/players/john-laffnie-de-jager/d211/overview,john-laffnie-de-jager,d211
2000-402,11,,Memphis,402,memphis,Memphis,2000.02.14,2000,2,14,48,24,Indoor,Hard,"$800,000",USD,800000,/en/scores/archive/memphis/402/2000/results,Magnus Larsson,/en/players/magnus-larsson/l206/overview,magnus-larsson,l206,Justin Gimelstob,/en/players/justin-gimelstob/g354/overview,justin-gimelstob,g354,Sebastien Lareau,/en/players/sebastien-lareau/l226/overview,sebastien-lareau,l226
2000-408,12,,London,408,london,London,2000.02.21,2000,2,21,32,16,Indoor,Hard,"$800,000",USD,800000,/en/scores/archive/london/408/2000/results,Marc Rosset,/en/players/marc-rosset/r214/overview,marc-rosset,r214,David Adams,/en/players/david-adams/a177/overview,david-adams,a177,John-Laffnie de Jager,/en/players/john-laffnie-de-jager/d211/overview,john-laffnie-de-jager,d211
