31,2018-322-g967-f510,/en/scores/2018/322/MS003/match-stats,01:33:00,93,7,1,38,60,31,38,10,22,3,5,41,60,26,61,15,26,4,9,10,10,41,87,82,147,5,2,61,87,35,61,11,26,5,9,46,87,7,38,12,22,2,5,10,10,19,60,65,147
31,2018-322-f510-sl08,/en/scores/2018/322/MS007/match-stats,01:59:00,119,4,1,57,90,41,57,19,33,9,11,60,90,10,47,13,29,2,4,12,12,23,76,83,166,9,3,47,76,37,47,16,29,2,4,53,76,16,57,14,33,2,11,12,12,30,90,83,166
31,2018-322-f724-g967,/en/scores/2018/322/MS001/match-stats,01:08:00,68,6,1,23,41,21,23,11,18,0,0,32,41,14,29,15,29,4,9,8,8,29,58,61,99,1,2,29,58,15,29,14,29,5,9,29,58,2,23,7,18,0,0,8,8,9,41,38,99
31,2018-322-f724-j386,/en/scores/2018/322/MS002/match-stats,01:56:00,116,5,3,45,81,30,45,18,36,7,10,48,81,18,49,21,35,5,14,12,13,39,84,87,165,0,4,49,84,31,49,14,35,9,14,45,84,15,45,18,36,3,10,13,12,33,81,78,165
31,2018-322-g967-sa93,/en/scores/2018/322/MS006/match-stats,02:00:00,120,10,2,54,106,44,54,25,52,8,10,69,106,16,48,18,37,4,9,16,14,34,85,103,191,4,2,48,85,32,48,19,37,5,9,51,85,10,54,27,52,2,10,14,16,37,106,88,191
31,2018-322-f724-w367,/en/scores/2018/322/MS005/match-stats,01:11:00,71,1,2,29,55,20,29,17,26,7,8,37,55,17,37,10,16,5,10,8,8,27,53,64,108,1,0,37,53,20,37,6,16,5,10,26,53,9,29,9,26,1,8,8,8,18,55,44,108
31,2018-322-j386-pc11,/en/scores/2018/322/MS004/match-stats,01:17:00,77,6,0,42,60,34,42,9,18,2,2,43,60,8,29,10,24,2,5,10,9,18,53,61,113,9,2,29,53,21,29,14,24,3,5,35,53,8,42,9,18,0,2,9,10,17,60,52,113
31,2018-322-pc11-q927,/en/scores/2018/322/MS008/match-stats,02:33:00,153,7,3,67,114,54,67,31,47,3,4,85,114,13,68,22,46,2,6,18,18,35,114,120,228,15,4,68,114,55,68,24,46,4,6,79,114,13,67,16,47,1,4,18,18,29,114,108,228
31,2018-322-f510-rc96,/en/scores/2018/322/MS015/match-stats,01:54:00,114,4,1,62,88,48,62,16,26,2,3,64,88,22,59,19,34,5,8,14,14,41,93,105,181,0,2,59,93,37,59,15,34,3,8,52,93,14,62,10,26,1,3,14,14,24,88,76,181
31,2018-322-w367-dc58,/en/scores/2018/322/MS010/match-stats,01:08:00,68,6,2,37,56,30,37,13,19,0,0,43,56,11,31,9,25,2,6,10,9,20,56,63,112,4,0,31,56,20,31,16,25,4,6,36,56,7,37,6,19,0,0,9,10,13,56,49,112
31,2018-322-g967-f401,/en/scores/2018/322/MS013/match-stats,01:15:00,75,8,2,35,63,27,35,16,28,2,2,43,63,14,39,16,27,3,8,9,9,30,66,73,129,6,2,39,66,25,39,11,27,5,8,36,66,8,35,12,28,0,2,9,9,20,63,56,129
31,2018-322-j386-r685,/en/scores/2018/322/MS009/match-stats,01:58:00,118,9,5,51,92,42,51,19,41,7,9,61,92,14,57,19,31,3,9,15,14,33,88,94,180,9,3,57,88,43,57,12,31,6,9,55,88,9,51,22,41,2,9,14,15,31,92,86,180
31,2018-322-sa93-z419,/en/scores/2018/322/MS012/match-stats,01:18:00,78,6,3,32,57,24,32,12,25,4,6,36,57,15,39,18,31,5,13,10,11,33,70,69,127,1,2,39,70,24,39,13,31,8,13,37,70,8,32,13,25,2,6,11,10,21,57,58,127
31,2018-322-f724-td51,/en/scores/2018/322/MS011/match-stats,01:30:00,90,8,1,39,74,26,39,23,35,4,6,49,74,13,41,10,23,3,3,11,11,23,64,72,138,6,0,41,64,28,41,13,23,0,3,41,64,13,39,12,35,2,6,11,11,25,74,66,138
