1983.12.19,1983,12,19,1,1,,,24,0,0,/en/players/john-mcenroe/m047/overview,john-mcenroe,m047
1983.12.19,1983,12,19,2,2,,,23,0,0,/en/players/ivan-lendl/l018/overview,ivan-lendl,l018
1983.12.19,1983,12,19,3,3,,,31,0,0,/en/players/jimmy-connors/c044/overview,jimmy-connors,c044
1983.12.19,1983,12,19,4,4,,,19,0,0,/en/players/mats-wilander/w023/overview,mats-wilander,w023
1983.12.19,1983,12,19,5,5,,,23,0,0,/en/players/yannick-noah/n022/overview,yannick-noah,n022
1983.12.19,1983,12,19,6,6,,,19,0,0,/en/players/jimmy-arias/a031/overview,jimmy-arias,a031
1983.12.19,1983,12,19,7,7,,,30,0,0,/en/players/jose-higueras/h019/overview,jose-higueras,h019
1983.12.19,1983,12,19,8,8,,,25,0,0,/en/players/jose-luis-clerc/c039/overview,jose-luis-clerc,c039
1983.12.19,1983,12,19,9,9,,,25,0,0,/en/players/kevin-curren/c057/overview,kevin-curren,c057
1983.12.19,1983,12,19,10,10,,,27,0,0,/en/players/gene-mayer/m038/overview,gene-mayer,m038
1983.12.19,1983,12,19,11,11,,,31,0,0,/en/players/guillermo-vilas/v028/overview,guillermo-vilas,v028
1983.12.19,1983,12,19,12,12,,,27,0,0,/en/players/bill-scanlon/s017/overview,bill-scanlon,s017
1983.12.19,1983,12,19,13,13,,,24,0,0,/en/players/eliot-teltscher/t012/overview,eliot-teltscher,t012
1983.12.19,1983,12,19,14,14,,,23,0,0,/en/players/andres-gomez/g023/overview,andres-gomez,g023
1983.12.19,1983,12,19,15,15,,,25,0,0,/en/players/johan-kriek/k022/overview,johan-kriek,k022
1983.12.19,1983,12,19,16,16,,,23,0,0,/en/players/tim-mayotte/m041/overview,tim-mayotte,m041
1983.12.19,1983,12,19,17,17,,,27,0,0,/en/players/tomas-smid/s058/overview,tomas-smid,s058
1983.12.19,1983,12,19,18,18,,,31,0,0,/en/players/sandy-mayer/m039/overview,sandy-mayer,m039
1983.12.19,1983,12,19,19,19,1,up,22,0,0,/en/players/anders-jarryd/j006/overview,anders-jarryd,j006
1983.12.19,1983,12,19,20,20,1,down,29,0,0,/en/players/vitas-gerulaitis/g008/overview,vitas-gerulaitis,g008
1983.12.19,1983,12,19,21,21,,,31,0,0,/en/players/brian-gottfried/g029/overview,brian-gottfried,g029
1983.12.19,1983,12,19,22,22,,,28,0,0,/en/players/peter-mcnamara/m051/overview,peter-mcnamara,m051
1983.12.19,1983,12,19,23,23,,,19,0,0,/en/players/henrik-sundstrom/s097/overview,henrik-sundstrom,s097
1983.12.19,1983,12,19,24,24,,,21,0,0,/en/players/scott-davis/d004/overview,scott-davis,d004
1983.12.19,1983,12,19,25,25,,,24,0,0,/en/players/heinz-gunthardt/g050/overview,heinz-gunthardt,g050
1983.12.19,1983,12,19,26,26,,,26,0,0,/en/players/chris-lewis%20(nzl)/l024/overview,chris-lewis%20(nzl),l024
1983.12.19,1983,12,19,27,27,16,up,20,0,0,/en/players/joakim-nystrom/n030/overview,joakim-nystrom,n030
1983.12.19,1983,12,19,28,28,1,down,24,0,0,/en/players/mel-purcell/p057/overview,mel-purcell,p057
1983.12.19,1983,12,19,29,29,1,down,28,0,0,/en/players/brian-teacher/t011/overview,brian-teacher,t011
1983.12.19,1983,12,19,30,30,1,down,20,0,0,/en/players/henri-leconte/l014/overview,henri-leconte,l014
1983.12.19,1983,12,19,31,31,1,down,24,0,0,/en/players/robert-van't%20hof/v008/overview,robert-van't%20hof,v008
1983.12.19,1983,12,19,32,32,,,28,0,0,/en/players/peter-fleming/f030/overview,peter-fleming,f030
1983.12.19,1983,12,19,33,33,2,down,28,0,0,/en/players/colin-dowdeswell/d037/overview,colin-dowdeswell,d037
1983.12.19,1983,12,19,34,34,7,up,18,0,0,/en/players/pat-cash/c023/overview,pat-cash,c023
1983.12.19,1983,12,19,35,35,5,up,29,0,0,/en/players/paul-mcnamee/m050/overview,paul-mcnamee,m050
1983.12.19,1983,12,19,36,36,,,32,0,0,/en/players/roscoe-tanner/t006/overview,roscoe-tanner,t006
1983.12.19,1983,12,19,37,37,3,down,29,0,0,/en/players/mark-edmondson/e005/overview,mark-edmondson,e005
1983.12.19,1983,12,19,38,38,3,down,32,0,0,/en/players/tim-gullikson/g048/overview,tim-gullikson,g048
1983.12.19,1983,12,19,39,39,2,down,22,0,0,/en/players/pablo-arraya/a035/overview,pablo-arraya,a035
1983.12.19,1983,12,19,40,40,2,down,31,0,0,/en/players/wojtek-fibak/f020/overview,wojtek-fibak,f020
1983.12.19,1983,12,19,41,41,2,down,30,0,0,/en/players/henry-pfister/p026/overview,henry-pfister,p026
