year,tournament,start date,type,surface,draw,atp points,atp ranking,tournament prize money,round,opponent,ranking,score,stats link,tournament,tournament round,time,winner,player1 name,player1 nationality,player1 aces,player1 double faults,player1 1st serves in,player1 1st serves total,player1 1st serve points won,player1 1st serve points total,player1 2nd serve points won,player1 2nd serve points total,player1 break points won,player1 break points total,player1 service games played,player1 1st serve return points won,player1 1st serve return points total,player1 2nd serve return points won,player1 2nd serve return points total,player1 break points converted won,player1 break points converted total,player1 return games played,player1 total service points won,player1 total service points total,player1 total return points won,player1 total return points total,player1 total points won,player1 total points total,player2 name,player2 nationality,player2 aces,player2 double faults,player2 1st serves in,player2 1st serves total,player2 1st serve points won,player2 1st serve points total,player2 2nd serve points won,player2 2nd serve points total,player2 break points won,player2 break points total,player2 service games played,player2 1st serve return points won,player2 1st serve return points total,player2 2nd serve return points won,player2 2nd serve return points total,player2 break points converted won,player2 break points converted total,player2 return games played,player2 total service points won,player2 total service points total,player2 total return points won,player2 total return points total,player2 total points won,player2 total points total
1984,"Wimbledon, England",25.06.1984,GS,Outdoor: Grass,Draw: 128,,176,$,R128,Blaine Willenborg (USA),110,"W 6-0, 6-0, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=540&y=1984&r=1&p=B028,Wimbledon,R128,0,Boris Becker,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Blaine Willenborg,United States,,,,,,,,,,,,,,,,,,,,,,,,
1984,"Wimbledon, England",25.06.1984,GS,Outdoor: Grass,Draw: 128,,176,$,R64,Nduka Odizor (NGR),52,"W 6-3, 6-4, 4-2 RET",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=540&y=1984&r=2&p=B028,Wimbledon,R64,0,Boris Becker,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Nduka Odizor,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,
1984,"Wimbledon, England",25.06.1984,GS,Outdoor: Grass,Draw: 128,,176,$,R32,Bill Scanlon (USA),17,"L 2-6, 6-2, 6-7, 2-1 RET",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=540&y=1984&r=3&p=B028,Wimbledon,R32,0,Bill Scanlon,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Bill Scanlon,United States,,,,,,,,,,,,,,,,,,,,,,,,
1984,"Munich, Germany",14.05.1984,GP,Outdoor: Clay,Draw: 32,,,$,R32,Hans-Dieter Beutel (GER),N/A,"W 3-6, 6-1, 7-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=308&y=1984&r=3&p=B028,Munich,R32,0,Boris Becker,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Hans-Dieter Beutel,Germany,,,,,,,,,,,,,,,,,,,,,,,,
1984,"Munich, Germany",14.05.1984,GP,Outdoor: Clay,Draw: 32,,,$,R16,Michael Westphal (GER),N/A,"L 7-6, 3-6, 5-7",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=308&y=1984&r=4&p=B028,Munich,R16,0,Michael Westphal,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Michael Westphal,Germany,,,,,,,,,,,,,,,,,,,,,,,,
1984,"Hamburg, Germany",07.05.1984,GP,Outdoor: Clay,Draw: 56,,,$,R64,Sergio Casal (ESP),N/A,"W 6-3, 6-7, 6-1",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=414&y=1984&r=2&p=B028,Hamburg,R64,0,Boris Becker,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Sergio Casal,Spain,,,,,,,,,,,,,,,,,,,,,,,,
1984,"Hamburg, Germany",07.05.1984,GP,Outdoor: Clay,Draw: 56,,,$,R32,Henrik Sundstrom (SWE),N/A,"L 3-6, 4-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=414&y=1984&r=3&p=B028,Hamburg,R32,0,Henrik Sundstrom,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Henrik Sundstrom,Sweden,,,,,,,,,,,,,,,,,,,,,,,,
1984,"Luxembourg, Luxembourg",09.04.1984,GP,Indoor: Carpet,Draw: 32,,,$,R32,Florin Segarceanu (ROU),N/A,"W 6-7, 6-3, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=431&y=1984&r=3&p=B028,Luxembourg,R32,0,Boris Becker,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Florin Segarceanu,Romania,,,,,,,,,,,,,,,,,,,,,,,,
1984,"Luxembourg, Luxembourg",09.04.1984,GP,Indoor: Carpet,Draw: 32,,,$,R16,Gene Mayer (USA),19,"L 6-3, 1-6, 6-7",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=431&y=1984&r=4&p=B028,Luxembourg,R16,0,Gene Mayer,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Gene Mayer,United States,,,,,,,,,,,,,,,,,,,,,,,,
1984,"Vienna, Austria",05.03.1984,CH,Indoor: Carpet,Draw: 32,,,$,R32,Bernard Mitton (RSA),N/A,"L 6-4, 4-6, 1-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=208&y=1984&r=3&p=B028,Vienna,R32,0,Bernard Mitton,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Bernard Mitton,South Africa,,,,,,,,,,,,,,,,,,,,,,,,
1985,"Masters, NY, U.S.A.",14.01.1986,WC,Indoor: Carpet,Draw: 16,,,"$70,000",R16,Paul Annacone (USA),N/A,"W 3-6, 6-3, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=605&y=1985&r=4&p=B028,Masters,R16,0,Boris Becker,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Paul Annacone,United States,,,,,,,,,,,,,,,,,,,,,,,,
1985,"Masters, NY, U.S.A.",14.01.1986,WC,Indoor: Carpet,Draw: 16,,,"$70,000",Q,Mats Wilander (SWE),N/A,"W 6-4, 4-6, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=605&y=1985&r=5&p=B028,Masters,Q,0,Boris Becker,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Mats Wilander,Sweden,,,,,,,,,,,,,,,,,,,,,,,,
1985,"Masters, NY, U.S.A.",14.01.1986,WC,Indoor: Carpet,Draw: 16,,,"$70,000",S,Anders Jarryd (SWE),N/A,"W 6-3, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=605&y=1985&r=6&p=B028,Masters,S,0,Boris Becker,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Anders Jarryd,Sweden,,,,,,,,,,,,,,,,,,,,,,,,
1985,"Masters, NY, U.S.A.",14.01.1986,WC,Indoor: Carpet,Draw: 16,,,"$70,000",F,Ivan Lendl (USA),N/A,"L 2-6, 6-7, 3-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=605&y=1985&r=7&p=B028,Masters,F,0,Ivan Lendl,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Ivan Lendl,United States,,,,,,,,,,,,,,,,,,,,,,,,
1985,"SWE V GER F, Germany",20.12.1985,DC,Indoor: Carpet,Draw: 4,,6,$,RR,Stefan Edberg (SWE),5,"W 6-3, 3-6, 7-5, 8-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=901&y=1985&r=-6&p=B028,SWE V GER F,RR,0,Boris Becker,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Stefan Edberg,Sweden,,,,,,,,,,,,,,,,,,,,,,,,
1985,"SWE V GER F, Germany",20.12.1985,DC,Indoor: Carpet,Draw: 4,,6,$,RR,Mats Wilander (SWE),3,"W 6-3, 2-6, 6-3, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=901&y=1985&r=-4&p=B028,SWE V GER F,RR,0,Boris Becker,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Mats Wilander,Sweden,,,,,,,,,,,,,,,,,,,,,,,,
1985,"Australian Open, Australia",25.11.1985,GS,Outdoor: Grass,Draw: 96,1,5,"$2,516",R128,Bye,N/A,W ,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=580&y=1985&r=1&p=B028,Australian Open,R128,0,Boris Becker,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,N/A Bye,,,,,,,,,,,,,,,,,,,,,,,,,
1985,"Australian Open, Australia",25.11.1985,GS,Outdoor: Grass,Draw: 96,1,5,"$2,516",R64,Michiel Schapers (NED),188,"L 6-3, 4-6, 6-7, 6-4, 3-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=580&y=1985&r=2&p=B028,Australian Open,R64,0,Michiel Schapers,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Michiel Schapers,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,
1985,"Wembley, England",11.11.1985,GP,Indoor: Carpet,Draw: 32,107,5,"$30,000",R32,Shlomo Glickstein (ISR),180,"W 6-2, 7-5",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=430&y=1985&r=3&p=B028,Wembley,R32,0,Boris Becker,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Shlomo Glickstein,Israel,,,,,,,,,,,,,,,,,,,,,,,,
1985,"Wembley, England",11.11.1985,GP,Indoor: Carpet,Draw: 32,107,5,"$30,000",R16,Jeremy Bates (GBR),83,"W 7-5, 7-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=430&y=1985&r=4&p=B028,Wembley,R16,0,Boris Becker,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Jeremy Bates,Great Britain,,,,,,,,,,,,,,,,,,,,,,,,
1985,"Wembley, England",11.11.1985,GP,Indoor: Carpet,Draw: 32,107,5,"$30,000",Q,Mike Leach (USA),35,"W 6-4, 5-3 RET",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=430&y=1985&r=5&p=B028,Wembley,Q,0,Boris Becker,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Mike Leach,United States,,,,,,,,,,,,,,,,,,,,,,,,
1985,"Wembley, England",11.11.1985,GP,Indoor: Carpet,Draw: 32,107,5,"$30,000",S,Anders Jarryd (SWE),9,"W 7-6, 7-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=430&y=1985&r=6&p=B028,Wembley,S,0,Boris Becker,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Anders Jarryd,Sweden,,,,,,,,,,,,,,,,,,,,,,,,
1985,"Wembley, England",11.11.1985,GP,Indoor: Carpet,Draw: 32,107,5,"$30,000",F,Ivan Lendl (USA),1,"L 7-6, 3-6, 6-4, 4-6, 4-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=430&y=1985&r=7&p=B028,Wembley,F,0,Ivan Lendl,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Ivan Lendl,United States,,,,,,,,,,,,,,,,,,,,,,,,
1985,"Tokyo Indoor, Japan",21.10.1985,GP,Indoor: Carpet,Draw: 32,83,5,"$15,900",R32,Bud Schultz (USA),57,"W 6-2, 6-0",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=428&y=1985&r=3&p=B028,Tokyo Indoor,R32,0,Boris Becker,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Bud Schultz,United States,,,,,,,,,,,,,,,,,,,,,,,,
1985,"Tokyo Indoor, Japan",21.10.1985,GP,Indoor: Carpet,Draw: 32,83,5,"$15,900",R16,John Sadri (USA),48,"W 6-3, 6-1",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=428&y=1985&r=4&p=B028,Tokyo Indoor,R16,0,Boris Becker,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,John Sadri,United States,,,,,,,,,,,,,,,,,,,,,,,,
1985,"Tokyo Indoor, Japan",21.10.1985,GP,Indoor: Carpet,Draw: 32,83,5,"$15,900",Q,Anders Jarryd (SWE),9,"W 7-6(8), 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=428&y=1985&r=5&p=B028,Tokyo Indoor,Q,0,Boris Becker,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Anders Jarryd,Sweden,,,,,,,,,,,,,,,,,,,,,,,,
1985,"Tokyo Indoor, Japan",21.10.1985,GP,Indoor: Carpet,Draw: 32,83,5,"$15,900",S,Ivan Lendl (USA),1,"L 3-6, 6-7(1)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=428&y=1985&r=6&p=B028,Tokyo Indoor,S,0,Ivan Lendl,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Ivan Lendl,United States,,,,,,,,,,,,,,,,,,,,,,,,
1985,"TCH V GER SF, Germany",04.10.1985,DC,Indoor: Carpet,Draw: 6,,7,$,RR,Miloslav Mecir Sr. (SVK),12,"W 6-3, 7-5, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=902&y=1985&r=-7&p=B028,TCH V GER SF,RR,0,Boris Becker,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Miloslav Mecir Sr.,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,
1985,"TCH V GER SF, Germany",04.10.1985,DC,Indoor: Carpet,Draw: 6,,7,$,RR,Libor Pimek (BEL),67,"W 6-1, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=902&y=1985&r=-4&p=B028,TCH V GER SF,RR,0,Boris Becker,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Libor Pimek,Belgium,,,,,,,,,,,,,,,,,,,,,,,,
1985,"US Open, NY, U.S.A.",27.08.1985,GS,Outdoor: Hard,Draw: 128,41,7,"$12,500",R128,Peter Doohan (AUS),97,"W 6-4, 6-1, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=560&y=1985&r=1&p=B028,US Open,R128,0,Boris Becker,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Peter Doohan,Australia,,,,,,,,,,,,,,,,,,,,,,,,
1985,"US Open, NY, U.S.A.",27.08.1985,GS,Outdoor: Hard,Draw: 128,41,7,"$12,500",R64,Huub Van Boeckel (NED),113,"W 6-3, 6-0, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=560&y=1985&r=2&p=B028,US Open,R64,0,Boris Becker,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Huub Van Boeckel,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,
1985,"US Open, NY, U.S.A.",27.08.1985,GS,Outdoor: Hard,Draw: 128,41,7,"$12,500",R32,Kelly Evernden (NZL),144,"W 7-6, 6-3, 7-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=560&y=1985&r=3&p=B028,US Open,R32,0,Boris Becker,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Kelly Evernden,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,
1985,"US Open, NY, U.S.A.",27.08.1985,GS,Outdoor: Hard,Draw: 128,41,7,"$12,500",R16,Joakim Nystrom (SWE),10,"L 3-6, 4-6, 6-4, 4-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=560&y=1985&r=4&p=B028,US Open,R16,0,Joakim Nystrom,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Joakim Nystrom,Sweden,,,,,,,,,,,,,,,,,,,,,,,,
1985,"Cincinnati, OH, U.S.A.",19.08.1985,GP,Outdoor: Hard,Draw: 64,194,9,"$48,000",R64,Shahar Perkiss (ISR),56,"W 6-2, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=1985&r=2&p=B028,Cincinnati,R64,0,Boris Becker,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Shahar Perkiss,Israel,,,,,,,,,,,,,,,,,,,,,,,,
1985,"Cincinnati, OH, U.S.A.",19.08.1985,GP,Outdoor: Hard,Draw: 64,194,9,"$48,000",R32,Brian Teacher (USA),87,"W 6-4, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=1985&r=3&p=B028,Cincinnati,R32,0,Boris Becker,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Brian Teacher,United States,,,,,,,,,,,,,,,,,,,,,,,,
1985,"Cincinnati, OH, U.S.A.",19.08.1985,GP,Outdoor: Hard,Draw: 64,194,9,"$48,000",R16,John Sadri (USA),43,"W 4-6, 6-1, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=1985&r=4&p=B028,Cincinnati,R16,0,Boris Becker,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,John Sadri,United States,,,,,,,,,,,,,,,,,,,,,,,,
1985,"Cincinnati, OH, U.S.A.",19.08.1985,GP,Outdoor: Hard,Draw: 64,194,9,"$48,000",Q,Hank Pfister (USA),67,"W 5-7, 6-1, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=1985&r=5&p=B028,Cincinnati,Q,0,Boris Becker,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Hank Pfister,United States,,,,,,,,,,,,,,,,,,,,,,,,
1985,"Cincinnati, OH, U.S.A.",19.08.1985,GP,Outdoor: Hard,Draw: 64,194,9,"$48,000",S,Joakim Nystrom (SWE),11,"W 6-4, 7-5",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=1985&r=6&p=B028,Cincinnati,S,0,Boris Becker,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Joakim Nystrom,Sweden,,,,,,,,,,,,,,,,,,,,,,,,
1985,"Cincinnati, OH, U.S.A.",19.08.1985,GP,Outdoor: Hard,Draw: 64,194,9,"$48,000",W,Mats Wilander (SWE),3,"W 6-4, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=1985&r=7&p=B028,Cincinnati,F,0,Boris Becker,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Mats Wilander,Sweden,,,,,,,,,,,,,,,,,,,,,,,,
1985,"Kitzbuhel, Austria",05.08.1985,GP,Outdoor: Clay,Draw: 64,1,,$630,R64,Diego Perez (URU),N/A,"L 3-6, 1-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=319&y=1985&r=2&p=B028,Kitzbuhel,R64,0,Diego Perez,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Diego Perez,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,
1985,"USA V GER QF, Germany",02.08.1985,DC,Outdoor: Clay,Draw: 4,,9,$,RR,Eliot Teltscher (USA),12,"W 6-2, 6-2, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=904&y=1985&r=-7&p=B028,USA V GER QF,RR,0,Boris Becker,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Eliot Teltscher,United States,,,,,,,,,,,,,,,,,,,,,,,,
1985,"USA V GER QF, Germany",02.08.1985,DC,Outdoor: Clay,Draw: 4,,9,$,RR,Aaron Krickstein (USA),23,"W 6-2, 6-2, 6-1",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=904&y=1985&r=-3&p=B028,USA V GER QF,RR,0,Boris Becker,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Aaron Krickstein,United States,,,,,,,,,,,,,,,,,,,,,,,,
1985,"Indianapolis, IN, U.S.A.",22.07.1985,GP,Outdoor: Clay,Draw: 56,86,10,"$13,470",R64,Bye,N/A,W ,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=419&y=1985&r=2&p=B028,Indianapolis,R64,0,Boris Becker,Boris Becker,Germany,,,,,,,,,,,,,,,,,,,,,,,,,N/A Bye,,,,,,,,,,,,,,,,,,,,,,,,,
